read_accession_id,count
NZ_CP054494.1,7467
NZ_CP012672.1,14196
NZ_CP029033.1,6118
NZ_CP032819.1,4002
NZ_CP027228.1,15936
NZ_CP040915.1,51396
NZ_CP066811.1,4196
NZ_CP116810.1,49994
NZ_CP017761.1,31778
NZ_CP050497.1,37292
NZ_CP015348.1,28287
NZ_CP027286.1,17551
NZ_CP045696.1,5923
NZ_CP046313.1,7742
NZ_CP033459.1,11089
NZ_CP050134.2,10227
NZ_CP117966.1,15195
NZ_CP017042.1,10457
NZ_AP025575.1,9548
NZ_CP039712.1,4237
NZ_CP013334.1,6531
NZ_CP040235.1,25927
NZ_CP012196.1,5978
NZ_CP017038.2,13622
NZ_CP071986.1,3881
NZ_CP026548.1,23117
NZ_CP066560.1,16973
NZ_CP118095.1,2197
NC_012756.1,7670
NZ_CP040004.1,12858
NZ_CP013476.1,25054
NZ_CP054018.1,10021
NZ_CP033719.1,1829
NZ_CP020566.1,30124
NZ_CP073804.1,13007
NZ_AP019735.1,20539
NZ_CP019668.1,19243
NZ_CP012069.2,13600
NZ_CP072246.1,3559
NZ_CP120209.1,26647
NZ_CP016839.1,53774
NZ_CP068103.1,2819
NZ_CP029197.1,162951
NZ_CP023482.1,6420
NZ_CP098491.1,71225
NZ_CP077403.1,36462
NZ_CP008852.1,5040
NZ_CP036259.1,19368
NZ_AP019829.2,5120
NZ_CP025330.1,8305
