accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP120209.1,1968,Chryseobacterium,59732,1924,997943,0,44,Chryseobacterium indologenes,253,1879,997943,0,89
NZ_CP039381.1,7094,Ruminococcus,1263,7069,992816,1,25,Ruminococcus bovis,2564099,7066,992817,0,28
NZ_CP019668.1,4489,Burkholderia,32008,4461,995422,0,28,Burkholderia cenocepacia,95486,1945,995422,0,2544
NZ_CP097775.1,9861,Paenibacillus,44249,9837,990047,3,24,Paenibacillus polymyxa,1406,8910,990049,1,951
NZ_CP017042.1,43090,Selenomonas,970,43079,956820,1,11,Selenomonas sp. oral taxon 920,1884263,42526,956820,1,564
NZ_CP084018.1,1339,Megamonas,158846,1334,998572,0,5,Megamonas funiformis,437897,1328,998572,0,11
NZ_CP068112.1,33104,Mobiluncus,2050,32673,966807,0,431,Mobiluncus curtisii,2051,32555,966807,0,549
NZ_CP040004.1,11906,Candidatus Nanosynbacter,2093823,11851,988005,0,55,Candidatus Nanosynbacter featherlites,2572088,11805,988005,0,101
NC_012753.1,6705,Vansinderenvirus,3044850,6167,993206,0,538,Vansinderenvirus 5093,3060774,3480,993206,0,3225
NZ_CP012117.1,2541,Dermabacter,36739,2482,997370,0,59,Dermabacter vaginalis,1630135,2403,997370,0,138
NZ_CP027228.1,36535,Mogibacterium,86331,36254,963376,0,281,Mogibacterium diversum,114527,35877,963376,0,658
NZ_CP029197.1,7914,Streptomyces,1883,7847,991988,9,67,Streptomyces venezuelae,54571,7143,991997,0,771
NZ_CP077403.1,22254,Jonesia,43673,22172,977657,0,82,Jonesia denitrificans,43674,22172,977657,0,82
NC_001422.1,9414,Sinsheimervirus,1910954,0,990497,0,9414,Sinsheimervirus phiX174,10847,0,990497,0,9414
NZ_CP040121.1,4622,Duncaniella,2518495,4478,995289,0,144,Duncaniella sp. B8,2576606,31,995289,0,4591
NC_000866.4,14307,Tequatrovirus,10663,13472,985604,0,835,Tequatrovirus T4,10665,5395,985604,0,8912
NZ_CP072246.1,10338,Phocaeicola,909656,9089,989570,3,1249,Phocaeicola dorei,357276,7832,989572,1,2506
NZ_CP015348.1,6617,Sporosarcina,1569,6582,993294,0,35,Sporosarcina ureae,1571,6562,993294,0,55
NZ_CP071986.1,14514,Helicobacter,209,14495,985396,1,19,Helicobacter pylori,210,14455,985396,1,59
NZ_CP050134.2,2544,Corynebacterium,1716,2542,997355,12,2,Corynebacterium matruchotii,43768,2541,997367,0,3
NZ_CP012069.2,18439,Olsenella,133925,18433,981472,0,6,Olsenella sp. oral taxon 807,712411,18427,981472,0,12
NC_012756.1,4014,Undefined genus in Caudoviricetes,2731619,24931,974885,0,95,Streptococcus phage PH10,644007,3951,995897,0,63
NZ_CP014150.1,25376,Paraclostridium,1849822,24936,974535,0,440,Paraclostridium sordellii,1505,24711,974535,0,665
NZ_CP026734.1,28022,Brevibacterium,1696,27831,971889,0,191,Brevibacterium linens,1703,24670,971889,0,3352
NZ_CP020566.1,1912,Veillonella,29465,1910,997999,0,2,Veillonella atypica,39777,1887,997999,0,25
NZ_CP016839.1,3074,Brochothrix,2755,3056,996837,0,18,Brochothrix thermosphacta,2756,3056,996837,0,18
NZ_CP047311.1,10583,Pseudomonas,286,10553,989322,6,30,Pseudomonas putida,303,1665,989328,0,8918
NZ_CP065995.1,9683,Leuconostoc,1243,9595,990228,0,88,Leuconostoc mesenteroides,1245,9197,990228,0,486
NZ_CP116810.1,24756,Rhodopseudomonas,1073,24660,975155,0,96,Rhodopseudomonas palustris,1076,24636,975155,0,120
NZ_CP033719.1,10743,Propionibacterium,1743,10714,989168,0,29,Propionibacterium acidifaciens,556499,10697,989168,0,46
NZ_CP028105.1,3809,Fusobacterium,848,3756,996100,2,53,Fusobacterium ulcerans,861,3600,996102,0,209
NZ_CP008849.1,17352,Alteromonas,226,17308,982559,0,44,Alteromonas australica,589873,10044,982559,0,7308
NZ_CP068102.1,4451,Rothia,32207,4443,995459,1,8,Rothia aeria,172042,4410,995460,0,41
NZ_CP034465.1,9605,Jeotgalibaca,1470540,9467,990306,0,138,Jeotgalibaca ciconiae,2496265,9364,990306,0,241
NZ_CP036259.1,2012,Sporomusa,2375,2011,997899,0,1,Sporomusa termitida,2377,2011,997899,0,1
NZ_CP040915.1,10167,Georgenia,154116,10133,989744,0,34,Georgenia yuyongxinii,2589797,10128,989744,0,39
NZ_CP050497.1,44598,Treponema,157,44575,955313,0,23,Treponema vincentii,69710,24347,955313,0,20251
NZ_CP040235.1,110628,Bifidobacterium,1678,110345,889283,0,283,Bifidobacterium longum,216816,91919,889283,0,18709
NZ_AP025575.1,11767,Eggerthella,84111,11707,988144,0,60,Eggerthella lenta,84112,11459,988144,0,308
NZ_CP040348.1,17279,Collinsella,102106,17052,982632,0,227,Collinsella aerofaciens,74426,17042,982632,0,237
NZ_CP068103.1,4711,Peptoniphilus,162289,4332,995200,0,379,Peptoniphilus harei,54005,4284,995200,0,427
NZ_CP073804.1,2358,Macrococcoides,3076173,2254,997553,0,104,Macrococcoides canis,1855823,2242,997553,0,116
