accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP046313.1,27148,Gemella,1378,71437,927750,7,714,Gemella sanguinis,84135,26923,972757,3,225
NZ_CP017038.2,21619,Tannerella,195950,21616,978288,1,3,Tannerella serpentiformis,712710,21615,978289,0,4
NZ_AP021887.1,16583,Streptococcus,1301,233978,763517,64,2349,Streptococcus sp. 116-D4,2598453,16020,983279,46,563
NZ_CP046314.1,13396,Gemella,1378,71437,927750,7,714,Gemella morbillorum,29391,12737,986504,8,659
NZ_CP101412.1,8803,Parvimonas,543311,8554,991099,6,249,Parvimonas micra,33033,8554,991099,6,249
NZ_CP044230.1,6326,Streptococcus,1301,233978,763517,64,2349,Streptococcus sp. LPB0220,2610896,5469,993562,20,857
NZ_CP125087.1,4315,Haemophilus,724,58125,941564,34,185,Haemophilus parainfluenzae,729,4288,995560,33,27
NZ_AP018768.1,9726,Haemophilus,724,58125,941564,34,185,Haemophilus influenzae,727,9074,990015,167,652
NZ_CP032620.1,41428,Streptococcus,1301,233978,763517,64,2349,Streptococcus koreensis,2382163,27967,958477,3,13461
NZ_CP027228.1,6303,Mogibacterium,86331,6284,993598,7,19,Mogibacterium diversum,114527,6265,993599,6,38
NZ_CP034670.1,12576,Eikenella,538,12528,987328,4,48,Eikenella corrodens,539,12515,987329,3,61
NZ_CP019668.1,13848,Burkholderia,32008,13832,986060,0,16,Burkholderia cenocepacia,95486,8691,986060,0,5157
NZ_CP031253.1,90224,Neisseria,482,157370,842193,9,336,Neisseria lactamica,486,83447,909656,28,6777
NZ_CP046315.1,1834,Schaalia,2529408,9235,990668,2,3,Schaalia odontolytica,1660,1831,998072,2,3
NZ_AP014938.1,3444,Rothia,32207,66969,932818,2,119,Rothia mucilaginosa,43675,3442,996464,0,2
NZ_CP012067.1,31386,Aggregatibacter,416916,31239,968517,5,147,Aggregatibacter aphrophilus,732,31141,968519,3,245
NZ_CP032364.1,83437,Lachnoanaerobaculum,1164882,83375,916470,1,62,Lachnoanaerobaculum umeaense,617123,83247,916471,0,190
NZ_CP050134.2,5323,Corynebacterium,1716,5323,994583,2,0,Corynebacterium matruchotii,43768,5323,994585,0,0
NZ_CP031243.1,11882,Haemophilus,724,58125,941564,34,185,Haemophilus haemolyticus,726,11490,987887,139,392
NZ_CP028108.1,1722,Fusobacterium,848,27566,972313,1,28,Fusobacterium periodonticum,860,1143,998112,74,579
NZ_CP066065.1,7404,Schaalia,2529408,9235,990668,2,3,Schaalia meyeri,52773,7398,992504,0,6
NZ_CP039886.1,8361,Neisseria,482,157370,842193,9,336,Neisseria flavescens,484,7882,991422,125,479
NZ_CP024696.1,2918,Prevotella,838,20814,978774,0,320,Prevotella intermedia,28131,2803,996986,4,115
NZ_CP126745.1,40865,Cutibacterium,1912216,40808,959043,0,57,Cutibacterium acnes,1747,40516,959043,0,349
NZ_CP072373.1,18216,Prevotella,838,20814,978774,0,320,Prevotella denticola,28129,17468,981692,0,748
NZ_CP027235.1,29217,Haemophilus,724,58125,941564,34,185,Haemophilus sp. oral taxon 036,712310,27734,970678,13,1483
NZ_CP019721.1,29779,Veillonella,29465,40579,959327,0,2,Veillonella parvula,29466,29538,970125,4,241
NZ_CP083637.1,31607,Gemella,1378,71437,927750,7,714,Gemella haemolysans,1379,31505,968293,8,102
NZ_CP073118.1,3652,Neisseria,482,157370,842193,9,336,Neisseria subflava,28449,2383,996155,101,1269
NZ_CP053939.1,9331,Neisseria,482,157370,842193,9,336,Neisseria mucosa,488,8133,990480,97,1198
NZ_CP031255.1,20078,Neisseria,482,157370,842193,9,336,Neisseria elongata,495,19812,979789,41,266
NZ_CP032621.1,15421,Streptococcus,1301,233978,763517,64,2349,Streptococcus gwangjuense,1433513,13991,984478,9,1430
NZ_CP040798.1,4280,Streptococcus,1301,233978,763517,64,2349,Streptococcus sanguinis,1305,4226,993927,1701,54
NZ_CP090007.1,14646,Streptococcus,1301,233978,763517,64,2349,Streptococcus salivarius,1304,12127,985149,113,2519
NZ_CP038817.1,3170,Haemophilus,724,58125,941564,34,185,Haemophilus parahaemolyticus,735,3156,996737,1,14
NZ_AP019829.2,21582,Leptotrichia,32067,38841,960992,0,75,Leptotrichia wadei,157687,20903,978314,12,679
NZ_CP022527.1,5838,Neisseria,482,157370,842193,9,336,Neisseria sp. KEM232,655307,5816,994062,8,22
NZ_CP048246.1,14130,Neisseria,482,157370,842193,9,336,Neisseria gonorrhoeae,485,13447,985534,244,683
NZ_CP016753.1,1098,Leptotrichia,32067,38841,960992,0,75,Leptotrichia sp. oral taxon 498,712368,1019,998778,32,79
NZ_CP020566.1,10802,Veillonella,29465,40579,959327,0,2,Veillonella atypica,39777,10754,989106,0,48
NZ_CP065726.1,2177,Neisseria,482,157370,842193,9,336,Neisseria cinerea,483,2111,997699,32,66
NZ_CP049272.1,39772,Campylobacter,194,39767,960135,1,5,Campylobacter concisus,199,39686,960136,0,86
NZ_CP094445.1,3357,Acinetobacter,469,3354,996551,0,3,Acinetobacter junii,40215,2892,996551,0,465
NZ_CP075172.1,42882,Streptococcus,1301,233978,763517,64,2349,Streptococcus equinus,1335,41301,957022,4,1581
NZ_CP028415.1,5166,Streptococcus,1301,233978,763517,64,2349,Streptococcus mitis,28037,4947,994522,220,219
NZ_CP064367.1,3915,Neisseria,482,157370,842193,9,336,Neisseria meningitidis,487,3679,995496,497,236
NZ_CP068102.1,30083,Rothia,32207,66969,932818,2,119,Rothia aeria,172042,30042,969820,5,41
NZ_CP008849.1,3574,Alteromonas,226,3570,996334,0,4,Alteromonas australica,589873,2856,996334,0,718
NZ_CP017295.1,2326,Streptococcus,1301,233978,763517,64,2349,Streptococcus gordonii,1302,2292,996733,849,34
NZ_CP050133.1,21778,Streptococcus,1301,233978,763517,64,2349,Streptococcus cristatus,45634,17106,978100,30,4672
NZ_CP012410.1,16236,Leptotrichia,32067,38841,960992,0,75,Leptotrichia sp. oral taxon 212,712357,16134,983668,4,102
NZ_CP107038.1,35097,Streptococcus,1301,233978,763517,64,2349,Streptococcus pneumoniae,1313,32198,964660,151,2899
NZ_CP020431.2,3819,Streptococcus,1301,233978,763517,64,2349,Streptococcus sp. FDAARGOS_192,1839799,2004,996080,9,1815
NZ_CP097843.1,24813,Streptococcus,1301,233978,763517,64,2349,Streptococcus oralis,1303,23914,974530,565,899
NZ_CP054018.1,33561,Rothia,32207,66969,932818,2,119,Rothia dentocariosa,2047,33285,966343,4,276
NZ_CP028101.1,8580,Fusobacterium,848,27566,972313,1,28,Fusobacterium nucleatum,851,7588,991259,69,992
NZ_CP024700.1,17292,Fusobacterium,848,27566,972313,1,28,Fusobacterium pseudoperiodonticum,2663009,15417,982403,213,1875
NZ_CP014264.1,1762,Streptococcus,1301,233978,763517,64,2349,Streptococcus sp. oral taxon 431,712633,1678,998109,37,84
