read_accession_id,count
NZ_CP041379.1,15100
NZ_CP065983.1,3903
NZ_CP032364.1,178084
NZ_CP033459.1,7379
NZ_CP015402.2,1348
NZ_CP073277.1,25065
NZ_CP050134.2,15217
NZ_CP027235.1,16568
NZ_CP046027.1,893
NZ_AP019822.1,2397
NZ_CP040121.1,5199
NZ_AP025240.1,53944
NZ_AP019735.1,11401
NZ_CP022022.1,52116
NZ_CP127164.1,16463
NZ_CP045696.1,14215
NZ_AP019831.1,94094
NZ_CP046313.1,17148
NZ_CP066560.1,8823
NZ_CP072373.1,7007
NZ_CP020566.1,6933
NZ_CP121210.1,21322
NZ_CP017038.2,26565
NZ_CP008849.1,5601
NZ_CP026548.1,1683
NZ_CP040004.1,61365
NZ_CP017042.1,17844
NZ_CP012196.1,24262
NZ_CP024700.1,23353
NZ_CP114055.1,4885
NZ_CP013195.1,68174
NZ_CP063424.1,18453
NZ_CP121769.1,16056
NZ_CP050497.1,10453
NZ_CP068102.1,34204
NZ_CP097843.1,45753
NZ_CP027228.1,51217
NZ_CP019668.1,7421
NZ_CP097335.1,7999
