read_accession_id,count
NZ_CP039712.1,48406
NZ_CP033459.1,113168
NZ_AP019735.1,3714
NZ_CP050497.1,20961
NZ_CP027228.1,54245
NC_001422.1,21547
NZ_CP036259.1,105521
NZ_CP085178.1,20134
NZ_CP019668.1,34843
NZ_CP017038.2,24273
NC_012756.1,101274
NZ_CP027286.1,10361
NZ_CP066560.1,8699
NZ_CP072246.1,6691
NZ_CP047311.1,59506
NZ_CP012672.1,9451
NZ_CP117966.1,28126
NZ_CP068103.1,7805
NZ_CP046313.1,71047
NC_000866.4,3284
NZ_CP017042.1,39561
NZ_CP017761.1,165371
NZ_CP008852.1,10037
NZ_CP098491.1,4904
NZ_CP118095.1,23580
