read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP073277.1,6611,root,6611,Bacteria,6611,Bacillota,6611,Clostridia,6611,Eubacteriales,6611,Clostridiaceae,6611,Clostridium,6611,Clostridium butyricum,4431
NZ_CP068103.1,7013,root,7013,Bacteria,7012,Bacillota,6977,Tissierellia,6825,Tissierellales,6754,Peptoniphilaceae,6754,Peptoniphilus,6608,Peptoniphilus harei,6588
NZ_CP047311.1,9123,root,9123,Bacteria,9123,Pseudomonadota,9123,Gammaproteobacteria,9123,Pseudomonadales,9113,Pseudomonadaceae,9113,Pseudomonas,9108,Pseudomonas putida,2374
NZ_CP029197.1,14797,root,14796,Bacteria,14745,Actinomycetota,14743,Actinomycetes,14743,Kitasatosporales,14737,Streptomycetaceae,14737,Streptomyces,14733,Streptomyces venezuelae,14341
NZ_CP026734.1,16616,root,16616,Bacteria,16616,Actinomycetota,16616,Actinomycetes,16616,Micrococcales,16578,Brevibacteriaceae,16573,Brevibacterium,16573,Brevibacterium linens,15891
NZ_CP072042.1,24830,root,24830,Bacteria,24830,Verrucomicrobiota,24830,Verrucomicrobiae,24830,Verrucomicrobiales,24830,Akkermansiaceae,24830,Akkermansia,24830,Akkermansia muciniphila,24257
NZ_CP014162.1,5362,root,5362,Bacteria,5362,Bacillota,5357,Bacilli,5356,Lactobacillales,5356,Aerococcaceae,5351,Aerococcus,5350,Aerococcus urinaeequi,5278
NZ_CP040348.1,11873,root,11873,Bacteria,11873,Actinomycetota,11820,Coriobacteriia,11819,Coriobacteriales,11792,Coriobacteriaceae,11771,Collinsella,11771,Collinsella aerofaciens,11769
NZ_CP015348.1,21984,root,21984,Bacteria,21984,Bacillota,21984,Bacilli,21984,Bacillales,21984,Planococcaceae,21970,Sporosarcina,21958,Sporosarcina ureae,21902
NZ_AP019846.1,80562,root,80552,Bacteria,80504,Fusobacteriota,80488,Fusobacteriia,80488,Fusobacteriales,80488,Leptotrichiaceae,80445,Leptotrichia,80445,Leptotrichia hongkongensis,76887
NZ_CP033719.1,27043,root,27043,Bacteria,27043,Actinomycetota,27042,Actinomycetes,27042,Propionibacteriales,27042,Propionibacteriaceae,27042,Propionibacterium,27042,Propionibacterium acidifaciens,27042
NC_012753.1,15498,root,15498,Viruses,15497,Uroviricota,15497,Caudoviricetes,15497,unclassified Caudoviricetes order,0,unclassified Caudoviricetes family,0,unclassified Caudoviricetes genus,0,Streptococcus phage 5093,10415
NZ_CP008849.1,1086,root,1086,Bacteria,1086,Pseudomonadota,1086,Gammaproteobacteria,1086,Alteromonadales,1086,Alteromonadaceae,1086,Alteromonas,1086,Alteromonas australica,877
NZ_CP040004.1,10270,root,10270,Bacteria,10270,Candidatus Saccharibacteria,10270,Candidatus Saccharimonadia,10250,Candidatus Nanosynbacterales,10250,Candidatus Nanosynbacteraceae,10250,Candidatus Nanosynbacter,10250,Candidatus Nanosynbacter featherlites,10232
NZ_CP012672.1,3551,root,3549,Bacteria,3549,Myxococcota,3540,unclassified Myxococcota class,0,Polyangiales,3540,Polyangiaceae,3540,Sorangium,3540,Sorangium cellulosum,541
NZ_CP027228.1,27318,root,27318,Bacteria,27318,Bacillota,27313,Clostridia,27245,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,27241,Mogibacterium diversum,27177
NZ_CP050497.1,5270,root,5270,Bacteria,5270,Spirochaetota,5270,Spirochaetia,5270,Spirochaetales,5270,Treponemataceae,5270,Treponema,5270,Treponema vincentii,3816
NZ_CP072373.1,52449,root,52449,Bacteria,52449,Bacteroidota,52449,Bacteroidia,52449,Bacteroidales,52449,Prevotellaceae,52323,Prevotella,51756,Prevotella denticola,50282
NZ_CP020566.1,19898,root,19898,Bacteria,19898,Bacillota,19884,Negativicutes,19883,Veillonellales,19883,Veillonellaceae,19883,Veillonella,19883,Veillonella atypica,19806
NZ_CP126077.1,3388,root,3388,Bacteria,3388,Bacillota,3388,Bacilli,3388,Bacillales,3388,Bacillaceae,3388,Virgibacillus,3384,Virgibacillus halodenitrificans,3343
NZ_CP040121.1,10696,root,10696,Bacteria,10696,Bacteroidota,10696,Bacteroidia,10696,Bacteroidales,10696,Muribaculaceae,10640,Duncaniella,10456,Duncaniella sp. B8,191
NZ_CP036259.1,18463,root,18463,Bacteria,18463,Bacillota,18463,Negativicutes,18462,Selenomonadales,18462,Sporomusaceae,18462,Sporomusa,18462,Sporomusa termitida,18462
