read_accession_id,count
NZ_CP073277.1,6611
NZ_CP068103.1,7013
NZ_CP047311.1,9121
NZ_CP029197.1,14796
NZ_CP026734.1,16616
NZ_CP072042.1,24830
NZ_CP014162.1,5362
NZ_CP040348.1,11873
NZ_CP015348.1,21980
NZ_AP019846.1,80555
NZ_CP033719.1,27047
NC_012753.1,15498
NZ_CP008849.1,1086
NZ_CP040004.1,10273
NZ_CP012672.1,3551
NZ_CP027228.1,27320
NZ_CP050497.1,5268
NZ_CP072373.1,52431
NZ_CP020566.1,19890
NZ_CP126077.1,3388
NZ_CP040121.1,10696
NZ_CP036259.1,18462
NZ_CP012069.2,32384
NZ_CP012196.1,4451
NZ_CP039381.1,14472
NZ_CP017042.1,17601
NZ_CP012117.1,10423
NC_001422.1,9834
NZ_CP046313.1,4485
NZ_CP027235.1,3803
NZ_CP034465.1,7156
NZ_CP124126.1,70111
NZ_CP046246.1,17862
NZ_CP072246.1,23640
NZ_CP029066.1,16895
NZ_CP073804.1,9337
NZ_CP016953.1,13975
NZ_AP019735.1,18083
NZ_CP071986.1,12250
NZ_CP077403.1,1484
NZ_CP016839.1,14265
NZ_CP050134.2,14941
NZ_CP017038.2,25887
NZ_AP025575.1,10447
NZ_CP068102.1,3492
NZ_CP032819.1,9786
NZ_CP120618.1,14475
NZ_CP014150.1,46757
NC_012756.1,30264
NZ_CP040235.1,48347
NZ_CP068112.1,11602
NZ_CP019668.1,9141
NZ_CP040915.1,1378
NC_000866.4,4184
NZ_CP028105.1,13655
NZ_CP084018.1,2831
NZ_CP065995.1,12454
NZ_CP120209.1,23305
NZ_CP097775.1,13921
NZ_CP116810.1,6820
