read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP013195.1,20873,root,20798,Bacteria,20798,Bacteroidota,20798,Bacteroidia,20798,Bacteroidales,20798,Prevotellaceae,20699,Hoylesella,20165,Hoylesella enoeca,20164
NZ_CP048246.1,10981,root,10938,Bacteria,10938,Pseudomonadota,10938,Betaproteobacteria,10938,Neisseriales,10938,Neisseriaceae,10938,Neisseria,10938,Neisseria gonorrhoeae,10789
NZ_CP020566.1,1283,root,1275,Bacteria,1275,Bacillota,1275,Negativicutes,1275,Veillonellales,1275,Veillonellaceae,1275,Veillonella,1275,Veillonella atypica,1273
NZ_CP053939.1,7833,root,7801,Bacteria,7801,Pseudomonadota,7801,Betaproteobacteria,7801,Neisseriales,7801,Neisseriaceae,7801,Neisseria,7779,Neisseria mucosa,7431
NZ_CP107038.1,5295,root,5277,Bacteria,5177,Bacillota,5159,Bacilli,5156,Lactobacillales,5150,Streptococcaceae,5137,Streptococcus,5137,Streptococcus pneumoniae,5044
NZ_CP066065.1,4069,root,4054,Bacteria,4054,Actinomycetota,4054,Actinomycetes,4054,Actinomycetales,4054,Actinomycetaceae,4054,Schaalia,4054,Schaalia meyeri,4054
NZ_CP126341.1,63394,root,63195,Bacteria,63195,Pseudomonadota,63194,Gammaproteobacteria,63193,Enterobacterales,63171,Enterobacteriaceae,63122,Enterobacter,62697,Enterobacter cloacae,61932
NZ_CP097843.1,1923,root,1912,Bacteria,1912,Bacillota,1904,Bacilli,1904,Lactobacillales,1903,Streptococcaceae,1903,Streptococcus,1903,Streptococcus oralis,1866
NC_002628.3,7184,root,7156,Archaea,491,Euryarchaeota,491,Methanobacteria,489,Methanobacteriales,489,Methanobacteriaceae,489,Methanothermobacter,489,Methanothermobacter wolfeii,221
NZ_CP027235.1,7854,root,7815,Bacteria,7815,Pseudomonadota,7815,Gammaproteobacteria,7815,Pasteurellales,7815,Pasteurellaceae,7815,Haemophilus,7811,Haemophilus sp. oral taxon 036,7629
NZ_CP046313.1,4344,root,4330,Bacteria,4330,Bacillota,4327,Bacilli,4326,Bacillales,4320,unclassified Bacillales family,0,Gemella,4320,Gemella sanguinis,4312
NZ_CP038817.1,2263,root,2254,Bacteria,2254,Pseudomonadota,2254,Gammaproteobacteria,2254,Pasteurellales,2254,Pasteurellaceae,2254,Haemophilus,2252,Haemophilus parahaemolyticus,2249
NZ_CP070914.1,3569,root,3555,Bacteria,3552,Pseudomonadota,3551,Gammaproteobacteria,3550,Enterobacterales,3550,Enterobacteriaceae,3542,Escherichia,1984,Escherichia coli,1768
NZ_CP101412.1,17352,root,17298,Bacteria,17298,Bacillota,17215,Tissierellia,16978,Tissierellales,16976,Peptoniphilaceae,16976,Parvimonas,16974,Parvimonas micra,16974
NZ_CP034670.1,4512,root,4499,Bacteria,4499,Pseudomonadota,4499,Betaproteobacteria,4499,Neisseriales,4499,Neisseriaceae,4499,Eikenella,4492,Eikenella corrodens,4490
NZ_CP083637.1,11380,root,11335,Bacteria,11335,Bacillota,11335,Bacilli,11335,Bacillales,11332,unclassified Bacillales family,0,Gemella,11332,Gemella haemolysans,11328
NZ_CP031255.1,94088,root,93760,Bacteria,93760,Pseudomonadota,93760,Betaproteobacteria,93760,Neisseriales,93760,Neisseriaceae,93760,Neisseria,93645,Neisseria elongata,93328
NZ_CP075172.1,7696,root,7666,Bacteria,7666,Bacillota,7666,Bacilli,7666,Lactobacillales,7666,Streptococcaceae,7666,Streptococcus,7666,Streptococcus equinus,7520
NZ_CP032621.1,4141,root,4125,Bacteria,4125,Bacillota,4109,Bacilli,4104,Lactobacillales,4102,Streptococcaceae,4084,Streptococcus,4084,Streptococcus gwangjuense,3909
NZ_CP009227.1,4792,root,4774,Bacteria,4774,Spirochaetota,4774,Spirochaetia,4774,Spirochaetales,4774,Treponemataceae,4774,Treponema,4774,Treponema sp. OMZ 838,2965
NZ_AP018768.1,11688,root,11641,Bacteria,11641,Pseudomonadota,11641,Gammaproteobacteria,11640,Pasteurellales,11640,Pasteurellaceae,11640,Haemophilus,11631,Haemophilus influenzae,11418
NZ_CP007573.1,1548,root,1542,Bacteria,1542,Bacillota,1542,Bacilli,1535,Lactobacillales,1535,Streptococcaceae,1533,Streptococcus,1533,Streptococcus anginosus,1317
NZ_CP008849.1,5063,root,5049,Bacteria,5049,Pseudomonadota,5049,Gammaproteobacteria,5049,Alteromonadales,5048,Alteromonadaceae,5047,Alteromonas,5046,Alteromonas australica,4687
NZ_CP124804.1,1881,root,1878,Bacteria,1878,Pseudomonadota,1878,Gammaproteobacteria,1878,Enterobacterales,1876,Enterobacteriaceae,1871,Klebsiella,1824,Klebsiella variicola,978
NZ_CP073118.1,7807,root,7672,Bacteria,7668,Pseudomonadota,7640,Betaproteobacteria,7574,Neisseriales,7574,Neisseriaceae,7574,Neisseria,7548,Neisseria subflava,5849
NZ_CP031243.1,11627,root,11590,Bacteria,11590,Pseudomonadota,11590,Gammaproteobacteria,11580,Pasteurellales,11580,Pasteurellaceae,11580,Haemophilus,11565,Haemophilus haemolyticus,11418
NZ_CP032620.1,4225,root,4205,Bacteria,4205,Bacillota,4199,Bacilli,4199,Lactobacillales,4198,Streptococcaceae,4198,Streptococcus,4198,Streptococcus koreensis,3205
NZ_CP064367.1,74958,root,74677,Bacteria,74677,Pseudomonadota,74677,Betaproteobacteria,74608,Neisseriales,74608,Neisseriaceae,74608,Neisseria,74596,Neisseria meningitidis,73450
NZ_CP027228.1,3252,root,3242,Bacteria,3242,Bacillota,3242,Clostridia,3238,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,3238,Mogibacterium diversum,3237
NZ_CP126983.1,7236,root,7210,Bacteria,7210,Bacteroidota,7210,Bacteroidia,7210,Bacteroidales,7210,Porphyromonadaceae,7162,Porphyromonas,7162,Porphyromonas gingivalis,7154
NZ_AP021887.1,6593,root,6575,Bacteria,6575,Bacillota,6575,Bacilli,6575,Lactobacillales,6573,Streptococcaceae,6572,Streptococcus,6572,Streptococcus sp. 116-D4,6462
NC_000866.4,1260,root,1258,Viruses,1258,Uroviricota,1258,Caudoviricetes,1258,unclassified Caudoviricetes order,0,Straboviridae,1256,Tequatrovirus,1256,Tequatrovirus T4,1003
NZ_AP019829.2,10473,root,10442,Bacteria,10442,Fusobacteriota,10442,Fusobacteriia,10442,Fusobacteriales,10442,Leptotrichiaceae,10440,Leptotrichia,10440,Leptotrichia wadei,10338
NZ_CP049272.1,2741,root,2726,Bacteria,2726,Campylobacterota,2726,Epsilonproteobacteria,2726,Campylobacterales,2726,Campylobacteraceae,2726,Campylobacter,2726,Campylobacter concisus,2726
NZ_CP024700.1,40589,root,40440,Bacteria,40439,Fusobacteriota,40409,Fusobacteriia,40409,Fusobacteriales,40409,Fusobacteriaceae,40409,Fusobacterium,40409,Fusobacterium pseudoperiodonticum,38592
NZ_CP012067.1,6909,root,6886,Bacteria,6886,Pseudomonadota,6886,Gammaproteobacteria,6886,Pasteurellales,6886,Pasteurellaceae,6886,Aggregatibacter,6874,Aggregatibacter aphrophilus,6856
NZ_CP024696.1,12549,root,12499,Bacteria,12499,Bacteroidota,12499,Bacteroidia,12366,Bacteroidales,12366,Prevotellaceae,12225,Prevotella,12224,Prevotella intermedia,12147
NZ_CP014264.1,8938,root,8896,Bacteria,8896,Bacillota,8885,Bacilli,8883,Lactobacillales,8883,Streptococcaceae,8883,Streptococcus,8883,Streptococcus sp. oral taxon 431,8663
NZ_CP040798.1,8830,root,8799,Bacteria,8799,Bacillota,8799,Bacilli,8799,Lactobacillales,8799,Streptococcaceae,8799,Streptococcus,8799,Streptococcus sanguinis,8754
NZ_CP072373.1,114443,root,113998,Bacteria,113998,Bacteroidota,113998,Bacteroidia,113998,Bacteroidales,113998,Prevotellaceae,113836,Prevotella,112711,Prevotella denticola,110392
NZ_CP028101.1,7582,root,7556,Bacteria,7556,Fusobacteriota,7556,Fusobacteriia,7556,Fusobacteriales,7556,Fusobacteriaceae,7556,Fusobacterium,7556,Fusobacterium nucleatum,7126
NZ_CP050870.1,16440,root,16383,Bacteria,16381,Bacillota,16381,Bacilli,16381,Lactobacillales,16377,Streptococcaceae,16368,Streptococcus,16331,Streptococcus thermophilus,16169
NZ_CP090007.1,48073,root,47907,Bacteria,47907,Bacillota,47907,Bacilli,47907,Lactobacillales,47907,Streptococcaceae,47907,Streptococcus,47907,Streptococcus salivarius,43359
NZ_CP019721.1,10018,root,9985,Bacteria,9985,Bacillota,9985,Negativicutes,9985,Veillonellales,9985,Veillonellaceae,9985,Veillonella,9985,Veillonella parvula,9943
NZ_CP012410.1,5580,root,5552,Bacteria,5552,Fusobacteriota,5549,Fusobacteriia,5549,Fusobacteriales,5549,Leptotrichiaceae,5548,Leptotrichia,5548,Leptotrichia sp. oral taxon 212,5540
NZ_AP014880.1,5037,root,5010,Bacteria,5010,Bacillota,5010,Bacilli,5010,Lactobacillales,5010,Streptococcaceae,5008,Streptococcus,5008,Streptococcus intermedius,4923
NZ_CP050133.1,12307,root,12091,Bacteria,12031,Bacillota,12015,Bacilli,12012,Lactobacillales,12010,Streptococcaceae,12003,Streptococcus,12003,Streptococcus cristatus,9857
