read_accession_id,count
NZ_CP014264.1,8791
NZ_CP072236.1,5157
NZ_CP049272.1,6097
NZ_CP024700.1,2579
NZ_CP012589.1,1217
NZ_CP015402.2,6495
NZ_CP046316.1,2864
NZ_AP019735.1,5370
NZ_CP070914.1,6264
NZ_CP009227.1,2781
NZ_CP090007.1,13295
NZ_CP065726.1,598
NZ_AP021887.1,1526
NZ_CP022022.1,29913
NZ_CP046314.1,13697
NZ_CP027229.1,13231
NZ_CP046313.1,833
NZ_AP014938.1,15367
NZ_CP068102.1,7932
NZ_CP015424.1,4002
NZ_CP013334.1,5065
NZ_CP017038.2,6408
NZ_CP012544.1,8272
NZ_CP032364.1,5795
NZ_CP121769.1,3344
NZ_CP097335.1,717
NZ_AP019846.1,9609
NZ_CP124126.1,10187
NZ_CP125087.1,1897
NZ_CP016753.1,3313
NZ_CP031255.1,3125
NZ_CP041379.1,7000
NZ_CP020431.2,1228
NZ_CP027228.1,24269
NZ_CP044230.1,6560
NZ_CP039886.1,17340
NZ_CP022379.1,34487
NZ_CP053939.1,7520
NZ_CP126076.1,2573
NZ_CP024696.1,5410
NZ_CP046315.1,3777
NZ_CP019721.1,9329
NZ_CP027231.1,7209
NZ_CP114055.1,2341
NZ_CP017042.1,18081
NZ_CP028415.1,2617
NZ_CP066560.1,13644
NZ_CP050870.1,37544
NZ_CP012067.1,3527
NZ_CP072224.1,5962
NZ_CP014239.1,6016
NZ_CP039462.1,1202
NZ_CP072244.1,7632
NZ_CP017295.1,5628
NZ_CP107038.1,485
NZ_CP126474.1,8086
NZ_CP065983.1,1455
NZ_CP029206.1,6028
NZ_CP038817.1,14372
NZ_CP073277.1,11446
NZ_CP043435.1,14082
NZ_CP066065.1,1814
NZ_AP025240.1,3034
NZ_CP014227.1,7046
NZ_CP064367.1,906
NZ_CP063424.1,2843
NZ_CP031253.1,30159
NZ_CP012196.1,757
NZ_CP050133.1,3824
NZ_CP127017.1,18264
NZ_CP013195.1,2918
NZ_CP014231.1,5717
NZ_CP036550.1,11475
NZ_CP031243.1,6672
NZ_CP046027.1,17107
NZ_CP040121.1,2246
NZ_CP007573.1,5479
NZ_AP019829.2,4054
NZ_CP028108.1,575
NZ_CP072373.1,2647
NZ_CP008849.1,2855
NZ_AP014880.1,22976
NZ_AP019823.1,4376
NZ_CP126983.1,10110
NZ_CP072258.1,9649
NZ_CP050820.1,5019
NZ_CP045696.1,194
NZ_CP083637.1,10922
NZ_CP050497.1,1199
NZ_CP028101.1,1651
NZ_CP073118.1,5109
NZ_CP050136.1,3338
NZ_CP026548.1,5104
NZ_CP019668.1,686
NZ_CP125806.1,11585
NZ_CP032621.1,1947
NZ_CP072251.1,10314
NZ_CP015577.1,1430
NZ_CP032620.1,8821
NZ_CP012410.1,4160
NZ_CP022386.1,33858
NZ_CP027234.1,4581
NZ_CP116438.1,2710
NZ_CP040798.1,32124
NZ_CP085096.1,16444
NZ_CP034842.1,27215
NZ_CP040004.1,5913
NZ_CP050134.2,1372
NZ_CP027235.1,5112
NZ_CP022384.1,3383
NZ_CP027232.1,2598
NZ_AP018768.1,12626
NZ_CP007570.1,16854
NZ_CP127164.1,627
NZ_CP097843.1,1432
NZ_CP033459.1,4634
NZ_CP020566.1,3510
NZ_CP072246.1,4516
NZ_CP006943.1,21084
NZ_CP075172.1,9158
NZ_AP019822.1,2315
NZ_CP034670.1,263
NZ_CP048246.1,18703
NZ_CP121210.1,4497
NZ_AP019827.1,8043
NZ_CP101412.1,3974
NZ_AP019831.1,7367
