read_accession_id,count
NZ_CP019962.1,11007
NC_001722.1,47617
NZ_CP019668.1,51609
NZ_CP120398.1,62484
NZ_CP050497.1,48148
NZ_CP008852.1,18276
NZ_CP027286.1,44069
NC_076948.1,14671
NZ_CP036259.1,10747
NZ_AP019735.1,6152
NZ_CP039712.1,38300
NZ_CP012672.1,12564
NZ_CP098483.1,19363
NZ_CP017761.1,20708
NC_012756.1,118046
NZ_CP116810.1,23335
NZ_CP027228.1,51695
NZ_CP033459.1,25101
NZ_CP066811.1,45864
NZ_CP098491.1,8427
NZ_CP017038.2,11671
NZ_CP068103.1,42657
NZ_CP117966.1,27548
NC_076103.1,23659
NZ_CP029033.1,40644
NZ_CP072246.1,17261
NZ_CP046313.1,65757
NZ_CP118095.1,45653
NZ_CP085178.1,8040
NZ_CP066560.1,35373
