accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP013195.1,20798,Hoylesella,2974257,20165,975493,34,633,Hoylesella enoeca,76123,20164,975513,14,634
NZ_CP048246.1,10938,Neisseria,482,221533,774314,2,476,Neisseria gonorrhoeae,485,10789,985185,202,149
NZ_CP020566.1,1275,Veillonella,29465,11260,985065,0,0,Veillonella atypica,39777,1273,995050,0,2
NZ_CP053939.1,7801,Neisseria,482,221533,774314,2,476,Neisseria mucosa,488,7431,988347,177,370
NZ_CP107038.1,5277,Streptococcus,1301,200462,795191,57,615,Streptococcus pneumoniae,1313,5044,990936,112,233
NZ_CP066065.1,4054,Schaalia,2529408,16746,979578,1,0,Schaalia meyeri,52773,4054,992271,0,0
NZ_CP126341.1,63195,Enterobacter,547,62697,933075,55,498,Enterobacter cloacae,550,61932,933125,5,1263
NZ_CP097843.1,1912,Streptococcus,1301,200462,795191,57,615,Streptococcus oralis,1303,1866,994078,335,46
NC_002628.3,7156,Psimunavirus,186914,226,989169,0,6930,Methanothermobacter phage psiM100,173824,195,989169,0,6961
NZ_CP027235.1,7815,Haemophilus,724,47527,948686,70,42,Haemophilus sp. oral taxon 036,712310,7629,988435,75,186
NZ_CP046313.1,4330,Gemella,1378,16227,980047,7,44,Gemella sanguinis,84135,4312,991995,0,18
NZ_CP038817.1,2254,Haemophilus,724,47527,948686,70,42,Haemophilus parahaemolyticus,735,2249,994060,11,5
NZ_CP070914.1,3555,Escherichia,561,1984,992612,158,1571,Escherichia coli,562,1768,992631,139,1787
NZ_CP101412.1,17298,Parvimonas,543311,16974,979025,2,324,Parvimonas micra,33033,16974,979025,2,324
NZ_CP034670.1,4499,Eikenella,538,4492,991819,7,7,Eikenella corrodens,539,4490,991820,6,9
NZ_CP083637.1,11335,Gemella,1378,16227,980047,7,44,Gemella haemolysans,1379,11328,984990,0,7
NZ_CP031255.1,93760,Neisseria,482,221533,774314,2,476,Neisseria elongata,495,93328,902480,85,432
NZ_CP075172.1,7666,Streptococcus,1301,200462,795191,57,615,Streptococcus equinus,1335,7520,988638,21,146
NZ_CP032621.1,4125,Streptococcus,1301,200462,795191,57,615,Streptococcus gwangjuense,1433513,3909,992196,4,216
NZ_CP009227.1,4774,Treponema,157,10000,986323,2,0,Treponema sp. OMZ 838,1539298,2965,991549,2,1809
NZ_AP018768.1,11641,Haemophilus,724,47527,948686,70,42,Haemophilus influenzae,727,11418,982376,2308,223
NZ_CP007573.1,1542,Streptococcus,1301,200462,795191,57,615,Streptococcus anginosus,1328,1317,994740,43,225
NZ_CP008849.1,5049,Alteromonas,226,5046,991273,3,3,Alteromonas australica,589873,4687,991276,0,362
NZ_CP124804.1,1878,Klebsiella,570,17283,978451,104,487,Klebsiella variicola,244366,978,994258,189,900
NZ_CP073118.1,7776,Neisseria,482,221533,774314,2,476,Neisseria subflava,28449,5849,988429,120,1927
NZ_CP031243.1,11590,Haemophilus,724,47527,948686,70,42,Haemophilus haemolyticus,726,11418,984349,386,172
NZ_CP032620.1,4205,Streptococcus,1301,200462,795191,57,615,Streptococcus koreensis,2382163,3205,992116,4,1000
NZ_CP064367.1,74677,Neisseria,482,221533,774314,2,476,Neisseria meningitidis,487,73450,921447,201,1227
NZ_CP027228.1,3242,Mogibacterium,86331,3238,993079,4,4,Mogibacterium diversum,114527,3237,993080,3,5
NZ_CP126983.1,7210,Porphyromonas,836,7162,989110,5,48,Porphyromonas gingivalis,837,7154,989111,4,56
NZ_AP021887.1,6575,Streptococcus,1301,200462,795191,57,615,Streptococcus sp. 116-D4,2598453,6462,989729,21,113
NC_000866.4,1258,Tequatrovirus,10663,1256,995067,0,2,Tequatrovirus T4,10665,1003,995067,0,255
NZ_AP019829.2,10442,Leptotrichia,32067,15988,980329,2,6,Leptotrichia wadei,157687,10338,985882,1,104
NZ_CP049272.1,2726,Campylobacter,194,20112,976212,1,0,Campylobacter concisus,199,2726,993599,0,0
NZ_CP024700.1,40440,Fusobacterium,848,64178,932114,2,31,Fusobacterium pseudoperiodonticum,2663009,38592,955784,101,1848
NZ_CP012067.1,6886,Aggregatibacter,416916,6874,989437,2,12,Aggregatibacter aphrophilus,732,6856,989437,2,30
NZ_CP024696.1,12499,Prevotella,838,124935,869724,104,1562,Prevotella intermedia,28131,12147,983688,138,352
NZ_CP014264.1,8896,Streptococcus,1301,200462,795191,57,615,Streptococcus sp. oral taxon 431,712633,8663,987418,11,233
NZ_CP040798.1,8799,Streptococcus,1301,200462,795191,57,615,Streptococcus sanguinis,1305,8754,986593,933,45
NZ_CP072373.1,113998,Prevotella,838,124935,869724,104,1562,Prevotella denticola,28129,110392,882311,16,3606
NZ_CP028101.1,7556,Fusobacterium,848,64178,932114,2,31,Fusobacterium nucleatum,851,7126,988471,298,430
NZ_CP050870.1,16383,Streptococcus,1301,200462,795191,57,615,Streptococcus thermophilus,1308,16169,979267,675,214
NZ_CP090007.1,47907,Streptococcus,1301,200462,795191,57,615,Streptococcus salivarius,1304,43359,947216,1202,4548
NZ_CP019721.1,9985,Veillonella,29465,11260,985065,0,0,Veillonella parvula,29466,9943,986340,0,42
NZ_CP012410.1,5552,Leptotrichia,32067,15988,980329,2,6,Leptotrichia sp. oral taxon 212,712357,5540,990770,3,12
NZ_AP014880.1,5010,Streptococcus,1301,200462,795191,57,615,Streptococcus intermedius,1338,4923,991225,90,87
NZ_CP050133.1,12260,Streptococcus,1301,200462,795191,57,615,Streptococcus cristatus,45634,9857,984009,56,2403
NC_001422.1,2082,Sinsheimervirus,1910954,0,994243,0,2082,Sinsheimervirus phiX174,10847,0,994243,0,2082
NZ_CP044230.1,30874,Streptococcus,1301,200462,795191,57,615,Streptococcus sp. LPB0220,2610896,28452,965446,5,2422
NZ_CP039462.1,937,Streptococcus,1301,200462,795191,57,615,Streptococcus suis,1307,913,995303,85,24
NZ_CP028415.1,9510,Streptococcus,1301,200462,795191,57,615,Streptococcus mitis,28037,9321,986713,102,189
NZ_CP089305.1,3937,Limosilactobacillus,2742598,3918,992388,0,19,Limosilactobacillus fermentum,1613,3912,992388,0,25
NZ_CP046314.1,606,Gemella,1378,16227,980047,7,44,Gemella morbillorum,29391,574,995717,2,32
NZ_CP054018.1,13943,Rothia,32207,16424,979857,0,44,Rothia dentocariosa,2047,13858,982382,0,85
NZ_CP046315.1,12692,Schaalia,2529408,16746,979578,1,0,Schaalia odontolytica,1660,12686,983632,1,6
NZ_AP014938.1,2525,Rothia,32207,16424,979857,0,44,Rothia mucilaginosa,43675,2524,993799,1,1
NZ_CP020431.2,22673,Streptococcus,1301,200462,795191,57,615,Streptococcus sp. FDAARGOS_192,1839799,14496,973609,43,8177
NZ_CP126745.1,7145,Cutibacterium,1912216,7141,989180,0,4,Cutibacterium acnes,1747,7113,989180,0,32
NZ_CP012589.1,7278,Capnocytophaga,1016,11273,985046,0,6,Capnocytophaga sp. oral taxon 323,1705617,6533,989038,9,745
NZ_CP083898.1,16743,Zymomonas,541,16742,979582,0,1,Zymomonas mobilis,542,16742,979582,0,1
NZ_CP125087.1,3376,Haemophilus,724,47527,948686,70,42,Haemophilus parainfluenzae,729,3368,992775,174,8
NZ_CP027232.1,4001,Capnocytophaga,1016,11273,985046,0,6,Capnocytophaga sp. oral taxon 864,1316593,3602,992301,23,399
NZ_CP032364.1,1644,Lachnoanaerobaculum,1164882,1644,994677,4,0,Lachnoanaerobaculum umeaense,617123,1644,994681,0,0
NZ_CP050136.1,3482,Kingella,32257,3479,992839,4,3,Kingella kingae,504,3442,992843,0,40
NZ_CP031253.1,8433,Neisseria,482,221533,774314,2,476,Neisseria lactamica,486,8238,987786,106,195
NZ_CP013334.1,16213,Fusobacterium,848,64178,932114,2,31,Fusobacterium hwasookii,1583098,14487,980033,79,1726
NZ_CP017295.1,6526,Streptococcus,1301,200462,795191,57,615,Streptococcus gordonii,1302,6485,989267,532,41
NZ_CP050497.1,5226,Treponema,157,10000,986323,2,0,Treponema vincentii,69710,4316,991096,3,910
NZ_CP110170.1,15892,Klebsiella,570,17283,978451,104,487,Klebsiella pneumoniae,573,9920,980239,194,5972
NZ_CP082857.1,10893,Haemophilus,724,47527,948686,70,42,Haemophilus aegyptius,197575,2893,985432,0,8000
NZ_CP019668.1,10598,Burkholderia,32008,10593,985726,1,5,Burkholderia cenocepacia,95486,7974,985727,0,2624
NZ_CP065726.1,6693,Neisseria,482,221533,774314,2,476,Neisseria cinerea,483,6616,989608,24,77
NZ_CP012544.1,17386,Campylobacter,194,20112,976212,1,0,Campylobacter showae,204,17352,978939,0,34
NZ_CP039886.1,11931,Neisseria,482,221533,774314,2,476,Neisseria flavescens,484,11673,984248,146,258
NZ_CP014239.1,13287,Selenomonas,970,13287,983038,0,0,Selenomonas sp. oral taxon 136,713030,13083,983038,0,204
