accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP014264.1,16997,Streptococcus,1301,0.9985864737493005,0.9900425801042808,0.9999383293538313,134625,859351,53,1354,Streptococcus sp. oral taxon 431,712633,0.9984990702071463,0.9125139730540683,0.9999928453596024,15510,978379,7,1487
NZ_CP072236.1,11690,Bacteroides,816,0.9944483681155897,0.9372573575453976,0.9999834719485912,82324,907533,15,5511,Bacteroides uniformis,820,0.9950943506167977,0.5825491873396065,0.9999969502680206,6810,983690,3,4880
NZ_CP049272.1,1332,Campylobacter,194,0.9997789795485758,0.992586054721977,0.9999896593585907,28115,967048,10,210,Campylobacter concisus,199,0.9999829211469354,0.9887387387387387,0.9999979880307952,1317,994049,2,15
NZ_CP024700.1,6185,Fusobacterium,848,0.9985452835742624,0.9740240707834912,0.9999681120415309,53171,940764,30,1418,Fusobacterium pseudoperiodonticum,2663009,0.9976340765313452,0.7110751818916734,0.9994257974642083,4398,988630,568,1787
NZ_CP012589.1,8358,Capnocytophaga,1016,0.9994866297696464,0.9949025026869338,0.9999855183538156,97197,897675,13,498,Capnocytophaga sp. oral taxon 323,1705617,0.9957614305247326,0.5020339794209141,0.9999422507028697,4196,986968,57,4162
NZ_CP015402.2,25167,Muribaculum,1918540,0.9995197828373601,0.98104660865419,0.9999989693016813,24690,970215,1,477,Muribaculum intestinale,1796646,0.9992726417871312,0.9712719036833949,0.9999989693016813,24444,970215,1,723
NZ_CP046316.1,18369,Capnocytophaga,1016,0.9994866297696464,0.9949025026869338,0.9999855183538156,97197,897675,13,498,Capnocytophaga sp. FDAARGOS_737,2545799,0.9978339995760426,0.8849148021122544,0.9999570118749578,16255,976972,42,2114
NZ_AP019735.1,1228,Alistipes,239759,0.9999758886780264,0.9820846905537459,0.9999979882412702,1206,994153,2,22,Alistipes communis,2585118,0.9999708654859486,0.9763843648208469,1.0,1199,994155,0,29
NZ_CP070914.1,19526,Escherichia,561,0.9827352888285212,0.12045477824439209,0.999988727856643,2352,975846,11,17174,Escherichia coli,562,0.9824499715185009,0.1055515722626242,0.9999959010387792,2061,975853,4,17465
NZ_CP009227.1,23664,Treponema,157,0.9999417309718972,0.9979928315412187,0.9999979327802142,27844,967481,2,56,Treponema sp. OMZ 838,1539298,0.9848269460097269,0.361815415821501,0.9999989708959072,8562,971718,1,15102
