accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP058277.1,4240,Mycobacterium,1763,4232,995724,2,8,Mycobacterium marinum,1781,2180,995726,0,2060
NC_002628.3,3689,Psimunavirus,186914,59,996277,0,3630,Methanothermobacter phage psiM100,173824,58,996277,0,3631
NC_000866.4,55800,Tequatrovirus,10663,55229,944166,0,571,Tequatrovirus T4,10665,34311,944166,0,21489
NZ_CP032621.1,33788,Streptococcus,1301,33437,966176,2,351,Streptococcus gwangjuense,1433513,30655,966178,0,3133
NZ_CP027228.1,4617,Mogibacterium,86331,4605,995349,0,12,Mogibacterium diversum,114527,4592,995349,0,25
NZ_CP126745.1,25829,Cutibacterium,1912216,25794,974137,0,35,Cutibacterium acnes,1747,25622,974137,0,207
NZ_CP027232.1,12464,Capnocytophaga,1016,12464,987502,0,0,Capnocytophaga sp. oral taxon 864,1316593,9784,987502,0,2680
NZ_CP054018.1,30245,Rothia,32207,30128,969719,2,117,Rothia dentocariosa,2047,29975,969720,1,270
NC_001422.1,15647,Sinsheimervirus,1910954,0,984319,0,15647,Sinsheimervirus phiX174,10847,0,984319,0,15647
NZ_CP027235.1,21339,Haemophilus,724,21275,978626,1,64,Haemophilus sp. oral taxon 036,712310,20224,978627,0,1115
NZ_AP026979.1,83384,Nocardia,1817,82923,916581,1,461,Nocardia cyriacigeorgica,135487,82541,916582,0,843
NZ_CP050497.1,21803,Treponema,157,21803,978161,2,0,Treponema vincentii,69710,15624,978163,0,6179
NC_038308.1,52817,Enterovirus,12059,52817,947149,0,0,Enterovirus D,138951,52817,947149,0,0
NZ_CP072373.1,26620,Prevotella,838,26237,973346,0,383,Prevotella denticola,28129,25525,973346,0,1095
NZ_CP008849.1,19566,Alteromonas,226,19552,980400,0,14,Alteromonas australica,589873,15759,980400,0,3807
NZ_AP025697.1,39146,Actinomyces,1654,37882,960820,0,1264,Actinomyces naeslundii,1655,35868,960820,0,3278
NZ_AP019829.2,23455,Leptotrichia,32067,23419,976511,0,36,Leptotrichia wadei,157687,22717,976511,0,738
NC_005082.1,155268,Mammarenavirus,1653394,155268,844698,0,0,Mammarenavirus guanaritoense,3052307,155268,844698,0,0
NZ_CP046313.1,1200,Gemella,1378,1196,998766,0,4,Gemella sanguinis,84135,1193,998766,0,7
NZ_CP014239.1,25124,Selenomonas,970,25124,974842,0,0,Selenomonas sp. oral taxon 136,713030,23854,974842,0,1270
NZ_CP089305.1,15541,Limosilactobacillus,2742598,15284,984425,0,257,Limosilactobacillus fermentum,1613,15237,984425,0,304
NZ_CP031255.1,13588,Neisseria,482,13548,986378,0,40,Neisseria elongata,495,13396,986378,0,192
NZ_CP032364.1,21570,Lachnoanaerobaculum,1164882,21543,978396,0,27,Lachnoanaerobaculum umeaense,617123,21507,978396,0,63
NZ_CP020566.1,8502,Veillonella,29465,8499,991464,0,3,Veillonella atypica,39777,8469,991464,0,33
NZ_CP019668.1,96469,Burkholderia,32008,96372,903497,0,97,Burkholderia cenocepacia,95486,60711,903497,0,35758
NC_003461.1,754,Respirovirus,186938,754,999212,0,0,Respirovirus laryngotracheitidis,3049952,754,999212,0,0
NZ_CP024700.1,14836,Fusobacterium,848,14819,985130,0,17,Fusobacterium pseudoperiodonticum,2663009,13311,985130,0,1525
NZ_CP012544.1,96540,Campylobacter,194,96539,903423,3,1,Campylobacter showae,204,96244,903426,0,296
NZ_CP083898.1,8082,Zymomonas,541,8081,991884,0,1,Zymomonas mobilis,542,8081,991884,0,1
NZ_CP121767.1,68043,Rickettsia,780,68042,931923,0,1,Rickettsia rickettsii,783,35573,931923,0,32470
