accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP015905.2,4228,Lactococcus,1357,4185,992274,1,43,Lactococcus lactis,1358,4078,992275,0,150
NZ_CP012069.2,69194,Olsenella,133925,69194,927309,0,0,Olsenella sp. oral taxon 807,712411,69194,927309,0,0
NZ_CP032364.1,5763,Lachnoanaerobaculum,1164882,5762,990740,0,1,Lachnoanaerobaculum umeaense,617123,5762,990740,0,1
NZ_CP031057.1,7124,Acidipropionibacterium,1912215,7098,989378,1,26,Acidipropionibacterium acidipropionici,1748,7059,989379,0,65
NZ_CP008849.1,2006,Alteromonas,226,2004,994497,0,2,Alteromonas australica,589873,1840,994497,0,166
NZ_CP014150.1,10397,Paraclostridium,1849822,10384,986105,1,13,Paraclostridium sordellii,1505,10373,986106,0,24
NZ_CP019668.1,14728,Burkholderia,32008,14724,981775,0,4,Burkholderia cenocepacia,95486,11004,981775,0,3724
NZ_CP029462.1,16655,Megasphaera,906,21473,974935,2,93,Megasphaera stantonii,2144175,16556,979846,2,99
NZ_CP034157.1,7788,Cloacibacterium,501783,7771,988715,0,17,Cloacibacterium normanense,237258,7640,988715,0,148
NZ_CP125315.1,9611,Lacticaseibacillus,2759736,9589,986889,3,22,Lacticaseibacillus rhamnosus,47715,9529,986891,1,82
NZ_CP026548.1,621,Faecalibacterium,216851,616,995869,13,5,Faecalibacterium prausnitzii,853,605,995878,4,16
NZ_CP017038.2,2931,Tannerella,195950,2931,993572,0,0,Tannerella serpentiformis,712710,2931,993572,0,0
NZ_CP017042.1,9466,Selenomonas,970,13294,983209,0,0,Selenomonas sp. oral taxon 920,1884263,9448,987037,0,18
NZ_AP019822.1,13318,Pseudoleptotrichia,2755140,13317,983185,0,1,Pseudoleptotrichia goodfellowii,157692,13317,983185,0,1
NZ_CP123971.1,13208,Ligilactobacillus,2767887,13122,983291,4,86,Ligilactobacillus salivarius,1624,13103,983291,4,105
NZ_CP013195.1,8846,Hoylesella,2974257,8583,987651,6,263,Hoylesella enoeca,76123,8583,987652,5,263
NZ_CP066811.1,970,Peptacetobacter,2743582,970,995532,1,0,Peptacetobacter hiranonis,89152,970,995532,1,0
NZ_CP027234.1,1770,Bacteroides,816,1735,994518,215,35,Bacteroides heparinolyticus,28113,1703,994733,0,67
NZ_CP028105.1,1022,Fusobacterium,848,1022,995480,1,0,Fusobacterium ulcerans,861,1010,995480,1,12
NZ_AP025575.1,7616,Eggerthella,84111,7611,988887,0,5,Eggerthella lenta,84112,7594,988887,0,22
NZ_CP065983.1,11515,Aggregatibacter,416916,11484,984988,0,31,Aggregatibacter segnis,739,11030,984988,0,485
NZ_CP116810.1,2887,Rhodopseudomonas,1073,2887,993616,0,0,Rhodopseudomonas palustris,1076,2886,993616,0,1
NZ_CP033459.1,2929,Pseudoprevotella,2884814,2927,993574,0,2,Pseudoprevotella muciniphila,2133944,2927,993574,0,2
NZ_CP014162.1,4889,Aerococcus,1375,4887,991611,3,2,Aerococcus urinaeequi,51665,4856,991612,2,33
NZ_CP124126.1,11088,Capnocytophaga,1016,11088,985415,0,0,Capnocytophaga canimorsus,28188,11079,985415,0,9
NZ_CP049226.1,453,Lactobacillus,1578,444,996039,11,9,Lactobacillus iners,147802,444,996050,0,9
NZ_CP072042.1,72081,Akkermansia,239934,72081,924422,0,0,Akkermansia muciniphila,239935,70723,924422,0,1358
NZ_CP016844.1,22617,Carnobacterium,2747,22549,973885,1,68,Carnobacterium maltaromaticum,2751,22545,973886,0,72
NZ_CP096671.1,3526,Mediterraneibacter,2316020,3423,992977,0,103,Mediterraneibacter gnavus,33038,3423,992977,0,103
NZ_CP117966.1,11718,Roseburia,841,11304,984782,3,414,Roseburia hominis,301301,11282,984783,2,436
NZ_CP047311.1,1538,Pseudomonas,286,1537,994965,0,1,Pseudomonas putida,303,612,994965,0,926
NZ_CP012117.1,9536,Dermabacter,36739,9435,986967,0,101,Dermabacter vaginalis,1630135,9310,986967,0,226
NZ_CP040121.1,1679,Duncaniella,2518495,1652,994823,1,27,Duncaniella sp. B8,2576606,56,994824,0,1623
NZ_CP121210.1,6157,Riemerella,34084,6138,990346,0,19,Riemerella anatipestifer,34085,6138,990346,0,19
NZ_CP123403.1,580,Trueperella,1069494,580,995923,0,0,Trueperella pyogenes,1661,580,995923,0,0
NZ_CP035997.1,14736,Bacillus,1386,14711,981760,7,25,Bacillus mycoides,1405,12435,981767,0,2301
NZ_CP012672.1,5562,Sorangium,39643,5562,990941,0,0,Sorangium cellulosum,56,1586,990941,0,3976
NZ_CP068112.1,1972,Mobiluncus,2050,1960,994531,0,12,Mobiluncus curtisii,2051,1960,994531,0,12
NZ_AP019697.1,1469,Dialister,39948,1469,995034,0,0,Dialister hominis,2582419,976,995034,0,493
NZ_CP121769.1,527,Glaesserella,2094023,509,995974,2,18,Glaesserella parasuis,738,509,995974,2,18
NZ_CP126745.1,29574,Cutibacterium,1912216,29550,966929,0,24,Cutibacterium acnes,1747,29440,966929,0,134
NZ_CP027569.1,4911,Megasphaera,906,21473,974935,2,93,Megasphaera elsdenii,907,4900,991592,0,11
NZ_AP019735.1,2795,Alistipes,239759,2730,993692,16,65,Alistipes communis,2585118,2726,993707,1,69
NZ_CP068102.1,3086,Rothia,32207,3086,993417,0,0,Rothia aeria,172042,3086,993417,0,0
NZ_CP017812.1,3846,Boudabousia,2767318,3846,992657,0,0,Boudabousia tangfeifanii,1912795,3846,992657,0,0
NZ_CP126077.1,1187,Virgibacillus,84406,1187,995316,0,0,Virgibacillus halodenitrificans,1482,1178,995316,0,9
NZ_CP016839.1,2786,Brochothrix,2755,2786,993717,0,0,Brochothrix thermosphacta,2756,2786,993717,0,0
NZ_CP050134.2,4415,Corynebacterium,1716,4415,992077,11,0,Corynebacterium matruchotii,43768,4415,992088,0,0
NZ_CP040235.1,6858,Bifidobacterium,1678,6850,989640,5,8,Bifidobacterium longum,216816,6503,989644,1,355
NZ_CP029066.1,46937,Enterococcus,1350,46926,949522,44,11,Enterococcus mundtii,53346,46618,949566,0,319
NZ_CP126312.1,4672,Latilactobacillus,2767885,4622,991829,2,50,Latilactobacillus curvatus,28038,4572,991830,1,100
NZ_CP039381.1,11207,Ruminococcus,1263,11200,985294,2,7,Ruminococcus bovis,2564099,11200,985296,0,7
NZ_CP039712.1,8607,Vagococcus,2737,8603,987894,2,4,Vagococcus zengguangii,2571750,8573,987896,0,34
