read_accession_id,count
NZ_CP039712.1,14416
NZ_CP017038.2,43295
NZ_CP098491.1,34022
NZ_CP068103.1,144298
NZ_CP036259.1,27491
NC_012756.1,6395
NZ_CP046313.1,27087
NZ_CP066560.1,62468
NZ_CP117966.1,11114
NZ_CP072246.1,42736
NZ_CP017761.1,15212
NZ_CP008852.1,9337
NZ_CP019668.1,10351
NZ_CP066811.1,1435
NZ_CP033459.1,18332
NZ_CP116810.1,6638
NZ_CP050497.1,85853
NZ_CP027228.1,1864
NZ_AP019735.1,35488
NZ_CP027286.1,125089
NZ_CP085178.1,24464
NZ_CP118095.1,225170
NZ_CP029033.1,11017
NZ_CP012672.1,16338
