read_accession_id,count
NZ_CP120209.1,1967
NZ_CP039381.1,7095
NZ_CP019668.1,4490
NZ_CP097775.1,9861
NZ_CP017042.1,43089
NZ_CP084018.1,1339
NZ_CP068112.1,33104
NZ_CP040004.1,11902
NC_012753.1,6705
NZ_CP012117.1,2542
NZ_CP027228.1,36532
NZ_CP029197.1,7915
NZ_CP077403.1,22255
NC_001422.1,9414
NZ_CP040121.1,4622
NC_000866.4,14307
NZ_CP072246.1,10340
NZ_CP015348.1,6617
NZ_CP071986.1,14513
NZ_CP050134.2,2544
NZ_CP012069.2,18435
NC_012756.1,4014
NZ_CP014150.1,25375
NZ_CP026734.1,28022
NZ_CP020566.1,1912
NZ_CP016839.1,3074
NZ_CP047311.1,10587
NZ_CP065995.1,9690
NZ_CP116810.1,24755
NZ_CP033719.1,10742
NZ_CP028105.1,3809
NZ_CP008849.1,17352
NZ_CP068102.1,4451
NZ_CP034465.1,9605
NZ_CP036259.1,2012
NZ_CP040915.1,10168
NZ_CP050497.1,44599
NZ_CP040235.1,110626
NZ_AP025575.1,11767
NZ_CP040348.1,17279
NZ_CP068103.1,4711
NZ_CP073804.1,2358
NZ_CP027235.1,23795
NZ_CP017038.2,7624
NZ_CP046246.1,28272
NZ_CP046313.1,10870
NZ_CP072373.1,98288
NZ_CP029066.1,115836
NZ_CP072042.1,6230
NZ_CP012672.1,1599
NZ_AP019846.1,15383
NZ_CP126077.1,26063
NZ_AP019735.1,36474
NZ_CP032819.1,3023
