read_accession_id,count
NZ_CP058277.1,4225
NC_002628.3,3675
NC_000866.4,55597
NZ_CP032621.1,33695
NZ_CP027228.1,4602
NZ_CP126745.1,25748
NZ_CP027232.1,12419
NZ_CP054018.1,30120
NC_001422.1,15600
NZ_CP027235.1,21261
NZ_AP026979.1,83081
NZ_CP050497.1,21729
NC_038308.1,52647
NZ_CP072373.1,26510
NZ_CP008849.1,19497
NZ_AP025697.1,39015
NZ_AP019829.2,23364
NC_005082.1,154684
NZ_CP046313.1,1197
NZ_CP014239.1,25044
NZ_CP089305.1,15495
NZ_CP031255.1,13544
NZ_CP032364.1,21495
NZ_CP020566.1,8475
NZ_CP019668.1,96188
NC_003461.1,752
NZ_CP024700.1,14793
NZ_CP012544.1,96236
NZ_CP083898.1,8052
NZ_CP121767.1,67781
