read_accession_id,count
NZ_CP039712.1,14360
NZ_CP017038.2,43152
NZ_CP098491.1,33891
NZ_CP068103.1,143794
NZ_CP036259.1,27393
NC_012756.1,6377
NZ_CP046313.1,26988
NZ_CP066560.1,62249
NZ_CP117966.1,11074
NZ_CP072246.1,42592
NZ_CP017761.1,15146
NZ_CP008852.1,9306
NZ_CP019668.1,10321
NZ_CP066811.1,1429
NZ_CP033459.1,18277
NZ_CP116810.1,6619
NZ_CP050497.1,85558
NZ_CP027228.1,1854
NZ_AP019735.1,35380
NZ_CP027286.1,124617
NZ_CP085178.1,24389
NZ_CP118095.1,224452
NZ_CP029033.1,10982
NZ_CP012672.1,16280
