accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP058277.1,4239,Mycobacterium,1763,4209,995698,8,30,Mycobacterium marinum,1781,1380,995706,0,2859
NC_002628.3,3689,Psimunavirus,186914,23,996256,0,3666,Methanothermobacter phage psiM100,173824,20,996256,0,3669
NC_000866.4,55801,Tequatrovirus,10663,52536,944144,0,3265,Tequatrovirus T4,10665,21549,944144,0,34252
NZ_CP032621.1,33793,Streptococcus,1301,33361,966142,10,432,Streptococcus gwangjuense,1433513,25639,966152,0,8154
NZ_CP027228.1,4617,Mogibacterium,86331,4568,995328,0,49,Mogibacterium diversum,114527,4522,995328,0,95
NZ_CP126745.1,25830,Cutibacterium,1912216,25729,974114,1,101,Cutibacterium acnes,1747,25413,974115,0,417
NZ_CP027232.1,12465,Capnocytophaga,1016,12453,987480,0,12,Capnocytophaga sp. oral taxon 864,1316593,6756,987480,0,5709
NZ_CP054018.1,30243,Rothia,32207,30086,969696,6,157,Rothia dentocariosa,2047,29647,969702,0,596
NC_001422.1,15647,Sinsheimervirus,1910954,0,984298,0,15647,Sinsheimervirus phiX174,10847,0,984298,0,15647
NZ_CP027235.1,21340,Haemophilus,724,21105,978603,2,235,Haemophilus sp. oral taxon 036,712310,17653,978605,0,3687
NZ_AP026979.1,83384,Nocardia,1817,82656,916561,0,728,Nocardia cyriacigeorgica,135487,82001,916561,0,1383
NZ_CP050497.1,21800,Treponema,157,21799,978144,1,1,Treponema vincentii,69710,11829,978145,0,9971
NC_038308.1,52817,Enterovirus,12059,52817,947128,0,0,Enterovirus D,138951,52817,947128,0,0
NZ_CP072373.1,26607,Prevotella,838,26171,973338,0,436,Prevotella denticola,28129,24725,973338,0,1882
NZ_CP008849.1,19566,Alteromonas,226,19522,980379,0,44,Alteromonas australica,589873,11368,980379,0,8198
NZ_AP025697.1,39144,Actinomyces,1654,37243,960798,3,1901,Actinomyces naeslundii,1655,34116,960801,0,5028
NZ_AP019829.2,23454,Leptotrichia,32067,22983,976490,1,471,Leptotrichia wadei,157687,20640,976491,0,2814
NC_005082.1,155268,Mammarenavirus,1653394,155265,844677,0,3,Mammarenavirus guanaritoense,3052307,155265,844677,0,3
NZ_CP046313.1,1200,Gemella,1378,1182,998745,0,18,Gemella sanguinis,84135,1170,998745,0,30
NZ_CP014239.1,25124,Selenomonas,970,25117,974821,0,7,Selenomonas sp. oral taxon 136,713030,21539,974821,0,3585
NZ_CP089305.1,15543,Limosilactobacillus,2742598,14887,984402,0,656,Limosilactobacillus fermentum,1613,14804,984402,0,739
NZ_CP031255.1,13589,Neisseria,482,13405,986355,1,184,Neisseria elongata,495,12924,986356,0,665
NZ_CP032364.1,21571,Lachnoanaerobaculum,1164882,21494,978374,0,77,Lachnoanaerobaculum umeaense,617123,21316,978374,0,255
NZ_CP020566.1,8501,Veillonella,29465,8486,991444,0,15,Veillonella atypica,39777,8341,991444,0,160
NZ_CP019668.1,96468,Burkholderia,32008,95849,903476,1,619,Burkholderia cenocepacia,95486,41723,903477,0,54745
NC_003461.1,754,Respirovirus,186938,754,999191,0,0,Respirovirus laryngotracheitidis,3049952,754,999191,0,0
NZ_CP024700.1,14836,Fusobacterium,848,14673,985100,9,163,Fusobacterium pseudoperiodonticum,2663009,10983,985108,1,3853
NZ_CP012544.1,96540,Campylobacter,194,96454,903402,3,86,Campylobacter showae,204,95576,903405,0,964
NZ_CP083898.1,8069,Zymomonas,541,8048,991876,0,21,Zymomonas mobilis,542,8048,991876,0,21
NZ_CP121767.1,68046,Rickettsia,780,67999,931899,0,47,Rickettsia rickettsii,783,20030,931899,0,48016
