read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP058277.1,4239,root,4226,Bacteria,4224,Actinomycetota,4220,Actinomycetes,4220,Mycobacteriales,4212,Mycobacteriaceae,4212,Mycobacterium,4209,Mycobacterium marinum,1380
NC_002628.3,3689,root,3689,Archaea,62,Euryarchaeota,62,Methanobacteria,62,Methanobacteriales,62,Methanobacteriaceae,62,Methanothermobacter,62,Methanothermobacter wolfeii,40
NC_000866.4,55801,root,55799,Viruses,55799,Uroviricota,55799,Caudoviricetes,55799,unclassified Caudoviricetes order,0,Straboviridae,53082,Tequatrovirus,52536,Tequatrovirus T4,21549
NZ_CP032621.1,33793,root,33793,Bacteria,33776,Bacillota,33547,Bacilli,33532,Lactobacillales,33519,Streptococcaceae,33368,Streptococcus,33361,Streptococcus gwangjuense,25639
NZ_CP027228.1,4617,root,4615,Bacteria,4615,Bacillota,4613,Clostridia,4570,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,4568,Mogibacterium diversum,4522
NZ_CP126745.1,25830,root,25830,Bacteria,25830,Actinomycetota,25825,Actinomycetes,25825,Propionibacteriales,25742,Propionibacteriaceae,25742,Cutibacterium,25729,Cutibacterium acnes,25413
NZ_CP027232.1,12465,root,12463,Bacteria,12459,Bacteroidota,12459,Flavobacteriia,12458,Flavobacteriales,12458,Flavobacteriaceae,12457,Capnocytophaga,12453,Capnocytophaga sp. oral taxon 864,6756
NZ_CP054018.1,30243,root,30241,Bacteria,30241,Actinomycetota,30197,Actinomycetes,30197,Micrococcales,30110,Micrococcaceae,30096,Rothia,30086,Rothia dentocariosa,29647
NC_001422.1,15647,root,15647,Viruses,32,Phixviricota,32,Malgrandaviricetes,32,Petitvirales,32,Microviridae,32,Sinsheimervirus,0,Sinsheimervirus phiX174,0
NZ_CP027235.1,21340,root,21337,Bacteria,21337,Pseudomonadota,21336,Gammaproteobacteria,21327,Pasteurellales,21280,Pasteurellaceae,21280,Haemophilus,21105,Haemophilus sp. oral taxon 036,17653
NZ_AP026979.1,83384,root,83365,Bacteria,83364,Actinomycetota,83355,Actinomycetes,83355,Mycobacteriales,83288,Nocardiaceae,83164,Nocardia,82656,Nocardia cyriacigeorgica,82001
NZ_CP050497.1,21800,root,21800,Bacteria,21799,Spirochaetota,21799,Spirochaetia,21799,Spirochaetales,21799,Treponemataceae,21799,Treponema,21799,Treponema vincentii,11829
NC_038308.1,52817,root,52817,Viruses,52817,Pisuviricota,52817,Pisoniviricetes,52817,Picornavirales,52817,Picornaviridae,52817,Enterovirus,52817,Enterovirus D,52817
