accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP054494.1,7460,Flavobacterium,237,7416,992438,14,44,Flavobacterium columnare,996,6863,992452,0,597
NZ_CP012672.1,14240,Sorangium,39643,14024,985671,1,216,Sorangium cellulosum,56,1107,985671,1,13133
NZ_CP029033.1,6133,Actinobaculum,76833,6122,993779,0,11,Actinobaculum sp. 313,2495645,6122,993779,0,11
NZ_CP032819.1,4012,Butyricimonas,574697,3498,995900,0,514,Butyricimonas faecalis,2093856,3481,995900,0,531
NZ_CP027228.1,15997,Mogibacterium,86331,15898,983915,0,99,Mogibacterium diversum,114527,15748,983915,0,249
NZ_CP040915.1,51568,Georgenia,154116,51395,948343,1,173,Georgenia yuyongxinii,2589797,51368,948344,0,200
NZ_CP066811.1,4209,Peptacetobacter,2743582,4141,995703,0,68,Peptacetobacter hiranonis,89152,4141,995703,0,68
NZ_CP116810.1,50157,Rhodopseudomonas,1073,49959,949755,0,198,Rhodopseudomonas palustris,1076,49890,949755,0,267
NZ_CP017761.1,31879,Marinilactibacillus,191769,31176,968033,0,703,Marinilactibacillus sp. 15R,1911586,31176,968033,0,703
NZ_CP050497.1,37406,Treponema,157,37392,962506,0,14,Treponema vincentii,69710,20217,962506,0,17189
NZ_CP015348.1,28389,Sporosarcina,1569,28273,971522,1,116,Sporosarcina ureae,1571,28172,971523,0,217
NZ_CP027286.1,17613,Clostridium,1485,17492,982288,11,121,Clostridium chauvoei,46867,17201,982299,0,412
NZ_CP045696.1,5941,Sodaliphilus,2815786,5865,993971,0,76,Sodaliphilus pleomorphus,2606626,5865,993971,0,76
NZ_CP046313.1,7766,Gemella,1378,7683,992146,0,83,Gemella sanguinis,84135,7579,992146,0,187
NZ_CP033459.1,11121,Pseudoprevotella,2884814,11097,988791,0,24,Pseudoprevotella muciniphila,2133944,11097,988791,0,24
NZ_CP050134.2,10272,Corynebacterium,1716,10265,989631,9,7,Corynebacterium matruchotii,43768,10259,989640,0,13
NZ_CP117966.1,15246,Roseburia,841,14311,984665,1,935,Roseburia hominis,301301,14264,984665,1,982
NZ_CP017042.1,10499,Selenomonas,970,10499,989413,0,0,Selenomonas sp. oral taxon 920,1884263,10384,989413,0,115
NZ_AP025575.1,9591,Eggerthella,84111,9553,990321,0,38,Eggerthella lenta,84112,9324,990321,0,267
NZ_CP039712.1,4249,Vagococcus,2737,4216,995662,1,33,Vagococcus zengguangii,2571750,4182,995663,0,67
NZ_CP013334.1,6553,Fusobacterium,848,6488,993357,2,65,Fusobacterium hwasookii,1583098,4284,993359,0,2269
NZ_CP040235.1,26015,Bifidobacterium,1678,25959,973894,3,56,Bifidobacterium longum,216816,21582,973896,1,4433
NZ_CP012196.1,5993,Campylobacter,194,5989,993919,0,4,Campylobacter gracilis,824,5982,993919,0,11
NZ_CP017038.2,13681,Tannerella,195950,13661,986231,0,20,Tannerella serpentiformis,712710,13658,986231,0,23
NZ_CP071986.1,3897,Helicobacter,209,3891,996015,0,6,Helicobacter pylori,210,3879,996015,0,18
NZ_CP026548.1,23206,Faecalibacterium,216851,22667,976700,6,539,Faecalibacterium prausnitzii,853,21345,976703,3,1861
NZ_CP066560.1,17031,Histophilus,214906,16376,982881,0,655,Histophilus somni,731,16376,982881,0,655
NZ_CP118095.1,2207,Aerococcus,1375,2172,997701,4,35,Aerococcus christensenii,87541,2172,997705,0,35
NC_012756.1,7700,Undefined genus in Caudoviricetes,2731619,7571,992212,0,129,Streptococcus phage PH10,644007,7564,992212,0,136
NZ_CP040004.1,12911,Candidatus Nanosynbacter,2093823,12852,987001,0,59,Candidatus Nanosynbacter featherlites,2572088,12817,987001,0,94
NZ_CP013476.1,25158,Turicibacter,191303,24847,974752,2,311,Turicibacter sp. H121,1712675,6771,974754,0,18387
NZ_CP054018.1,10054,Rothia,32207,9992,989857,1,62,Rothia dentocariosa,2047,9843,989858,0,211
NZ_CP033719.1,1839,Propionibacterium,1743,1837,998072,1,2,Propionibacterium acidifaciens,556499,1837,998073,0,2
NZ_CP020566.1,30218,Veillonella,29465,30170,969693,1,48,Veillonella atypica,39777,29673,969694,0,545
NZ_CP073804.1,13047,Macrococcoides,3076173,12494,986864,1,553,Macrococcoides canis,1855823,12416,986864,1,631
NZ_AP019735.1,20609,Alistipes,239759,20108,979298,5,501,Alistipes communis,2585118,19940,979301,2,669
NZ_CP019668.1,19309,Burkholderia,32008,19203,980602,1,106,Burkholderia cenocepacia,95486,8280,980603,0,11029
NZ_CP012069.2,13643,Olsenella,133925,13634,986269,0,9,Olsenella sp. oral taxon 807,712411,13629,986269,0,14
NZ_CP072246.1,3580,Phocaeicola,909656,3154,996330,2,426,Phocaeicola dorei,357276,2713,996332,0,867
NZ_CP120209.1,26729,Chryseobacterium,59732,26163,973183,0,566,Chryseobacterium indologenes,253,25385,973183,0,1344
NZ_CP016839.1,53971,Brochothrix,2755,53702,945941,0,269,Brochothrix thermosphacta,2756,53702,945941,0,269
NZ_CP068103.1,2831,Peptoniphilus,162289,2614,997081,0,217,Peptoniphilus harei,54005,2595,997081,0,236
NZ_CP029197.1,163509,Streptomyces,1883,161994,836377,26,1515,Streptomyces venezuelae,54571,147367,836403,0,16142
NZ_CP023482.1,6455,Dermabacter,36739,6189,993457,0,266,Dermabacter jinjuensis,1667168,4831,993457,0,1624
NZ_CP098491.1,71458,Bacillus,1386,70660,928426,28,798,Bacillus subtilis,1423,2775,928451,3,68683
NZ_CP077403.1,36586,Jonesia,43673,36448,963326,0,138,Jonesia denitrificans,43674,36448,963326,0,138
NZ_CP008852.1,5055,Pelosinus,365348,5043,994857,0,12,Pelosinus sp. UFO1,484770,5025,994857,0,30
NZ_CP036259.1,19444,Sporomusa,2375,19428,980468,0,16,Sporomusa termitida,2377,19421,980468,0,23
NZ_AP019829.2,5141,Leptotrichia,32067,5023,994768,3,118,Leptotrichia wadei,157687,4534,994770,1,607
NZ_CP025330.1,8334,Brevibacterium,1696,8033,991577,1,301,Brevibacterium aurantiacum,273384,4837,991578,0,3497
