read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP083898.1,26103,root,26095,Bacteria,26091,Pseudomonadota,26086,Alphaproteobacteria,26049,Sphingomonadales,26047,Zymomonadaceae,26026,Zymomonas,26026,Zymomonas mobilis,26026
NZ_CP024700.1,31541,root,31375,Bacteria,31279,Fusobacteriota,31226,Fusobacteriia,31226,Fusobacteriales,31226,Fusobacteriaceae,31196,Fusobacterium,31189,Fusobacterium pseudoperiodonticum,23462
NZ_CP031255.1,22732,root,22730,Bacteria,22727,Pseudomonadota,22723,Betaproteobacteria,22706,Neisseriales,22692,Neisseriaceae,22687,Neisseria,22401,Neisseria elongata,21584
NZ_CP014239.1,36045,root,36044,Bacteria,36044,Bacillota,36041,Negativicutes,36036,Selenomonadales,36033,Selenomonadaceae,36033,Selenomonas,36033,Selenomonas sp. oral taxon 136,30900
NZ_CP019668.1,4621,root,4621,Bacteria,4621,Pseudomonadota,4621,Betaproteobacteria,4620,Burkholderiales,4619,Burkholderiaceae,4618,Burkholderia,4594,Burkholderia cenocepacia,1998
NZ_CP126745.1,56594,root,56593,Bacteria,56593,Actinomycetota,56587,Actinomycetes,56587,Propionibacteriales,56443,Propionibacteriaceae,56441,Cutibacterium,56425,Cutibacterium acnes,55655
NZ_CP046313.1,4069,root,4052,Bacteria,4046,Bacillota,4033,Bacilli,4026,Bacillales,4020,unclassified Bacillales family,0,Gemella,4018,Gemella sanguinis,3974
NC_001422.1,21021,root,21021,Viruses,55,Phixviricota,55,Malgrandaviricetes,55,Petitvirales,55,Microviridae,55,Sinsheimervirus,0,Sinsheimervirus phiX174,0
NZ_CP027228.1,136259,root,136245,Bacteria,136243,Bacillota,136154,Clostridia,135310,Eubacteriales,8,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,135234,Mogibacterium diversum,133994
NZ_CP072373.1,13253,root,13252,Bacteria,13252,Bacteroidota,13252,Bacteroidia,13252,Bacteroidales,13252,Prevotellaceae,13206,Prevotella,13038,Prevotella denticola,12260
NZ_CP027232.1,57300,root,57286,Bacteria,57281,Bacteroidota,57275,Flavobacteriia,57274,Flavobacteriales,57274,Flavobacteriaceae,57269,Capnocytophaga,57256,Capnocytophaga sp. oral taxon 864,30959
NZ_CP027235.1,10920,root,10917,Bacteria,10916,Pseudomonadota,10916,Gammaproteobacteria,10912,Pasteurellales,10897,Pasteurellaceae,10897,Haemophilus,10812,Haemophilus sp. oral taxon 036,9040
NZ_CP012544.1,18585,root,18574,Bacteria,18573,Campylobacterota,18571,Epsilonproteobacteria,18571,Campylobacterales,18571,Campylobacteraceae,18570,Campylobacter,18570,Campylobacter showae,18385
NC_000866.4,119152,root,119151,Viruses,119150,Uroviricota,119150,Caudoviricetes,119150,unclassified Caudoviricetes order,0,Straboviridae,113095,Tequatrovirus,111997,Tequatrovirus T4,45472
NZ_AP019829.2,66591,root,65861,Bacteria,65437,Fusobacteriota,65371,Fusobacteriia,65371,Fusobacteriales,65371,Leptotrichiaceae,65271,Leptotrichia,65254,Leptotrichia wadei,58735
NC_002628.3,198230,root,198208,Archaea,2728,Euryarchaeota,2726,Methanobacteria,2723,Methanobacteriales,2723,Methanobacteriaceae,2723,Methanothermobacter,2722,Methanothermobacter wolfeii,1513
NZ_CP008849.1,20396,root,20396,Bacteria,20396,Pseudomonadota,20389,Gammaproteobacteria,20389,Alteromonadales,20353,Alteromonadaceae,20352,Alteromonas,20339,Alteromonas australica,12026
NZ_CP020566.1,29545,root,29541,Bacteria,29540,Bacillota,29524,Negativicutes,29520,Veillonellales,29515,Veillonellaceae,29515,Veillonella,29514,Veillonella atypica,28988
NZ_CP032364.1,70639,root,70603,Bacteria,70595,Bacillota,70497,Clostridia,70391,Eubacteriales,0,Lachnospiraceae,70370,Lachnoanaerobaculum,70360,Lachnoanaerobaculum umeaense,69783
NZ_CP050497.1,10204,root,10204,Bacteria,10204,Spirochaetota,10202,Spirochaetia,10202,Spirochaetales,10202,Treponemataceae,10202,Treponema,10202,Treponema vincentii,5543
NZ_CP089305.1,15081,root,15080,Bacteria,15080,Bacillota,15050,Bacilli,15048,Lactobacillales,15030,Lactobacillaceae,14910,Limosilactobacillus,14417,Limosilactobacillus fermentum,14344
NZ_CP032621.1,16468,root,16467,Bacteria,16459,Bacillota,16336,Bacilli,16326,Lactobacillales,16323,Streptococcaceae,16262,Streptococcus,16259,Streptococcus gwangjuense,12397
NZ_CP054018.1,14597,root,14597,Bacteria,14597,Actinomycetota,14578,Actinomycetes,14578,Micrococcales,14525,Micrococcaceae,14516,Rothia,14513,Rothia dentocariosa,14288
