accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP046313.1,4684,Gemella,1378,0.9966526467234812,0.983755065899261,0.9999974765349292,202202,792559,2,3339,Gemella sanguinis,84135,0.9998026253829769,0.9722459436379163,0.9999325560841459,4554,993351,67,130
NZ_CP017038.2,10842,Tannerella,195950,0.9999729486565502,0.9975096845600443,1.0,10815,987260,0,27,Tannerella serpentiformis,712710,0.9999689410501131,0.99714074893931,1.0,10811,987260,0,31
NZ_AP021887.1,15052,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus sp. 116-D4,2598453,0.9984550677185298,0.8994153600850385,0.9999715172168252,13538,983022,28,1514
NZ_CP046314.1,14014,Gemella,1378,0.9966526467234812,0.983755065899261,0.9999974765349292,202202,792559,2,3339,Gemella morbillorum,29391,0.9989079272459127,0.9257884972170687,0.9999491915357163,12974,984038,50,1040
NZ_CP101412.1,4947,Parvimonas,543311,0.9997184656477995,0.9450171821305842,0.9999909379704074,4675,993146,9,272,Parvimonas micra,33033,0.9997184656477995,0.9450171821305842,0.9999909379704074,4675,993146,9,272
NZ_CP044230.1,7577,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus sp. LPB0220,2610896,0.9986534442371622,0.8239408736967138,0.9999899043436561,6243,990515,10,1334
NZ_CP125087.1,10053,Haemophilus,724,0.998806735183378,0.9824829448550313,0.9997823349408694,55302,941609,205,986,Haemophilus parainfluenzae,729,0.9989910850794809,0.9189296727345071,0.9998056776536386,9238,987857,192,815
NZ_AP018768.1,3557,Haemophilus,724,0.998806735183378,0.9824829448550313,0.9997823349408694,55302,941609,205,986,Haemophilus influenzae,727,0.9990972866500618,0.7944897385437166,0.9998290675635593,2826,994375,170,731
NZ_CP032620.1,11620,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus koreensis,2382163,0.9943402578093221,0.5139414802065404,0.9999989862967597,5972,986481,1,5648
NZ_CP027228.1,10249,Mogibacterium,86331,0.9999398859034447,0.9941457703190555,1.0,10189,987853,0,60,Mogibacterium diversum,114527,0.999901813642293,0.990438091521124,1.0,10151,987853,0,98
NZ_CP034670.1,7652,Eikenella,538,0.9998286748248175,0.9814427600627287,0.9999707203796254,7510,990421,29,142,Eikenella corrodens,539,0.999791604465275,0.976215368531103,0.999973749305871,7470,990424,26,182
NZ_CP019668.1,27313,Burkholderia,32008,0.9998627394795322,0.9951671365283931,0.9999948495502112,27181,970784,5,132,Burkholderia cenocepacia,95486,0.9899308888269936,0.6320433493208363,1.0,17263,970789,0,10050
NZ_CP031253.1,10213,Neisseria,482,0.9971646184458102,0.9708303805911043,0.9999656374910492,93157,902115,31,2799,Neisseria lactamica,486,0.9976745863649206,0.7977088025066092,0.9997418738340036,8147,987634,255,2066
NZ_CP046315.1,49718,Schaalia,2529408,0.999877768003671,0.9979767577961709,0.9999989342393719,59684,938296,1,121,Schaalia odontolytica,1660,0.9998537223650489,0.9971036646687317,0.9999978911495765,49574,948382,2,144
NZ_AP014938.1,10836,Rothia,32207,0.9998006215797584,0.9954894716562025,1.0,43920,953983,0,199,Rothia mucilaginosa,43675,0.9999709448533316,0.9975083056478405,0.9999979742035074,10809,987264,2,27
NZ_CP012067.1,21992,Aggregatibacter,416916,0.9995421309645708,0.9889505274645326,0.9997807624140722,21749,975896,214,243,Aggregatibacter aphrophilus,732,0.9993257202169719,0.9765823935976718,0.9998381329973056,21477,975952,158,515
NZ_CP032364.1,10282,Lachnoanaerobaculum,1164882,0.9999509068211465,0.9952343901964599,1.0,10233,987820,0,49,Lachnoanaerobaculum umeaense,617123,0.9999509068211465,0.9952343901964599,1.0,10233,987820,0,49
NZ_CP050134.2,23013,Corynebacterium,1716,0.9999859733774704,0.9994351018989267,0.9999989744525885,23000,975088,1,13,Corynebacterium matruchotii,43768,0.9999779581645964,0.9990440185981836,1.0,22991,975089,0,22
NZ_CP031243.1,14076,Haemophilus,724,0.998806735183378,0.9824829448550313,0.9997823349408694,55302,941609,205,986,Haemophilus haemolyticus,726,0.9982837425433473,0.8842000568343279,0.9999156526351946,12446,983943,83,1630
NZ_CP028108.1,39795,Fusobacterium,848,0.9987776800367096,0.9842018391888705,0.9999848117305514,75132,921750,14,1206,Fusobacterium periodonticum,860,0.9811472174186606,0.5312979017464505,0.9998278213557868,21143,958142,165,18652
NZ_CP066065.1,10087,Schaalia,2529408,0.999877768003671,0.9979767577961709,0.9999989342393719,59684,938296,1,121,Schaalia meyeri,52773,0.9999729486565502,0.9982155249330822,0.9999908908265562,10069,988006,9,18
NZ_CP039886.1,4288,Neisseria,482,0.9971646184458102,0.9708303805911043,0.9999656374910492,93157,902115,31,2799,Neisseria flavescens,484,0.9961136236577023,0.8754664179104478,0.9966341790314888,3754,990469,3345,534
NZ_CP024696.1,25351,Prevotella,838,0.9989870774730438,0.9700787401574803,0.999995852545552,32648,964443,4,1007,Prevotella intermedia,28131,0.9980573127796558,0.9237505423849158,0.9999938319261559,23418,972745,6,1933
NZ_CP126745.1,3283,Cutibacterium,1912216,0.9999869752790796,0.9963448065793482,0.9999989947920175,3271,994818,1,12,Cutibacterium acnes,1747,0.9999549144275836,0.9862930246725556,1.0,3238,994819,0,45
NZ_CP072373.1,8304,Prevotella,838,0.9989870774730438,0.9700787401574803,0.999995852545552,32648,964443,4,1007,Prevotella denticola,28129,0.9993848324119178,0.9260597302504817,1.0,7690,989798,0,614
NZ_CP027235.1,3529,Haemophilus,724,0.998806735183378,0.9824829448550313,0.9997823349408694,55302,941609,205,986,Haemophilus sp. oral taxon 036,712310,0.9994579712293934,0.8540663077359025,0.9999738581280609,3014,994547,26,515
NZ_CP019721.1,20651,Veillonella,29465,0.9999318706905707,0.9988069198647842,0.9999915595075817,50230,947804,8,60,Veillonella parvula,29466,0.9995070644082469,0.9770471163624037,0.9999815847546322,20177,977433,18,474
NZ_CP083637.1,186843,Gemella,1378,0.9966526467234812,0.983755065899261,0.9999974765349292,202202,792559,2,3339,Gemella haemolysans,1379,0.9966265972816406,0.9820705083947485,0.9999790449166049,183493,811242,17,3350
NZ_CP073118.1,25367,Neisseria,482,0.9971646184458102,0.9708303805911043,0.9999656374910492,93157,902115,31,2799,Neisseria subflava,28449,0.9795151196971853,0.19414987976504908,0.9999958878831336,4925,972731,4,20442
NZ_CP053939.1,1314,Neisseria,482,0.9971646184458102,0.9708303805911043,0.9999656374910492,93157,902115,31,2799,Neisseria mucosa,488,0.9960244544144787,0.9383561643835616,0.9961004747248161,1233,992901,3887,81
NZ_CP031255.1,4326,Neisseria,482,0.9971646184458102,0.9708303805911043,0.9999656374910492,93157,902115,31,2799,Neisseria elongata,495,0.9994198989682417,0.9507628294036061,0.99963170774903,4113,993410,366,213
NZ_CP032621.1,5475,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus gwangjuense,1433513,0.9988407998380927,0.7926940639269406,0.9999778365891719,4340,992605,22,1135
NZ_CP040798.1,26098,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus sanguinis,1305,0.9993407487411107,0.975668633611771,0.9999763375459361,25463,971981,23,635
NZ_CP090007.1,11199,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus salivarius,1304,0.9969492095998205,0.7425663005625502,0.9998358501291413,8316,986741,162,2883
NZ_CP038817.1,25073,Haemophilus,724,0.998806735183378,0.9824829448550313,0.9997823349408694,55302,941609,205,986,Haemophilus parahaemolyticus,735,0.9995761956192855,0.9833286802536593,0.9999948614070084,24655,973024,5,418
NZ_AP019829.2,4037,Leptotrichia,32067,0.9989930888826993,0.963877773735904,0.9999876366663507,26497,970600,12,993,Leptotrichia wadei,157687,0.9993748133958252,0.8746594005449592,0.9998812954887256,3531,993947,118,506
NZ_CP022527.1,25732,Neisseria,482,0.9971646184458102,0.9708303805911043,0.9999656374910492,93157,902115,31,2799,Neisseria sp. KEM232,655307,0.9995331138500875,0.9828618063112078,0.9999742896222631,25291,972345,25,441
NZ_CP048246.1,13214,Neisseria,482,0.9971646184458102,0.9708303805911043,0.9999656374910492,93157,902115,31,2799,Neisseria gonorrhoeae,485,0.9975884228265247,0.8347207507189345,0.9997735783155038,11030,984665,223,2184
NZ_CP016753.1,11021,Leptotrichia,32067,0.9989930888826993,0.963877773735904,0.9999876366663507,26497,970600,12,993,Leptotrichia sp. oral taxon 498,712368,0.9978278773111365,0.8040105253606751,0.9999918952953203,8861,987073,8,2160
NZ_CP020566.1,29639,Veillonella,29465,0.9999318706905707,0.9988069198647842,0.9999915595075817,50230,947804,8,60,Veillonella atypica,39777,0.9994519598197379,0.9816458045143224,0.9999969023080902,29095,968460,3,544
NZ_CP065726.1,6376,Neisseria,482,0.9971646184458102,0.9708303805911043,0.9999656374910492,93157,902115,31,2799,Neisseria cinerea,483,0.999208497728689,0.9060539523212046,0.9998074064812257,5777,991535,191,599
NZ_CP049272.1,12133,Campylobacter,194,0.9999418897066632,0.9966207862853375,0.9999827580786008,12092,985952,17,41,Campylobacter concisus,199,0.9999048193471208,0.992334954256985,0.9999979715386589,12040,985967,2,93
NZ_CP094445.1,3604,Acinetobacter,469,0.9999889790822982,0.9977802441731409,0.9999969834026815,3596,994495,3,8,Acinetobacter junii,40215,0.9998126443990695,0.9481132075471698,1.0,3417,994498,0,187
NZ_CP075172.1,38935,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus equinus,1335,0.9965704907915223,0.9121869782971619,0.9999958297147421,35516,959163,4,3419
NZ_CP028415.1,32198,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus mitis,28037,0.996151695918854,0.885179203677247,0.999850916861303,28501,965760,144,3697
NZ_CP064367.1,5126,Neisseria,482,0.9971646184458102,0.9708303805911043,0.9999656374910492,93157,902115,31,2799,Neisseria meningitidis,487,0.9980042119943653,0.8279360124853687,0.9988821482090201,4244,991866,1110,882
NZ_CP068102.1,4229,Rothia,32207,0.9998006215797584,0.9954894716562025,1.0,43920,953983,0,199,Rothia aeria,172042,0.9999529106243651,0.9903050366516907,0.9999939630113707,4188,993867,6,41
NZ_CP008849.1,24512,Alteromonas,226,0.999944895411491,0.9978377937336814,0.9999979457471831,24459,973588,2,53,Alteromonas australica,589873,0.9898727785336568,0.5876305483028721,1.0,14404,973590,0,10108
NZ_CP017295.1,7258,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus gordonii,1302,0.9996713762721645,0.962661890327914,0.9999424732854011,6987,990787,57,271
NZ_CP050133.1,14749,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus cristatus,45634,0.9995040587034191,0.9690148484643026,0.9999613567050692,14292,983315,38,457
NZ_CP012410.1,12432,Leptotrichia,32067,0.9989930888826993,0.963877773735904,0.9999876366663507,26497,970600,12,993,Leptotrichia sp. oral taxon 212,712357,0.9995591632919281,0.9649292149292149,0.9999959418466626,11996,985666,4,436
NZ_CP107038.1,5410,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus pneumoniae,1313,0.9988538245590131,0.822550831792976,0.9998146454287936,4450,992508,184,960
NZ_CP020431.2,6617,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus sp. FDAARGOS_192,1839799,0.9958150569781445,0.3695027958289255,0.9999949570593605,2445,991480,5,4172
NZ_CP097843.1,4094,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus oralis,1303,0.999500051096982,0.9118221787982413,0.9998611681193713,3733,993870,138,361
NZ_CP054018.1,29054,Rothia,32207,0.9998006215797584,0.9954894716562025,1.0,43920,953983,0,199,Rothia dentocariosa,2047,0.9993437544459384,0.9775590280167963,0.9999969041781213,28402,969045,3,652
NZ_CP028101.1,9157,Fusobacterium,848,0.9987776800367096,0.9842018391888705,0.9999848117305514,75132,921750,14,1206,Fusobacterium nucleatum,851,0.9975563619750286,0.8747406355793382,0.9986935572756827,8010,987653,1292,1147
NZ_CP024700.1,27386,Fusobacterium,848,0.9987776800367096,0.9842018391888705,0.9999848117305514,75132,921750,14,1206,Fusobacterium pseudoperiodonticum,2663009,0.9902254479001145,0.7604615496969255,0.9967075849167006,20826,967520,3196,6560
NZ_CP014264.1,2516,Streptococcus,1301,0.9991904634997225,0.9963294102691765,0.9998579025928452,188105,809189,115,693,Streptococcus sp. oral taxon 431,712633,0.9998066329894139,0.9320349761526232,0.9999779024614649,2345,995564,22,171
