read_accession_id,count
NZ_CP058277.1,4239
NC_002628.3,3689
NC_000866.4,55801
NZ_CP032621.1,33793
NZ_CP027228.1,4617
NZ_CP126745.1,25830
NZ_CP027232.1,12465
NZ_CP054018.1,30243
NC_001422.1,15647
NZ_CP027235.1,21340
NZ_AP026979.1,83384
NZ_CP050497.1,21800
NC_038308.1,52817
NZ_CP072373.1,26607
NZ_CP008849.1,19566
NZ_AP025697.1,39144
NZ_AP019829.2,23454
NC_005082.1,155268
NZ_CP046313.1,1200
NZ_CP014239.1,25124
NZ_CP089305.1,15543
NZ_CP031255.1,13589
NZ_CP032364.1,21571
NZ_CP020566.1,8501
NZ_CP019668.1,96468
NC_003461.1,754
NZ_CP024700.1,14836
NZ_CP012544.1,96540
NZ_CP083898.1,8069
NZ_CP121767.1,68046
