accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP013195.1,20161,Hoylesella,2974257,0.9990279734540481,0.954615346460989,0.9999746263196957,19246,945838,24,915,Hoylesella enoeca,76123,0.9990393603464928,0.9543673428897376,0.9999915421065653,19241,945854,8,920
NZ_CP048246.1,10655,Neisseria,482,0.9985103874338396,0.9933646168541514,0.9999893384650854,214231,750353,8,1431,Neisseria gonorrhoeae,485,0.9988271500782072,0.9374941342092914,0.999511183125246,9989,954901,467,666
NZ_CP020566.1,1227,Veillonella,29465,0.9999958593118383,0.9998165474224913,0.9999979060244722,10900,955119,2,2,Veillonella atypica,39777,0.9999948241397979,0.9959250203748982,1.0,1222,964796,0,5
NZ_CP053939.1,7614,Neisseria,482,0.9985103874338396,0.9933646168541514,0.9999893384650854,214231,750353,8,1431,Neisseria mucosa,488,0.9983975536814341,0.9716312056737588,0.998610196690557,7398,957077,1332,216
NZ_CP107038.1,5131,Streptococcus,1301,0.9993064347329205,0.9968683902499127,0.9999222027008628,194178,771175,60,610,Streptococcus pneumoniae,1313,0.9992277616578488,0.8877411810563243,0.9998230810538541,4555,960722,170,576
NZ_CP066065.1,3910,Schaalia,2529408,0.9999855075914341,0.9991361224237937,1.0,16192,949817,0,14,Schaalia meyeri,52773,0.9999958593118383,0.9989769820971867,1.0,3906,962113,0,4
NZ_CP126341.1,61181,Enterobacter,547,0.9968510066530507,0.9508507543191513,0.9999613192137412,58174,904807,35,3007,Enterobacter cloacae,550,0.9925529723412383,0.8824798548569001,0.9999955793387133,53991,904838,4,7190
NZ_CP097843.1,1857,Streptococcus,1301,0.9993064347329205,0.9968683902499127,0.9999222027008628,194178,771175,60,610,Streptococcus oralis,1303,0.9997732973231486,0.9633817985998923,0.9998433879643132,1789,964015,151,68
NC_002628.3,6944,Methanothermobacter,145260,0.9930674528453256,0.035570276497695855,1.0,247,959079,0,6697,Methanothermobacter wolfeii,145261,0.9929101066951822,0.013680875576036866,1.0,95,959079,0,6849
NZ_CP027235.1,7584,Haemophilus,724,0.9995352077538526,0.9921885171201666,0.9999032542445841,45726,919848,89,360,Haemophilus sp. oral taxon 036,712310,0.9994027057326792,0.9320938818565401,0.9999353114804385,7069,958377,62,515
NZ_CP046313.1,4209,Gemella,1378,0.9999068345163624,0.9945990596009658,0.9999947384205791,15653,950280,5,85,Gemella sanguinis,84135,0.9999482413979791,0.9883582798764552,0.999998960297937,4160,961813,1,49
NZ_CP038817.1,2139,Haemophilus,724,0.9995352077538526,0.9921885171201666,0.9999032542445841,45726,919848,89,360,Haemophilus parahaemolyticus,735,0.9999792965591916,0.9962599345488546,0.9999875503691316,2131,963872,12,8
NZ_CP070914.1,3453,Escherichia,561,0.9974886726299478,0.35968722849695917,0.9997766396210146,1242,962355,215,2211,Escherichia coli,562,0.9973685926732593,0.315377932232841,0.9998150783839097,1089,962392,178,2364
NZ_CP101412.1,16705,Parvimonas,543311,0.9994751677755085,0.9697695300808141,0.999997893224399,16200,949316,2,505,Parvimonas micra,33033,0.9994751677755085,0.9697695300808141,0.999997893224399,16200,949316,2,505
NZ_CP034670.1,4364,Eikenella,538,0.999955487602262,0.9965627864344638,0.9999708836500256,4349,961631,28,15,Eikenella corrodens,539,0.999955487602262,0.9951879010082493,0.9999771228678773,4343,961637,22,21
NZ_CP083637.1,10948,Gemella,1378,0.9999068345163624,0.9945990596009658,0.9999947384205791,15653,950280,5,85,Gemella haemolysans,1379,0.9999441007098174,0.9952502740226525,0.9999979059236186,10896,955073,2,52
NZ_CP031255.1,91036,Neisseria,482,0.9985103874338396,0.9933646168541514,0.9999893384650854,214231,750353,8,1431,Neisseria elongata,495,0.9979255152310038,0.9798211696471726,0.9998091400215089,89199,874820,167,1837
NZ_CP075172.1,7408,Streptococcus,1301,0.9993064347329205,0.9968683902499127,0.9999222027008628,194178,771175,60,610,Streptococcus equinus,1335,0.9996521821944198,0.9574784017278618,0.9999780933951586,7093,958594,21,315
NZ_CP032621.1,3979,Streptococcus,1301,0.9993064347329205,0.9968683902499127,0.9999222027008628,194178,771175,60,610,Streptococcus gwangjuense,1433513,0.999431690549811,0.865544106559437,0.999985447651043,3444,962030,14,535
NZ_CP009227.1,4630,Treponema,157,0.9999968944838787,0.9997939843428101,0.999998954319445,9706,956314,1,2,Treponema sp. OMZ 838,1539298,0.9975683808770599,0.4941684665226782,0.9999927188985149,2288,961386,7,2342
NZ_AP018768.1,11326,Haemophilus,724,0.9995352077538526,0.9921885171201666,0.9999032542445841,45726,919848,89,360,Haemophilus influenzae,727,0.9973706630173401,0.9145329330743422,0.9983534042738167,10358,953125,1572,968
NZ_CP007573.1,1501,Streptococcus,1301,0.9993064347329205,0.9968683902499127,0.9999222027008628,194178,771175,60,610,Streptococcus anginosus,1328,0.9995269263775293,0.7061958694203864,0.9999834114722111,1060,964506,16,441
NZ_CP008849.1,4902,Alteromonas,226,0.9999896482795958,0.9985720114239086,0.9999968786448324,4895,961118,3,7,Alteromonas australica,589873,0.9987971300890351,0.762953896368829,1.0,3740,961121,0,1162
NZ_CP124804.1,1815,Klebsiella,570,0.9989503355510169,0.9587129175426302,0.9996764671477154,16417,948592,307,707,Klebsiella variicola,244366,0.9985445481111733,0.3432506887052342,0.9997780561870467,623,963994,214,1192
NZ_CP073118.1,7516,Neisseria,482,0.9985103874338396,0.9933646168541514,0.9999893384650854,214231,750353,8,1431,Neisseria subflava,28449,0.9939214697786699,0.22245875465673232,0.9999707879024358,1672,958479,28,5844
NZ_CP031243.1,11258,Haemophilus,724,0.9995352077538526,0.9921885171201666,0.9999032542445841,45726,919848,89,360,Haemophilus haemolyticus,726,0.999049712066897,0.9528335405933558,0.9995946646557006,10727,954378,387,531
NZ_CP032620.1,4101,Streptococcus,1301,0.9993064347329205,0.9968683902499127,0.9999222027008628,194178,771175,60,610,Streptococcus koreensis,2382163,0.9984027295416362,0.6249695196293586,0.999994802073349,2563,961917,5,1538
NZ_CP064367.1,72605,Neisseria,482,0.9985103874338396,0.9933646168541514,0.9999893384650854,214231,750353,8,1431,Neisseria meningitidis,487,0.9942092476059059,0.9311617657186144,0.9993328990461352,67607,892822,596,4998
NZ_CP027228.1,3142,Mogibacterium,86331,0.9999834372473533,0.9974538510502864,0.9999916916005197,3134,962873,8,8,Mogibacterium diversum,114527,0.9999813669032724,0.9964990451941439,0.9999927301504548,3131,962874,7,11
NZ_CP126983.1,7004,Porphyromonas,836,0.9997556993984615,0.9675899486007995,0.9999906154101222,6777,959010,9,227,Porphyromonas gingivalis,837,0.9997381014737744,0.9650199885779555,0.9999916581423308,6759,959011,8,245
NZ_AP021887.1,6377,Streptococcus,1301,0.9993064347329205,0.9968683902499127,0.9999222027008628,194178,771175,60,610,Streptococcus sp. 116-D4,2598453,0.9996687449470665,0.9531127489415085,0.9999781169306181,6078,959625,21,299
NC_000866.4,1214,Tequatrovirus,10663,0.9999834372473533,0.9868204283360791,1.0,1198,964809,0,16,Tequatrovirus T4,10665,0.9994347960659322,0.5502471169686985,1.0,668,964809,0,546
NZ_AP019829.2,10164,Leptotrichia,32067,0.9999120103765645,0.9946077802028501,0.999998947861265,15494,950444,1,84,Leptotrichia wadei,157687,0.9994596401949022,0.9488390397481307,0.9999979076411898,9644,955857,2,520
NZ_CP049272.1,2628,Campylobacter,194,0.9999937889677575,0.999897656329956,0.9999957738190202,19540,946477,4,2,Campylobacter concisus,199,0.9999906834516362,0.997716894977169,0.999996886012487,2622,963392,3,6
NZ_CP024700.1,39232,Fusobacterium,848,0.999824020753129,0.9973826613356456,0.9999922544608773,62114,903739,7,163,Fusobacterium pseudoperiodonticum,2663009,0.9945218695621119,0.8689845024469821,0.9998359932282467,34092,926639,152,5140
