read_accession_id,count
NZ_CP032364.1,172344
NZ_CP046313.1,20793
NZ_CP026548.1,7005
NZ_CP040004.1,2791
NZ_CP050134.2,10422
NZ_CP097843.1,63469
NZ_CP072373.1,16842
NZ_CP127164.1,8997
NZ_CP008849.1,74897
NZ_CP046027.1,3689
NZ_CP017042.1,6632
NC_001422.1,14479
NZ_CP027228.1,21480
NZ_CP041379.1,4687
NZ_CP068102.1,19199
NZ_CP073277.1,16331
NZ_CP017038.2,15785
NZ_AP019831.1,8052
NC_000866.4,40675
NZ_CP020566.1,43006
NZ_CP121210.1,75985
NZ_CP015402.2,268666
NZ_CP024700.1,26662
NZ_CP012196.1,9841
NZ_AP019735.1,3632
NZ_AP019822.1,20978
NZ_CP019668.1,9792
NZ_CP022022.1,5994
NZ_CP050497.1,6824
