accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP039712.1,13855,Vagococcus,2737,0.9999792881116868,0.9989895344640923,0.9999936959824496,13841,951768,6,14,Vagococcus zengguangii,2571750,0.9999430423071387,0.9960303139660772,1.0,13800,951774,0,55
NZ_CP017038.2,41952,Tannerella,195950,0.9999803237061025,0.9995471014492754,1.0,41933,923677,0,19,Tannerella serpentiformis,712710,0.9999792881116868,0.9995232646834478,1.0,41932,923677,0,20
NZ_CP098491.1,32740,Bacillus,1386,0.999899547341681,0.997648136835675,0.9999785612221819,32663,932869,20,77,Bacillus subtilis,1423,0.9703882132785987,0.12669517409896153,0.9999978561222181,4148,932887,2,28592
NZ_CP068103.1,139612,Peptoniphilus,162289,0.991650002226528,0.9424261524797295,0.9999697342790765,131574,825992,25,8038,Peptoniphilus harei,54005,0.9912678678871492,0.9397329742429018,0.9999782086809351,131198,825999,18,8414
NZ_CP036259.1,26616,Sporomusa,2375,1.0,1.0,1.0,26616,939013,0,0,Sporomusa termitida,2377,1.0,1.0,1.0,26616,939013,0,0
NC_012756.1,6150,unclassified Caudoviricetes genus,,0.9936310943436869,0.0,1.0,0,959479,0,6150,Streptococcus phage PH10,644007,0.9999658253842832,0.9946341463414634,1.0,6117,959479,0,33
NZ_CP046313.1,26204,Gemella,1378,0.9998177353828437,0.9933216302854526,0.9999989355190675,26029,939424,1,175,Gemella sanguinis,84135,0.9996976064306271,0.9888566631048695,1.0,25912,939425,0,292
NZ_CP066560.1,60236,Histophilus,214906,0.9977921127058115,0.9646058835248025,1.0,58104,905393,0,2132,Histophilus somni,731,0.9977921127058115,0.9646058835248025,1.0,58104,905393,0,2132
NZ_CP117966.1,10648,Roseburia,841,0.9982446674654551,0.8408151765589782,1.0,8953,954981,0,1695,Roseburia hominis,301301,0.9981121113802506,0.828794139744553,1.0,8825,954981,0,1823
NZ_CP072246.1,41256,Phocaeicola,909656,0.9952186605828947,0.8882829164242777,0.9999913454849936,36647,924365,8,4609,Phocaeicola dorei,357276,0.9922734300647558,0.8192505332557689,0.9999956727424968,33799,924369,4,7457
NZ_CP017761.1,14668,Marinilactibacillus,191769,0.9998135930051811,0.9877283883283338,1.0,14488,950961,0,180,Marinilactibacillus sp. 15R,1911586,0.9998135930051811,0.9877283883283338,1.0,14488,950961,0,180
NZ_CP008852.1,9008,Pelosinus,365348,0.9999989644055843,0.9998889875666075,1.0,9007,956621,0,1,Pelosinus sp. UFO1,484770,0.9999896440558433,0.9988898756660746,1.0,8998,956621,0,10
NZ_CP019668.1,10026,Burkholderia,32008,0.9999834304893495,0.9985038898862957,0.9999989535403301,10011,955602,1,15,Burkholderia cenocepacia,95486,0.9976740549424261,0.7759824456413326,1.0,7780,955603,0,2246
NZ_CP066811.1,1371,Peptacetobacter,2743582,0.9999927508390903,0.9948942377826404,1.0,1364,964258,0,7,Peptacetobacter hiranonis,89152,0.9999927508390903,0.9948942377826404,1.0,1364,964258,0,7
NZ_CP033459.1,17718,Pseudoprevotella,2884814,0.9999865372725965,0.9992662828761711,1.0,17705,947911,0,13,Pseudoprevotella muciniphila,2133944,0.9999865372725965,0.9992662828761711,1.0,17705,947911,0,13
NZ_CP116810.1,6428,Rhodopseudomonas,1073,0.9999927508390903,0.9989110143123833,1.0,6421,959201,0,7,Rhodopseudomonas palustris,1076,0.9999927508390903,0.9989110143123833,1.0,6421,959201,0,7
NZ_CP050497.1,83139,Treponema,157,0.999996893216753,0.9999759439011775,0.9999988668426838,83137,882489,1,2,Treponema vincentii,69710,0.971543936646476,0.669493258278305,1.0,55661,882490,0,27478
NZ_CP027228.1,1812,Mogibacterium,86331,0.9999917152446747,0.9966887417218543,0.999997924917282,1806,963815,2,6,Mogibacterium diversum,114527,0.999993786433506,0.9966887417218543,1.0,1806,963817,0,6
NZ_AP019735.1,34353,Alistipes,239759,0.9991694532786402,0.9768579163391844,0.9999924834313351,33558,931269,7,795,Alistipes communis,2585118,0.9990607158649958,0.973597647949233,1.0,33446,931276,0,907
NZ_CP027286.1,120806,Clostridium,1485,0.9997659556620607,0.9983692862937271,0.9999656732830428,120609,844794,29,197,Clostridium chauvoei,46867,0.998965441178755,0.9917305431849411,1.0,119807,844823,0,999
NZ_CP085178.1,23556,Pediococcus,1253,0.9999471846848013,0.9978773985396502,0.9999989385111345,23506,942072,1,50,Pediococcus pentosaceus,1255,0.9999181880411628,0.9966462896926473,1.0,23477,942073,0,79
NZ_CP118095.1,217068,Aerococcus,1375,0.9738802376482065,0.8839303812630144,0.9999639307952191,191873,748534,27,25195,Aerococcus christensenii,87541,0.9738626325431403,0.8837645346158808,0.999989312828213,191837,748553,8,25231
NZ_CP029033.1,10621,Actinobaculum,76833,0.9999958576223373,0.9996233876282836,1.0,10617,955008,0,4,Actinobaculum sp. 313,2495645,0.9999958576223373,0.9996233876282836,1.0,10617,955008,0,4
NZ_CP012672.1,15786,Sorangium,39643,0.9999016185305122,0.9939820093753959,1.0,15691,949843,0,95,Sorangium cellulosum,56,0.986239021404701,0.15824147979222095,1.0,2498,949843,0,13288
