read_accession_id,count
NZ_CP015905.2,4228
NZ_CP012069.2,69194
NZ_CP032364.1,5763
NZ_CP031057.1,7124
NZ_CP008849.1,2006
NZ_CP014150.1,10397
NZ_CP019668.1,14728
NZ_CP029462.1,16655
NZ_CP034157.1,7788
NZ_CP125315.1,9611
NZ_CP026548.1,621
NZ_CP017038.2,2931
NZ_CP017042.1,9466
NZ_AP019822.1,13318
NZ_CP123971.1,13208
NZ_CP013195.1,8846
NZ_CP066811.1,970
NZ_CP027234.1,1770
NZ_CP028105.1,1022
NZ_AP025575.1,7616
NZ_CP065983.1,11515
NZ_CP116810.1,2887
NZ_CP033459.1,2929
NZ_CP014162.1,4889
NZ_CP124126.1,11088
NZ_CP049226.1,453
NZ_CP072042.1,72081
NZ_CP016844.1,22617
NZ_CP096671.1,3526
NZ_CP117966.1,11718
NZ_CP047311.1,1538
NZ_CP012117.1,9536
NZ_CP040121.1,1679
NZ_CP121210.1,6157
NZ_CP123403.1,580
NZ_CP035997.1,14736
NZ_CP012672.1,5562
NZ_CP068112.1,1972
NZ_AP019697.1,1469
NZ_CP121769.1,527
NZ_CP126745.1,29574
NZ_CP027569.1,4911
NZ_AP019735.1,2795
NZ_CP068102.1,3086
NZ_CP017812.1,3846
NZ_CP126077.1,1187
NZ_CP016839.1,2786
NZ_CP050134.2,4415
NZ_CP040235.1,6858
NZ_CP029066.1,46937
NZ_CP126312.1,4672
NZ_CP039381.1,11207
NZ_CP039712.1,8607
NZ_CP014239.1,3828
NZ_CP013745.1,10061
NZ_CP053315.1,4683
NZ_CP054494.1,2622
NZ_CP008852.1,3079
NZ_CP027235.1,1254
NZ_CP068103.1,5292
NZ_CP045696.1,3005
NZ_CP072373.1,9209
NZ_AP019846.1,1681
NZ_CP089305.1,3509
NZ_CP016953.1,9832
NZ_CP017761.1,4011
NZ_CP020566.1,21643
NC_012753.1,3330
NZ_CP047591.1,16080
NZ_CP034465.1,5126
NZ_CP027228.1,1958
NZ_CP085178.1,5434
NZ_CP014228.1,4021
NZ_CP120618.1,10019
NZ_CP033719.1,2227
NZ_CP072246.1,9856
NZ_CP015348.1,4605
NZ_CP046313.1,15532
NZ_CP050497.1,1705
NZ_CP069520.1,1875
NZ_CP015402.2,17094
NZ_CP077403.1,10478
NZ_CP084018.1,27324
NZ_CP012196.1,4356
NZ_AP025240.1,27307
NZ_CP013476.1,3217
NZ_CP017428.1,13834
NZ_CP124202.1,2102
NC_012756.1,3985
NZ_CP035298.1,10862
NZ_CP048000.1,2320
NZ_CP040058.1,9679
NZ_CP040915.1,3110
NZ_CP029197.1,7307
NZ_CP066560.1,5755
NZ_CP046246.1,21292
NZ_CP036259.1,5915
NZ_CP073277.1,3695
NZ_CP032819.1,5997
NZ_CP040004.1,6615
NZ_CP072385.1,11053
NZ_CP040348.1,18346
NZ_CP065995.1,3564
NZ_CP006683.1,7598
NZ_AP025569.1,17098
NZ_CP120209.1,7926
NZ_CP097775.1,15206
NZ_CP053228.1,4291
NZ_CP034438.1,9973
NZ_CP071986.1,5782
NZ_CP073804.1,4089
NZ_CP029033.1,6999
NZ_CP026734.1,1255
