read_accession_id,count
NZ_CP039712.1,14413
NZ_CP017038.2,43301
NZ_CP098491.1,34022
NZ_CP068103.1,144313
NZ_CP036259.1,27489
NC_012756.1,6395
NZ_CP046313.1,27089
NZ_CP066560.1,62470
NZ_CP117966.1,11114
NZ_CP072246.1,42730
NZ_CP017761.1,15210
NZ_CP008852.1,9340
NZ_CP019668.1,10351
NZ_CP066811.1,1435
NZ_CP033459.1,18334
NZ_CP116810.1,6638
NZ_CP050497.1,85854
NZ_CP027228.1,1864
NZ_AP019735.1,35484
NZ_CP027286.1,125094
NZ_CP085178.1,24466
NZ_CP118095.1,225146
NZ_CP029033.1,11019
NZ_CP012672.1,16338
