read_accession_id,count
NZ_CP041379.1,15058
NZ_CP065983.1,3883
NZ_CP032364.1,177475
NZ_CP033459.1,7352
NZ_CP015402.2,1344
NZ_CP073277.1,24994
NZ_CP050134.2,15171
NZ_CP027235.1,16523
NZ_CP046027.1,887
NZ_AP019822.1,2386
NZ_CP040121.1,5180
NZ_AP025240.1,53744
NZ_AP019735.1,11375
NZ_CP022022.1,52009
NZ_CP127164.1,16408
NZ_CP045696.1,14153
NZ_AP019831.1,93757
NZ_CP046313.1,17068
NZ_CP066560.1,8782
NZ_CP072373.1,6996
NZ_CP020566.1,6904
NZ_CP121210.1,21247
NZ_CP017038.2,26483
NZ_CP008849.1,5582
NZ_CP026548.1,1678
NZ_CP040004.1,61166
NZ_CP017042.1,17780
NZ_CP012196.1,24172
NZ_CP024700.1,23271
NZ_CP114055.1,4869
NZ_CP013195.1,67920
NZ_CP063424.1,18385
NZ_CP121769.1,16012
NZ_CP050497.1,10422
NZ_CP068102.1,34095
NZ_CP097843.1,45582
NZ_CP027228.1,51022
NZ_CP019668.1,7404
NZ_CP097335.1,7969
