accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP020468.1,3231,Actinomyces,1654,3225,996664,5,6,Actinomyces gaoshouyii,1960083,3152,996669,0,79
NZ_CP069240.1,3858,Cutibacterium,1912216,3847,996042,0,11,Cutibacterium avidum,33010,3809,996042,0,49
NZ_CP017761.1,8240,Marinilactibacillus,191769,8068,991660,0,172,Marinilactibacillus sp. 15R,1911586,8068,991660,0,172
NZ_CP098447.1,12136,Proteus,583,11304,987761,3,832,Proteus mirabilis,584,11085,987762,2,1051
NZ_CP048000.1,5593,Anaerocolumna,1843210,5586,994307,0,7,Anaerocolumna sedimenticola,2696063,5559,994307,0,34
NZ_CP066560.1,3050,Histophilus,214906,2932,996849,1,118,Histophilus somni,731,2932,996849,1,118
NZ_CP096671.1,4133,Mediterraneibacter,2316020,3911,995765,2,222,Mediterraneibacter gnavus,33038,3903,995766,1,230
NZ_CP120618.1,1838,Priestia,2800373,1822,998060,2,16,Priestia megaterium,1404,481,998061,1,1357
NC_074775.1,2323,Kobuvirus,194960,2323,997577,0,0,Aichivirus A,72149,2323,997577,0,0
NZ_CP012196.1,4403,Campylobacter,194,4399,995497,0,4,Campylobacter gracilis,824,4388,995497,0,15
NZ_CP012069.2,508,Olsenella,133925,507,999392,0,1,Olsenella sp. oral taxon 807,712411,507,999392,0,1
NZ_CP126312.1,5081,Latilactobacillus,2767885,4924,994819,0,157,Latilactobacillus curvatus,28038,4789,994819,0,292
NZ_CP077403.1,1390,Jonesia,43673,1382,998510,0,8,Jonesia denitrificans,43674,1382,998510,0,8
NZ_CP029197.1,5644,Streptomyces,1883,5592,994236,20,52,Streptomyces venezuelae,54571,5084,994256,0,560
NC_000883.2,452,Erythroparvovirus,40121,452,999448,0,0,Erythroparvovirus primate1,3052189,452,999448,0,0
NZ_CP006683.1,14920,Melissococcus,33969,14800,984980,0,120,Melissococcus plutonius,33970,14800,984980,0,120
NZ_CP015402.2,6613,Muribaculum,1918540,6487,993287,0,126,Muribaculum intestinale,1796646,6432,993287,0,181
NZ_CP101412.1,1404,Parvimonas,543311,1329,998495,1,75,Parvimonas micra,33033,1329,998495,1,75
NZ_CP046313.1,3398,Gemella,1378,3353,996502,0,45,Gemella sanguinis,84135,3311,996502,0,87
NZ_CP040121.1,19837,Duncaniella,2518495,19230,980063,0,607,Duncaniella sp. B8,2576606,192,980063,0,19645
NZ_CP072042.1,4132,Akkermansia,239934,4130,995768,0,2,Akkermansia muciniphila,239935,4002,995768,0,130
NZ_CP127188.1,6497,Listeria,1637,6445,993400,3,52,Listeria monocytogenes,1639,5938,993400,3,559
NZ_CP032819.1,8943,Butyricimonas,574697,7836,990957,0,1107,Butyricimonas faecalis,2093856,7806,990957,0,1137
NZ_CP073804.1,7624,Macrococcoides,3076173,7312,992276,0,312,Macrococcoides canis,1855823,7279,992276,0,345
NZ_CP027235.1,4417,Haemophilus,724,4370,995473,10,47,Haemophilus sp. oral taxon 036,712310,3631,995483,0,786
NC_076103.1,3753,Deltavirus,39759,3753,996147,0,0,Hepatitis delta virus,12475,3753,996147,0,0
NZ_AP019829.2,10445,Leptotrichia,32067,10205,989451,4,240,Leptotrichia wadei,157687,9182,989455,0,1263
NZ_CP083175.1,1585,Gardnerella,2701,1567,998315,0,18,Gardnerella vaginalis,2702,1536,998315,0,49
NZ_CP035298.1,3791,Micrococcus,1269,3755,996106,3,36,Micrococcus luteus,1270,2549,996107,2,1242
NZ_CP027286.1,2990,Clostridium,1485,2966,996885,25,24,Clostridium chauvoei,46867,2922,996909,1,68
NZ_CP120398.1,2108,Salmonella,590,2006,997738,54,102,Salmonella enterica,28901,869,997757,35,1239
NZ_CP025330.1,4579,Brevibacterium,1696,4434,995318,3,145,Brevibacterium aurantiacum,273384,2676,995321,0,1903
NZ_CP027228.1,2544,Mogibacterium,86331,2531,997356,0,13,Mogibacterium diversum,114527,2509,997356,0,35
NZ_CP014150.1,33878,Paraclostridium,1849822,33307,966019,3,571,Paraclostridium sordellii,1505,33009,966021,1,869
NZ_CP072236.1,1679,Bacteroides,816,1529,998199,22,150,Bacteroides uniformis,820,1059,998219,2,620
NZ_CP065983.1,9059,Aggregatibacter,416916,8926,990841,0,133,Aggregatibacter segnis,739,7526,990841,0,1533
NZ_CP012672.1,1393,Sorangium,39643,1378,998507,0,15,Sorangium cellulosum,56,120,998507,0,1273
NZ_CP123971.1,2997,Ligilactobacillus,2767887,2958,996899,4,39,Ligilactobacillus salivarius,1624,2952,996901,2,45
NC_001612.1,12080,Enterovirus,12059,12080,987820,0,0,Enterovirus A,138948,12080,987820,0,0
NZ_CP033459.1,7465,Pseudoprevotella,2884814,7449,992435,0,16,Pseudoprevotella muciniphila,2133944,7449,992435,0,16
NZ_CP013476.1,9619,Turicibacter,191303,9509,990281,0,110,Turicibacter sp. H121,1712675,2652,990281,0,6967
NC_001348.1,843,Varicellovirus,10319,841,999057,0,2,Varicellovirus humanalpha3,3050294,841,999057,0,2
NZ_CP124126.1,2893,Capnocytophaga,1016,2888,997007,0,5,Capnocytophaga canimorsus,28188,2817,997007,0,76
NZ_CP072385.1,11312,Arachnia,2801844,11284,988588,0,28,Arachnia propionica,1750,11254,988588,0,58
NZ_CP019668.1,1912,Burkholderia,32008,1898,997987,1,14,Burkholderia cenocepacia,95486,826,997988,0,1086
NZ_AP019697.1,3929,Dialister,39948,3925,995971,0,4,Dialister hominis,2582419,1310,995971,0,2619
NZ_CP034593.1,3816,Flaviflexus,1522056,3809,996084,0,7,Flaviflexus ciconiae,2496867,3801,996084,0,15
NZ_CP023474.1,1241,Brevibacillus,55080,1151,998658,1,90,Brevibacillus brevis,1393,854,998659,0,387
NZ_CP054018.1,277307,Rothia,32207,275693,722593,0,1614,Rothia dentocariosa,2047,271756,722593,0,5551
NZ_CP121210.1,8795,Riemerella,34084,8704,991105,0,91,Riemerella anatipestifer,34085,8700,991105,0,95
NZ_CP026548.1,14252,Faecalibacterium,216851,13842,985646,2,410,Faecalibacterium prausnitzii,853,12960,985647,1,1292
NZ_CP029462.1,2118,Megasphaera,906,2099,997782,0,19,Megasphaera stantonii,2144175,2089,997782,0,29
NZ_CP089305.1,23609,Limosilactobacillus,2742598,22560,976289,2,1049,Limosilactobacillus fermentum,1613,22443,976291,0,1166
NZ_CP008852.1,2260,Pelosinus,365348,2255,997640,0,5,Pelosinus sp. UFO1,484770,2249,997640,0,11
NZ_AP019822.1,10127,Pseudoleptotrichia,2755140,9949,989773,0,178,Pseudoleptotrichia goodfellowii,157692,9949,989773,0,178
NZ_CP034465.1,1884,Jeotgalibaca,1470540,1847,998016,0,37,Jeotgalibaca ciconiae,2496265,1822,998016,0,62
NZ_CP019962.1,2503,Eubacterium,1730,2503,997397,0,0,Eubacterium limosum,1736,2164,997397,0,339
NZ_CP039712.1,3744,Vagococcus,2737,3720,996149,7,24,Vagococcus zengguangii,2571750,3702,996156,0,42
NZ_CP011861.1,5842,Erysipelothrix,1647,5837,994058,0,5,Erysipelothrix rhusiopathiae,1648,5242,994058,0,600
NZ_CP123403.1,2044,Trueperella,1069494,2039,997856,0,5,Trueperella pyogenes,1661,2021,997856,0,23
NZ_CP084018.1,3584,Megamonas,158846,3574,996316,0,10,Megamonas funiformis,437897,3536,996316,0,48
NZ_CP125806.1,832,Pasteurella,745,818,999065,3,14,Pasteurella multocida,747,555,999065,3,277
NZ_CP070914.1,33189,Escherichia,561,5402,966675,36,27787,Escherichia coli,562,4700,966685,26,28489
NC_076948.1,7905,Rubivirus,11040,7904,991995,0,1,Rubivirus rubellae,2846071,7904,991995,0,1
NZ_CP025420.1,1600,Streptococcus,1301,1534,998257,43,66,Streptococcus parauberis,1348,1493,998300,0,107
NZ_CP125315.1,11385,Lacticaseibacillus,2759736,11331,988514,1,54,Lacticaseibacillus rhamnosus,47715,11144,988515,0,241
NZ_CP066811.1,4536,Peptacetobacter,2743582,4463,995363,1,73,Peptacetobacter hiranonis,89152,4463,995363,1,73
NZ_AP025575.1,1570,Eggerthella,84111,1564,998330,0,6,Eggerthella lenta,84112,1528,998330,0,42
NZ_CP084221.1,450,Lactobacillus,1578,442,999442,8,8,Lactobacillus johnsonii,33959,428,999450,0,22
NZ_CP126077.1,1928,Virgibacillus,84406,1918,997971,1,10,Virgibacillus halodenitrificans,1482,1866,997971,1,62
NZ_CP050134.2,5557,Corynebacterium,1716,5552,994336,7,5,Corynebacterium matruchotii,43768,5550,994343,0,7
NZ_CP017812.1,8731,Boudabousia,2767318,8721,991169,0,10,Boudabousia tangfeifanii,1912795,8721,991169,0,10
NZ_CP104580.1,1789,Stutzerimonas,2901164,1637,998110,1,152,Stutzerimonas stutzeri,316,1377,998110,1,412
NZ_CP033719.1,1223,Propionibacterium,1743,1222,998676,1,1,Propionibacterium acidifaciens,556499,1221,998677,0,2
NZ_CP118095.1,2840,Aerococcus,1375,2784,997054,6,56,Aerococcus christensenii,87541,2779,997060,0,61
NZ_CP040348.1,1747,Collinsella,102106,1733,998151,2,14,Collinsella aerofaciens,74426,1732,998151,2,15
NC_044045.1,978,Norovirus,142786,978,998922,0,0,Norwalk virus,11983,978,998922,0,0
NZ_CP116810.1,3334,Rhodopseudomonas,1073,3320,996566,0,14,Rhodopseudomonas palustris,1076,3318,996566,0,16
NZ_CP126983.1,1526,Porphyromonas,836,1500,998372,2,26,Porphyromonas gingivalis,837,1495,998374,0,31
NZ_CP045696.1,2335,Sodaliphilus,2815786,2309,997565,0,26,Sodaliphilus pleomorphus,2606626,2309,997565,0,26
NC_004718.3,2737,Betacoronavirus,694002,2737,997163,0,0,Severe acute respiratory syndrome-related coronavirus,694009,2737,997163,0,0
NZ_CP017038.2,4550,Tannerella,195950,4541,995350,0,9,Tannerella serpentiformis,712710,4541,995350,0,9
NC_003976.2,4951,Parechovirus,138954,4951,994949,0,0,Parechovirus B,1803957,4951,994949,0,0
NZ_CP034169.1,526,Enterococcus,1350,520,999341,33,6,Enterococcus avium,33945,493,999374,0,33
NZ_CP012098.1,1845,Anaerostipes,207244,1736,998053,2,109,Anaerostipes hadrus,649756,1736,998054,1,109
NZ_CP068103.1,6970,Peptoniphilus,162289,6395,992926,4,575,Peptoniphilus harei,54005,6339,992930,0,631
NZ_CP040915.1,450,Georgenia,154116,448,999450,0,2,Georgenia yuyongxinii,2589797,447,999450,0,3
NZ_CP069520.1,1411,Enterocloster,2719313,1381,998489,0,30,Enterocloster bolteae,208479,1367,998489,0,44
NZ_CP013745.1,3734,Arthrobacter,1663,3726,996160,6,8,Arthrobacter alpinus,656366,3719,996164,2,15
NZ_CP020566.1,3012,Veillonella,29465,3009,996888,0,3,Veillonella atypica,39777,2957,996888,0,55
NZ_CP098491.1,6683,Bacillus,1386,6613,993195,22,70,Bacillus subtilis,1423,258,993215,2,6425
NZ_CP115634.1,2366,Elizabethkingia,308865,2313,997534,0,53,Elizabethkingia anophelis,1117645,1385,997534,0,981
NZ_CP085178.1,1816,Pediococcus,1253,1802,998083,1,14,Pediococcus pentosaceus,1255,1789,998083,1,27
NC_001526.4,1207,Alphapapillomavirus,333750,1194,998693,0,13,Alphapapillomavirus 9,337041,1194,998693,0,13
NZ_CP023482.1,1606,Dermabacter,36739,1540,998294,0,66,Dermabacter jinjuensis,1667168,1201,998294,0,405
NZ_CP031057.1,3473,Acidipropionibacterium,1912215,3434,996427,0,39,Acidipropionibacterium acidipropionici,1748,3369,996427,0,104
NC_001489.1,4876,Hepatovirus,12091,4876,995024,0,0,Hepatovirus A,12092,4876,995024,0,0
NZ_CP040235.1,10315,Bifidobacterium,1678,10284,989579,6,31,Bifidobacterium longum,216816,8536,989582,3,1779
NC_076165.1,1128,Simplexvirus,10294,987,998772,0,141,Simplexvirus macacinealpha1,3050305,967,998772,0,161
NC_012756.1,267,Undefined genus in Caudoviricetes,2731619,259,999632,1,8,Streptococcus phage PH10,644007,258,999633,0,9
NZ_CP097775.1,3849,Paenibacillus,44249,3840,996046,5,9,Paenibacillus polymyxa,1406,3469,996048,3,380
NZ_CP036259.1,4719,Sporomusa,2375,4710,995181,0,9,Sporomusa termitida,2377,4707,995181,0,12
NC_001538.1,4288,Betapolyomavirus,1891714,4275,995612,0,13,Betapolyomavirus hominis,1891762,4264,995612,0,24
NZ_CP032364.1,1852,Lachnoanaerobaculum,1164882,1845,998048,0,7,Lachnoanaerobaculum umeaense,617123,1829,998048,0,23
NZ_CP046246.1,1310,Tetragenococcus,51668,1305,998590,0,5,Tetragenococcus halophilus,51669,1291,998590,0,19
NZ_CP047630.1,5818,Lactococcus,1357,5701,994077,5,117,Lactococcus raffinolactis,1366,5516,994082,0,302
NZ_AP025569.1,12241,Lachnoclostridium,1506553,12058,987656,3,183,[Clostridium] scindens,29347,12057,987656,3,184
NZ_CP016839.1,4112,Brochothrix,2755,4091,995788,0,21,Brochothrix thermosphacta,2756,4091,995788,0,21
NZ_CP054494.1,15519,Flavobacterium,237,15423,984376,5,96,Flavobacterium columnare,996,14157,984381,0,1362
NC_000940.1,1971,Sapovirus,95341,1971,997929,0,0,Sapporo virus,95342,1971,997929,0,0
NZ_CP065995.1,638,Leuconostoc,1243,630,999261,1,8,Leuconostoc mesenteroides,1245,603,999261,1,35
NZ_CP029033.1,5088,Actinobaculum,76833,5082,994812,0,6,Actinobaculum sp. 313,2495645,5082,994812,0,6
NZ_CP027400.1,635,Streptobacillus,34104,616,999265,0,19,Streptobacillus moniliformis,34105,616,999265,0,19
NC_001722.1,2872,Lentivirus,11646,2872,997028,0,0,Human immunodeficiency virus 2,11709,2872,997028,0,0
NZ_AP019735.1,252,Alistipes,239759,247,999646,2,5,Alistipes communis,2585118,243,999648,0,9
NZ_CP015348.1,1608,Sporosarcina,1569,1595,998290,2,13,Sporosarcina ureae,1571,1588,998291,1,20
NZ_CP017428.1,13554,Staphylococcus,1279,13506,986326,20,48,Staphylococcus simulans,1286,13396,986345,1,158
NZ_CP034157.1,3531,Cloacibacterium,501783,3472,996369,0,59,Cloacibacterium normanense,237258,3079,996369,0,452
NZ_CP039381.1,1874,Ruminococcus,1263,1869,998026,0,5,Ruminococcus bovis,2564099,1869,998026,0,5
NZ_CP071986.1,2853,Helicobacter,209,2849,997047,0,4,Helicobacter pylori,210,2843,997047,0,10
NZ_CP121769.1,965,Glaesserella,2094023,922,998935,0,43,Glaesserella parasuis,738,920,998935,0,45
NZ_CP013195.1,4713,Hoylesella,2974257,4435,995187,0,278,Hoylesella enoeca,76123,4433,995187,0,280
NZ_CP068112.1,3184,Mobiluncus,2050,3153,996716,0,31,Mobiluncus curtisii,2051,3145,996716,0,39
NZ_CP016843.1,1488,Carnobacterium,2747,1476,998411,1,12,Carnobacterium divergens,2748,1474,998412,0,14
NZ_CP054000.1,1337,Finegoldia,150022,1226,998559,4,111,Finegoldia magna,1260,1226,998559,4,111
NZ_CP072246.1,4658,Phocaeicola,909656,4085,995240,2,573,Phocaeicola dorei,357276,3493,995241,1,1165
NC_011202.1,1488,Mastadenovirus,10509,1488,998412,0,0,Human mastadenovirus B,108098,1488,998412,0,0
NZ_CP040004.1,3704,Candidatus Nanosynbacter,2093823,3688,996196,0,16,Candidatus Nanosynbacter featherlites,2572088,3676,996196,0,28
NZ_CP017042.1,1004,Selenomonas,970,1004,998896,0,0,Selenomonas sp. oral taxon 920,1884263,988,998896,0,16
NZ_CP124202.1,12519,Lysinibacillus,400634,12446,987379,2,73,Lysinibacillus sphaericus,1421,11847,987381,0,672
NZ_CP047311.1,1906,Pseudomonas,286,1898,997988,6,8,Pseudomonas putida,303,323,997994,0,1583
NZ_CP120209.1,495,Chryseobacterium,59732,481,999397,8,14,Chryseobacterium indologenes,253,471,999405,0,24
NZ_CP008849.1,1314,Alteromonas,226,1307,998584,2,7,Alteromonas australica,589873,790,998586,0,524
NZ_CP046315.1,4632,Schaalia,2529408,4620,995244,24,12,Schaalia odontolytica,1660,4607,995245,23,25
NZ_CP072373.1,3296,Prevotella,838,3236,996591,13,60,Prevotella denticola,28129,3044,996602,2,252
NZ_CP098483.1,2966,Stenotrophomonas,40323,2910,996934,0,56,Stenotrophomonas maltophilia,40324,1295,996934,0,1671
NZ_CP009709.1,1695,Heyndrickxia,2837504,1673,998200,5,22,Heyndrickxia coagulans,1398,939,998201,4,756
NZ_CP053315.1,1587,Niallia,2837506,1577,998313,0,10,Niallia circulans,1397,1551,998313,0,36
NZ_CP013334.1,2793,Fusobacterium,848,2763,997103,4,30,Fusobacterium hwasookii,1583098,1887,997107,0,906
NZ_CP050497.1,5948,Treponema,157,5944,993950,2,4,Treponema vincentii,69710,3238,993952,0,2710
NZ_CP030280.1,1080,Blautia,572511,1036,998815,5,44,Blautia argi,1912897,1025,998818,2,55
NZ_CP047591.1,2051,Aminipila,2060094,2049,997849,0,2,Aminipila terrae,2697030,2045,997849,0,6
NZ_CP126076.1,54310,Clostridioides,1870884,52269,945578,12,2041,Clostridioides difficile,1496,52249,945578,12,2061
NZ_CP117966.1,1160,Roseburia,841,1091,998739,1,69,Roseburia hominis,301301,1088,998739,1,72
