read_accession_id,taxid,count
NZ_CP033459.1,2133944,540
NZ_CP033459.1,976,2
NZ_CP036550.1,817,4017
NZ_CP036550.1,816,134
NZ_CP036550.1,997879,5
NZ_CP036550.1,815,34
NZ_CP036550.1,976,17
NZ_CP036550.1,171549,106
NZ_CP036550.1,862962,4
NZ_CP036550.1,371601,1
NZ_CP036550.1,295405,5
NZ_CP036550.1,1288121,1
NZ_CP036550.1,46503,1
NZ_CP036550.1,537011,3
NZ_CP036550.1,717959,1
NZ_CP036550.1,818,1
NZ_CP036550.1,165179,1
NZ_CP036550.1,2650157,1
NZ_CP049272.1,199,852
NZ_CP049272.1,194,1
NZ_CP049272.1,186817,1
NZ_CP049272.1,360104,1
NZ_CP012544.1,204,5551
NZ_CP012544.1,194,43
NZ_CP012544.1,131567,1
NZ_CP012544.1,203,4
NZ_CP012544.1,2561898,1
NZ_CP012544.1,32022,1
NZ_CP012544.1,1094466,1
NZ_CP012544.1,199,2
NZ_CP022386.1,1017,23412
NZ_CP022386.1,1016,248
NZ_CP022386.1,9606,5
NZ_CP022386.1,2545799,8
NZ_CP022386.1,2,1
NZ_CP022386.1,1019,15
NZ_CP022386.1,200644,3
NZ_CP022386.1,2916802,1
NZ_CP022386.1,1161,1
NZ_CP022386.1,976,3
NZ_CP022386.1,45243,2
NZ_CP022386.1,1316596,7
NZ_CP022386.1,1705617,1
NZ_CP022386.1,2708117,1
NZ_CP022386.1,49546,4
NZ_CP022386.1,131567,2
NZ_CP022386.1,1783272,1
NZ_CP022386.1,327575,1
NZ_CP022386.1,1018,1
NZ_CP022386.1,2602769,2
NZ_CP022386.1,2842354,1
NZ_CP022386.1,1316593,1
NZ_CP022386.1,238,1
NZ_CP022386.1,2104,1
NZ_CP022384.1,327575,9290
NZ_CP022384.1,1016,870
NZ_CP022384.1,2545799,51
NZ_CP022384.1,1316596,9
NZ_CP022384.1,45243,1
NZ_CP022384.1,200644,10
NZ_CP022384.1,1017,3
NZ_CP022384.1,1848904,2
NZ_CP022384.1,976,9
NZ_CP022384.1,1316593,2
NZ_CP022384.1,1018,5
NZ_CP022384.1,1624,1
NZ_CP022384.1,2640652,1
NZ_CP022384.1,2708117,2
NZ_CP022384.1,1019,3
NZ_CP022384.1,2,1
NZ_CP022379.1,1019,164
NZ_CP022379.1,45243,1
NZ_CP022379.1,1016,9
NZ_CP028101.1,76856,563
NZ_CP028101.1,525283,8
NZ_CP028101.1,131567,1
NZ_CP028101.1,851,74
NZ_CP028101.1,76859,7
NZ_CP028101.1,469601,1
NZ_CP028101.1,848,67
NZ_CP028101.1,285729,2
NZ_CP028101.1,155615,2
NZ_CP028101.1,469602,1
NZ_CP028101.1,76857,6
NZ_CP028101.1,1583098,2
NZ_CP028101.1,2663009,3
NZ_CP028101.1,671211,3
NZ_CP028101.1,457405,1
NZ_CP024703.1,2663009,177612
NZ_CP024703.1,848,13726
NZ_CP024703.1,1583098,354
NZ_CP024703.1,851,1035
NZ_CP024703.1,285729,148
NZ_CP024703.1,860,515
NZ_CP024703.1,131567,79
NZ_CP024703.1,76859,252
NZ_CP024703.1,469607,31
NZ_CP024703.1,76857,473
NZ_CP024703.1,2,61
NZ_CP024703.1,1307443,12
NZ_CP024703.1,859,32
NZ_CP024703.1,1307427,21
NZ_CP024703.1,9606,164
NZ_CP024703.1,1,9
NZ_CP024703.1,203491,319
NZ_CP024703.1,32067,13
NZ_CP024703.1,861,6
NZ_CP024703.1,2893883,3
NZ_CP024703.1,250,2
NZ_CP024703.1,76856,90
NZ_CP024703.1,1570014,2
NZ_CP024703.1,457405,28
NZ_CP024703.1,1755100,35
NZ_CP024703.1,469601,23
NZ_CP024703.1,671211,50
NZ_CP024703.1,469617,9
NZ_CP024703.1,1307442,39
NZ_CP024703.1,856,22
NZ_CP024703.1,104268,4
NZ_CP024703.1,469602,14
NZ_CP024703.1,2094,2
NZ_CP024703.1,28200,1
NZ_CP024703.1,1653831,4
NZ_CP024703.1,1239,3
NZ_CP024703.1,2764326,10
NZ_CP024703.1,157688,11
NZ_CP024703.1,712361,17
NZ_CP024703.1,1496,5
NZ_CP024703.1,469616,30
NZ_CP024703.1,155615,32
NZ_CP024703.1,2614128,1
NZ_CP024703.1,45363,1
NZ_CP024703.1,1485,4
NZ_CP024703.1,157687,10
NZ_CP024703.1,1301,7
NZ_CP024703.1,3003258,11
NZ_CP024703.1,469,5
NZ_CP024703.1,1307444,6
NZ_CP024703.1,1494,1
NZ_CP024703.1,1628248,7
NZ_CP024703.1,203492,16
NZ_CP024703.1,469615,7
NZ_CP024703.1,97084,1
NZ_CP024703.1,1307428,2
NZ_CP024703.1,1509,1
NZ_CP024703.1,1054034,6
NZ_CP024703.1,2929796,1
NZ_CP024703.1,525283,16
NZ_CP024703.1,498213,1
NZ_CP024703.1,2976127,2
NZ_CP024703.1,1283,1
NZ_CP024703.1,29382,4
NZ_CP024703.1,682998,2
NZ_CP024703.1,49546,2
NZ_CP024703.1,393480,1
NZ_CP024703.1,2653681,1
NZ_CP024703.1,2583452,1
NZ_CP024703.1,1074467,2
NZ_CP024703.1,167539,1
NZ_CP024703.1,1303,1
NZ_CP024703.1,137732,2
NZ_CP024703.1,1348,3
NZ_CP024703.1,77095,2
NZ_CP024703.1,238,3
NZ_CP024703.1,712368,3
NZ_CP024703.1,381764,1
NZ_CP024703.1,647113,1
NZ_CP024703.1,816,1
NZ_CP024703.1,768706,2
NZ_CP024703.1,632773,1
NZ_CP024703.1,470,4
NZ_CP024703.1,188913,1
NZ_CP024703.1,2487064,1
NZ_CP024703.1,2745197,2
NZ_CP024703.1,2770788,1
NZ_CP024703.1,290335,1
NZ_CP024703.1,544448,1
NZ_CP024703.1,2764325,2
NZ_CP024703.1,91061,1
NZ_CP024703.1,2715679,1
NZ_CP024703.1,2989854,1
NZ_CP024703.1,2635829,1
NZ_CP024703.1,491915,1
NZ_CP024703.1,210,1
NZ_CP024703.1,1006576,1
NZ_CP024703.1,2638727,2
NZ_CP024703.1,2115,1
NZ_CP024703.1,687861,1
NZ_CP024703.1,33959,1
NZ_CP024703.1,1855823,1
NZ_CP024703.1,1785996,1
NZ_CP024703.1,51049,1
NZ_CP024703.1,39485,1
NZ_CP024703.1,214888,1
NZ_CP083637.1,1379,149
NZ_CP083637.1,29391,1
NZ_CP083637.1,1378,1
NZ_CP031243.1,726,76
NZ_CP031243.1,724,14
NZ_CP031243.1,727,3
NZ_CP031243.1,1224,1
NZ_AP018768.1,724,58
NZ_AP018768.1,727,216
NZ_AP018768.1,1224,1
NZ_AP018768.1,249188,1
NZ_AP018768.1,729,1
NZ_AP018768.1,712,1
NZ_CP035368.2,729,205748
NZ_CP035368.2,724,3451
NZ_CP035368.2,543,3
NZ_CP035368.2,727,158
NZ_CP035368.2,712,1567
NZ_CP035368.2,615,7
NZ_CP035368.2,1236,191
NZ_CP035368.2,862965,478
NZ_CP035368.2,1224,64
NZ_CP035368.2,416916,41
NZ_CP035368.2,249188,25
NZ_CP035368.2,730,4
NZ_CP035368.2,726,61
NZ_CP035368.2,2866570,3
NZ_CP035368.2,2883106,9
