accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP033459.1,216,Pseudoprevotella,2884814,214,1997470,0,2,Pseudoprevotella muciniphila,2133944,214,1997470,0,2
NZ_CP049272.1,86,Campylobacter,194,84,1997594,6,2,Campylobacter concisus,199,84,1997600,0,2
ACIL03000013.1,173,Catonella,43996,0,1997513,0,173,Catonella morbi,43997,0,1997513,0,173
NC_001464.1,44,Pospiviroid,185753,43,1997642,0,1,Citrus exocortis viroid,12890,34,1997642,0,10
NZ_CP028101.1,36386,Fusobacterium,848,33696,1960952,2,3036,Fusobacterium nucleatum,851,25054,1961299,1,11332
NZ_CP083637.1,86,Gemella,1378,80,1997600,0,6,Gemella haemolysans,1379,80,1997600,0,6
NZ_AP018768.1,173,Haemophilus,724,21718,1975201,69,698,Haemophilus influenzae,727,102,1997501,12,71
NZ_CP038817.1,22243,Haemophilus,724,21718,1975201,69,698,Haemophilus parahaemolyticus,735,21025,1975440,3,1218
NZ_CP036164.1,95240,Janibacter,53457,93303,1902427,19,1937,Janibacter limosus,53458,92196,1902438,8,3044
NZ_LR134378.1,10891,Lautropia,47670,10686,1986795,0,205,Lautropia mirabilis,47671,10686,1986795,0,205
NZ_CP101528.1,14006,Micrococcus,1269,14223,1974369,13,9081,Micrococcus luteus,1270,6581,1983425,255,7425
NZ_CP126965.1,9168,Micrococcus,1269,14223,1974369,13,9081,Micrococcus lylae,1273,0,1988518,0,9168
NZ_CP073114.1,17411,Neisseria,482,14460,1980266,9,2951,Neisseria subflava,28449,1009,1980275,0,16402
NZ_CP092048.1,260,Porphyromonas,836,251,1997423,3,9,Porphyromonas gingivalis,837,251,1997426,0,9
NC_019960.1,38208,Prevotella,838,38165,1958616,1,904,Prevotella dentalis,52227,37382,1959478,0,826
NZ_CP024696.1,645,Prevotella,838,38165,1958616,1,904,Prevotella intermedia,28131,559,1997040,1,86
NZ_CP079201.1,301,Rothia,32207,1098047,890658,273,8708,Rothia dentocariosa,2047,285,1997319,66,16
NZ_CP079822.1,1106454,Rothia,32207,1098047,890658,273,8708,Rothia mucilaginosa,43675,1094357,891068,164,12097
NZ_CP102197.1,358635,Schaalia,2529408,351563,1619250,19801,7072,Schaalia odontolytica,1660,349750,1622362,16689,8885
NC_015875.1,130,Streptococcus,1301,300,1997265,31,90,Streptococcus pseudopneumoniae,257758,66,1997556,0,64
NZ_CP079193.1,86,Streptococcus,1301,300,1997265,31,90,Streptococcus suis,1307,66,1997599,1,20
NZ_CAKAHJ010000001.1,103889,Actinomyces,1654,758,1893635,162,103131,uncultured Actinomyces sp.,249061,0,1893797,0,103889
NZ_CAKOJV010000001.1,346,Fusobacterium,848,33696,1960952,2,3036,uncultured Fusobacterium sp.,159267,0,1997340,0,346
NZ_CANLQP010000001.1,130,Micrococcus,1269,14223,1974369,13,9081,uncultured Micrococcus sp.,114051,0,1997556,0,130
NZ_CAMUES010000001.1,85054,Mobiluncus,2050,11253,1912625,7,73801,uncultured Mobiluncus sp.,293425,0,1912632,0,85054
NZ_CAJTJS010000001.1,216,Prevotella,838,38165,1958616,1,904,uncultured Prevotella sp.,159272,0,1997470,0,216
NZ_CAMNMG010000001.1,174,Streptococcus,1301,300,1997265,31,90,uncultured Streptococcus sp.,83427,0,1997512,0,174
NZ_CALHUL010000006.1,6750,Treponema,157,5307,1990932,4,1443,uncultured Treponema sp.,162155,0,1990936,0,6750
NZ_LR134375.1,259,Veillonella,29465,88095,1907377,24,2190,Veillonella dispar,39778,201,1997233,194,58
NZ_AP022321.1,88988,Veillonella,29465,88095,1907377,24,2190,Veillonella nakazawae,2682456,52695,1908691,7,36293
NZ_CP019721.1,1038,Veillonella,29465,88095,1907377,24,2190,Veillonella parvula,29466,969,1996373,275,69
