read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_LT635457.1,52,root,52,Bacteria,52,Actinomycetota,52,Actinomycetes,52,Actinomycetales,51,Actinomycetaceae,51,Actinomyces,51,Actinomyces pacaensis,51
NZ_CP033459.1,6005,root,5921,Bacteria,5917,Bacteroidota,5911,Bacteroidia,5907,Bacteroidales,5907,Prevotellaceae,5903,Pseudoprevotella,5889,Pseudoprevotella muciniphila,5889
CAKAFU010000002.1,9339,root,916,Bacteria,915,Bacteroidota,858,Bacteroidia,823,Bacteroidales,822,Prevotellaceae,683,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP036550.1,6030,root,5991,Bacteria,5991,Bacteroidota,5989,Bacteroidia,5965,Bacteroidales,5965,Bacteroidaceae,5801,Bacteroides,5770,Bacteroides fragilis,5466
NZ_CP049272.1,1576,root,1532,Bacteria,1532,Campylobacterota,1532,Epsilonproteobacteria,0,Campylobacterales,1532,Campylobacteraceae,1532,Campylobacter,1532,Campylobacter concisus,1517
NZ_CP012544.1,142175,root,138560,Bacteria,138542,Campylobacterota,138459,Epsilonproteobacteria,0,Campylobacterales,138446,Campylobacteraceae,138402,Campylobacter,138402,Campylobacter showae,134128
NZ_CP022386.1,3971,root,3857,Bacteria,3856,Bacteroidota,3854,Flavobacteriia,3852,Flavobacteriales,3852,Flavobacteriaceae,3851,Capnocytophaga,3849,Capnocytophaga gingivalis,3744
NZ_CP022384.1,72967,root,71566,Bacteria,71555,Bacteroidota,71527,Flavobacteriia,71474,Flavobacteriales,71474,Flavobacteriaceae,71362,Capnocytophaga,71312,Capnocytophaga leadbetteri,55548
NZ_CP022379.1,242,root,234,Bacteria,234,Bacteroidota,234,Flavobacteriia,233,Flavobacteriales,233,Flavobacteriaceae,233,Capnocytophaga,233,Capnocytophaga sputigena,215
NZ_CP073092.1,4971,root,4312,Bacteria,4309,Actinomycetota,4292,Actinomycetes,4292,Mycobacteriales,4199,Corynebacteriaceae,4192,Corynebacterium,4192,Corynebacterium tuberculostearicum,3617
NZ_CP018196.1,151,root,143,Bacteria,143,Fusobacteriota,143,Fusobacteriia,143,Fusobacteriales,143,Fusobacteriaceae,143,Fusobacterium,143,Fusobacterium necrophorum,141
NZ_CP028101.1,492,root,454,Bacteria,452,Fusobacteriota,451,Fusobacteriia,451,Fusobacteriales,451,Fusobacteriaceae,450,Fusobacterium,450,Fusobacterium nucleatum,342
NZ_CP024703.1,183666,root,170498,Bacteria,170251,Fusobacteriota,169867,Fusobacteriia,169867,Fusobacteriales,169867,Fusobacteriaceae,168929,Fusobacterium,168833,Fusobacterium pseudoperiodonticum,132477
NZ_CP083637.1,1575,root,1482,Bacteria,1480,Bacillota,1475,Bacilli,1474,Bacillales,1462,unclassified Bacillales family,0,Gemella,1462,Gemella haemolysans,1445
NZ_CP031243.1,1897,root,1883,Bacteria,1882,Pseudomonadota,1876,Gammaproteobacteria,1873,Pasteurellales,1867,Pasteurellaceae,1867,Haemophilus,1839,Haemophilus haemolyticus,1333
NZ_AP018768.1,1346,root,1324,Bacteria,1324,Pseudomonadota,1324,Gammaproteobacteria,1322,Pasteurellales,1319,Pasteurellaceae,1319,Haemophilus,1299,Haemophilus influenzae,782
NZ_CP038817.1,181758,root,179239,Bacteria,179207,Pseudomonadota,179027,Gammaproteobacteria,178762,Pasteurellales,178165,Pasteurellaceae,178165,Haemophilus,176071,Haemophilus parahaemolyticus,172100
NZ_CP035368.2,358892,root,355092,Bacteria,355045,Pseudomonadota,354611,Gammaproteobacteria,354216,Pasteurellales,353036,Pasteurellaceae,353036,Haemophilus,346339,Haemophilus parainfluenzae,330384
NC_001781.1,6,root,6,Viruses,6,Negarnaviricota,6,Monjiviricetes,6,Mononegavirales,6,Pneumoviridae,6,Orthopneumovirus,6,Orthopneumovirus hominis,0
NC_013203.1,78,root,78,Bacteria,78,Actinomycetota,78,Coriobacteriia,78,Coriobacteriales,78,Atopobiaceae,78,Lancefieldella,78,Lancefieldella parvula,78
NZ_LR134378.1,124,root,124,Bacteria,124,Pseudomonadota,124,Betaproteobacteria,122,Burkholderiales,122,Burkholderiaceae,122,Lautropia,122,Lautropia mirabilis,122
NZ_CP101528.1,72,root,72,Bacteria,72,Actinomycetota,72,Actinomycetes,72,Micrococcales,72,Micrococcaceae,71,Micrococcus,68,Micrococcus luteus,34
NZ_CP078113.1,1440,root,1436,Bacteria,1436,Pseudomonadota,1432,Betaproteobacteria,1429,Neisseriales,1429,Neisseriaceae,1428,Neisseria,1404,Neisseria gonorrhoeae,879
NZ_CP030820.1,4352,root,4327,Bacteria,4327,Pseudomonadota,4325,Betaproteobacteria,4271,Neisseriales,4266,Neisseriaceae,4264,Neisseria,4188,Neisseria meningitidis,2537
NZ_CP053939.1,25038,root,24815,Bacteria,24815,Pseudomonadota,24791,Betaproteobacteria,24721,Neisseriales,24706,Neisseriaceae,24684,Neisseria,24228,Neisseria mucosa,19197
NZ_CP073114.1,389322,root,341898,Bacteria,341876,Pseudomonadota,340340,Betaproteobacteria,336596,Neisseriales,335911,Neisseriaceae,335622,Neisseria,324015,Neisseria subflava,23413
NZ_CP092048.1,894,root,888,Bacteria,888,Bacteroidota,888,Bacteroidia,888,Bacteroidales,888,Porphyromonadaceae,869,Porphyromonas,869,Porphyromonas gingivalis,869
NC_019960.1,124,root,123,Bacteria,123,Bacteroidota,123,Bacteroidia,123,Bacteroidales,123,Prevotellaceae,123,Prevotella,123,Prevotella dentalis,122
NZ_CP024696.1,520,root,519,Bacteria,519,Bacteroidota,519,Bacteroidia,509,Bacteroidales,509,Prevotellaceae,492,Prevotella,489,Prevotella intermedia,437
NZ_CP072363.1,2130,root,2115,Bacteria,2115,Bacteroidota,2115,Bacteroidia,2115,Bacteroidales,2115,Prevotellaceae,2108,Prevotella,2108,Prevotella jejuni,1849
AP018050.1,29964,root,29684,Bacteria,29684,Bacteroidota,29682,Bacteroidia,29609,Bacteroidales,29609,Prevotellaceae,28922,Prevotella,28910,Prevotella melaninogenica,27618
NZ_CP072390.1,46,root,46,Bacteria,46,Bacteroidota,46,Bacteroidia,46,Bacteroidales,46,Prevotellaceae,46,Prevotella,46,Prevotella scopos,41
