read_accession_id,taxid,count
NZ_CP033459.1,2133944,10928
NZ_CP033459.1,171552,6
NZ_CP033459.1,2,2
NZ_CP033459.1,976,7
NZ_CP033459.1,171549,2
CAKAFU010000002.1,976,1
CAKAFU010000002.1,712411,1
CAKAFU010000002.1,28132,5
CAKAFU010000002.1,838,11
CAKAFU010000002.1,2,1
CAKAFU010000002.1,28131,6
CAKAFU010000002.1,171549,4
CAKAFU010000002.1,837,3
CAKAFU010000002.1,2861765,1
CAKAFU010000002.1,908937,4
CAKAFU010000002.1,470565,2
CAKAFU010000002.1,1122984,1
CAKAFU010000002.1,28119,2
CAKAFU010000002.1,702439,1
CAKAFU010000002.1,816,1
CAKAFU010000002.1,712471,1
CAKAFU010000002.1,28133,3
CAKAFU010000002.1,28135,1
CAKAFU010000002.1,171552,1
CAKAFU010000002.1,2691580,1
CAKAFU010000002.1,239759,1
CAKAFU010000002.1,674529,1
CAKAFU010000002.1,1607,1
CAKAFU010000002.1,1352,1
NZ_CP036550.1,817,15140
NZ_CP036550.1,171549,319
NZ_CP036550.1,816,406
NZ_CP036550.1,976,59
NZ_CP036550.1,997879,7
NZ_CP036550.1,2650157,1
NZ_CP036550.1,815,104
NZ_CP036550.1,556259,1
NZ_CP036550.1,537011,14
NZ_CP036550.1,2093856,1
NZ_CP036550.1,322095,1
NZ_CP036550.1,2,7
NZ_CP036550.1,371601,1
NZ_CP036550.1,862962,9
NZ_CP036550.1,2709390,4
NZ_CP036550.1,76832,1
NZ_CP036550.1,295405,5
NZ_CP036550.1,838,1
NZ_CP036550.1,818,5
NZ_CP036550.1,387090,1
NZ_CP036550.1,291645,1
NZ_CP036550.1,679937,1
NZ_CP036550.1,823,2
NZ_CP036550.1,28116,1
NZ_CP102541.1,1678,47
NZ_CP102541.1,1682,32
NZ_CP102541.1,216816,36
NZ_CP102541.1,1694,1
NZ_CP049272.1,199,1859
NZ_CP049272.1,194,12
NZ_CP049272.1,360104,5
NZ_CP012544.1,204,139
NZ_CP012544.1,194,3
NZ_CP073092.1,38304,81031
NZ_CP073092.1,1979527,2781
NZ_CP073092.1,1716,3380
NZ_CP073092.1,38290,115
NZ_CP073092.1,169480,15
NZ_CP073092.1,1121364,115
NZ_CP073092.1,2778078,359
NZ_CP073092.1,1717,54
NZ_CP073092.1,38289,13
NZ_CP073092.1,38301,217
NZ_CP073092.1,146827,271
NZ_CP073092.1,698962,22
NZ_CP073092.1,161899,173
NZ_CP073092.1,169292,127
NZ_CP073092.1,1760,1111
NZ_CP073092.1,39791,63
NZ_CP073092.1,1824,3
NZ_CP073092.1,401472,74
NZ_CP073092.1,43771,11
NZ_CP073092.1,43990,33
NZ_CP073092.1,1224163,7
NZ_CP073092.1,187491,28
NZ_CP073092.1,131567,10
NZ_CP073092.1,43770,210
NZ_CP073092.1,38302,3
NZ_CP073092.1,235627,2
NZ_CP073092.1,28211,3
NZ_CP073092.1,172042,7
NZ_CP073092.1,43769,27
NZ_CP073092.1,1072256,11
NZ_CP073092.1,256,1
NZ_CP073092.1,2,81
NZ_CP073092.1,38284,68
NZ_CP073092.1,35757,4
NZ_CP073092.1,2754725,14
NZ_CP073092.1,2080740,13
NZ_CP073092.1,156978,6
NZ_CP073092.1,662755,14
NZ_CP073092.1,161896,26
NZ_CP073092.1,37637,31
NZ_CP073092.1,1697,5
NZ_CP073092.1,38303,22
NZ_CP073092.1,190323,1
NZ_CP073092.1,28028,8
NZ_CP073092.1,2624378,8
NZ_CP073092.1,1719,3
NZ_CP073092.1,1510570,1
NZ_CP073092.1,196164,1
NZ_CP073092.1,1718,16
NZ_CP073092.1,1437875,5
NZ_CP073092.1,2675219,3
NZ_CP073092.1,2709392,7
NZ_CP073092.1,2079535,4
NZ_CP073092.1,585529,2
NZ_CP073092.1,1121353,14
NZ_CP073092.1,2995223,3
NZ_CP073092.1,1415166,2
NZ_CP073092.1,2935861,4
NZ_CP073092.1,2609666,6
NZ_CP073092.1,2080757,3
NZ_CP073092.1,1725,3
NZ_CP073092.1,1,34
NZ_CP073092.1,1267754,4
NZ_CP073092.1,2675218,4
NZ_CP073092.1,2709394,15
NZ_CP073092.1,67304,6
NZ_CP073092.1,1285583,9
NZ_CP073092.1,379,3
NZ_CP073092.1,1232427,9
NZ_CP073092.1,161895,12
NZ_CP073092.1,455432,1
NZ_CP073092.1,2488819,12
NZ_CP073092.1,72000,1
NZ_CP073092.1,2883169,7
NZ_CP073092.1,2768834,3
NZ_CP073092.1,722731,1
NZ_CP073092.1,1874317,1
NZ_CP073092.1,75385,1
NZ_CP073092.1,1437874,7
NZ_CP073092.1,1630135,4
NZ_CP073092.1,9606,2
NZ_CP073092.1,1224,2
NZ_CP073092.1,3017361,2
NZ_CP073092.1,196627,1
NZ_CP073092.1,85007,8
NZ_CP073092.1,47716,1
NZ_CP073092.1,1652495,3
NZ_CP073092.1,2815361,9
NZ_CP073092.1,1224164,5
NZ_CP073092.1,2294034,1
NZ_CP073092.1,931089,5
NZ_CP073092.1,85025,1
NZ_CP073092.1,35755,1
NZ_CP073092.1,161879,5
NZ_CP073092.1,2733571,4
NZ_CP073092.1,251221,1
NZ_CP073092.1,1705,8
NZ_CP073092.1,2763010,3
NZ_CP073092.1,2684405,3
NZ_CP073092.1,699041,4
NZ_CP073092.1,407035,5
NZ_CP073092.1,1783272,1
NZ_CP073092.1,2953890,1
NZ_CP073092.1,571915,6
NZ_CP073092.1,2878391,3
NZ_CP073092.1,2684406,6
NZ_CP073092.1,2493678,1
NZ_CP073092.1,136857,4
NZ_CP073092.1,156976,1
NZ_CP073092.1,2675216,5
NZ_CP073092.1,2719119,4
NZ_CP073092.1,1431546,1
NZ_CP073092.1,36808,2
NZ_CP073092.1,2506452,8
NZ_CP073092.1,543,2
NZ_CP073092.1,2054902,1
NZ_CP073092.1,32008,1
NZ_CP073092.1,1883,2
NZ_CP073092.1,53374,4
NZ_CP073092.1,340322,2
NZ_CP073092.1,526225,1
NZ_CP073092.1,306537,3
NZ_CP073092.1,1224162,1
NZ_CP073092.1,1236,4
NZ_CP073092.1,47763,1
NZ_CP073092.1,2079234,2
NZ_CP073092.1,2626047,1
NZ_CP073092.1,51201,1
NZ_CP073092.1,2714945,1
NZ_CP073092.1,2883205,1
NZ_CP073092.1,1414719,2
NZ_CP073092.1,134034,1
NZ_CP073092.1,858619,1
NZ_CP073092.1,2811781,1
NZ_CP073092.1,477641,1
NZ_CP073092.1,2487892,2
NZ_CP073092.1,68895,1
NZ_CP073092.1,1871034,1
NZ_CP073092.1,1682113,1
NZ_CP073092.1,1050174,5
NZ_CP073092.1,406548,1
NZ_CP073092.1,2071627,2
NZ_CP073092.1,108486,2
NZ_CP073092.1,1223515,1
NZ_CP073092.1,558173,1
NZ_CP073092.1,2886940,1
NZ_CP073092.1,656366,1
NZ_CP073092.1,43768,1
NZ_CP073092.1,201174,1
NZ_CP073092.1,1471400,1
NZ_CP073092.1,37923,1
NZ_CP073092.1,91347,1
NZ_CP073092.1,1590,1
NZ_CP073092.1,1408189,2
NZ_CP073092.1,1827,1
NZ_CP028101.1,76856,149210
NZ_CP028101.1,76857,1764
NZ_CP028101.1,848,16917
NZ_CP028101.1,76859,2159
NZ_CP028101.1,851,19007
NZ_CP028101.1,525283,1662
NZ_CP028101.1,285729,892
NZ_CP028101.1,155615,462
NZ_CP028101.1,1583098,819
NZ_CP028101.1,469607,183
NZ_CP028101.1,671211,921
NZ_CP028101.1,2663009,681
NZ_CP028101.1,143387,25
NZ_CP028101.1,469601,157
NZ_CP028101.1,469602,165
NZ_CP028101.1,1032242,7
NZ_CP028101.1,9606,166
NZ_CP028101.1,457405,142
NZ_CP028101.1,1307442,183
NZ_CP028101.1,1307428,60
NZ_CP028101.1,1755100,54
NZ_CP028101.1,2,83
NZ_CP028101.1,1307444,33
NZ_CP028101.1,1307427,241
NZ_CP028101.1,2635733,1
NZ_CP028101.1,856,15
NZ_CP028101.1,1239,6
NZ_CP028101.1,91353,6
NZ_CP028101.1,1340,3
NZ_CP028101.1,67780,1
NZ_CP028101.1,2764326,4
NZ_CP028101.1,1538644,1
NZ_CP028101.1,469617,11
NZ_CP028101.1,131567,46
NZ_CP028101.1,203492,19
NZ_CP028101.1,469616,36
NZ_CP028101.1,84406,1
NZ_CP028101.1,1729720,4
NZ_CP028101.1,1352,6
NZ_CP028101.1,29380,7
NZ_CP028101.1,1056495,8
NZ_CP028101.1,1679721,1
NZ_CP028101.1,188913,2
NZ_CP028101.1,1288971,15
NZ_CP028101.1,469615,23
NZ_CP028101.1,523794,1
NZ_CP028101.1,203491,14
NZ_CP028101.1,2041210,4
NZ_CP028101.1,1485,7
NZ_CP028101.1,1502,3
NZ_CP028101.1,28072,5
NZ_CP028101.1,860,26
NZ_CP028101.1,2855394,4
NZ_CP028101.1,33033,3
NZ_CP028101.1,286,1
NZ_CP028101.1,1967665,1
NZ_CP028101.1,36845,5
NZ_CP028101.1,729,2
NZ_CP028101.1,2183,2
NZ_CP028101.1,250,1
NZ_CP028101.1,542,1
NZ_CP028101.1,2724135,2
NZ_CP028101.1,167539,2
NZ_CP028101.1,53558,2
NZ_CP028101.1,2893885,2
NZ_CP028101.1,1921549,1
NZ_CP028101.1,1016,1
NZ_CP028101.1,272123,4
NZ_CP028101.1,549298,3
NZ_CP028101.1,1307443,24
NZ_CP028101.1,584,2
NZ_CP028101.1,2726954,1
NZ_CP028101.1,109328,8
NZ_CP028101.1,2027857,1
NZ_CP028101.1,263,2
NZ_CP028101.1,859,14
NZ_CP028101.1,572544,3
NZ_CP028101.1,1496,2
NZ_CP028101.1,2808900,4
NZ_CP028101.1,1,1
NZ_CP028101.1,1236,5
NZ_CP028101.1,1783272,4
NZ_CP028101.1,2893886,2
NZ_CP028101.1,2672570,3
NZ_CP028101.1,1870884,4
NZ_CP028101.1,2795738,3
NZ_CP028101.1,2791982,3
NZ_CP028101.1,1785996,1
NZ_CP028101.1,1386,1
NZ_CP028101.1,2739061,1
NZ_CP028101.1,255507,4
NZ_CP028101.1,136849,3
NZ_CP028101.1,2843447,1
NZ_CP028101.1,697331,1
NZ_CP028101.1,32067,1
NZ_CP028101.1,2814655,6
NZ_CP028101.1,1904463,2
NZ_CP028101.1,199,8
NZ_CP028101.1,218144,2
NZ_CP028101.1,1071679,2
NZ_CP028101.1,187304,1
NZ_CP028101.1,71237,1
NZ_CP028101.1,386415,1
NZ_CP028101.1,1855823,1
NZ_CP028101.1,2703787,1
NZ_CP028101.1,623,1
NZ_CP028101.1,2095,3
NZ_CP028101.1,861,2
NZ_CP028101.1,544448,1
NZ_CP028101.1,641107,1
NZ_CP028101.1,152331,1
NZ_CP028101.1,324925,1
NZ_CP028101.1,2478552,1
NZ_CP028101.1,1870984,1
NZ_CP028101.1,373672,1
NZ_CP028101.1,758820,1
NZ_CP028101.1,2507161,1
NZ_CP028101.1,2113,1
NZ_CP028101.1,33945,1
NZ_CP028101.1,149016,1
NZ_CP028101.1,573,1
NZ_CP028101.1,1534,1
NZ_CP028101.1,213849,1
NZ_CP028101.1,695562,1
NZ_CP028101.1,526224,1
NZ_CP028101.1,1279,1
NZ_CP028101.1,2066483,1
NZ_CP024703.1,2663009,311
NZ_CP024703.1,848,22
NZ_CP024703.1,851,1
NZ_CP024703.1,131567,1
NZ_CP024703.1,1583098,1
NZ_CP024703.1,76859,1
NZ_CP083637.1,1379,1483
NZ_CP083637.1,1378,10
NZ_CP083637.1,29391,1
NZ_CP083637.1,9606,2
NZ_CP083637.1,1783272,2
NZ_CP083637.1,1032242,1
NZ_CP083637.1,1239,1
NZ_CP031243.1,726,1296
NZ_CP031243.1,724,153
NZ_CP031243.1,727,10
NZ_CP031243.1,735,1
NZ_CP031243.1,1224,2
NZ_CP031243.1,1236,2
NZ_CP031243.1,712,10
NZ_CP031243.1,1443036,1
NZ_CP031243.1,712310,1
NZ_CP031243.1,2,1
NZ_CP031243.1,750,1
NZ_AP018768.1,727,64082
NZ_AP018768.1,724,15832
NZ_AP018768.1,1224,49
NZ_AP018768.1,712,412
NZ_AP018768.1,595,1
NZ_AP018768.1,725,21
NZ_AP018768.1,726,271
NZ_AP018768.1,712310,59
NZ_AP018768.1,1236,52
NZ_AP018768.1,1,18
NZ_AP018768.1,729,94
NZ_AP018768.1,1334187,14
NZ_AP018768.1,262728,9
NZ_AP018768.1,714,6
NZ_AP018768.1,672,14
NZ_AP018768.1,9606,30
NZ_AP018768.1,281310,29
NZ_AP018768.1,1232659,48
NZ_AP018768.1,292486,1
NZ_AP018768.1,935897,1
NZ_AP018768.1,28141,1
NZ_AP018768.1,1295140,8
NZ_AP018768.1,2,6
NZ_AP018768.1,197575,6
NZ_AP018768.1,543,1
NZ_AP018768.1,735,2
NZ_AP018768.1,75984,2
NZ_AP018768.1,747,3
NZ_AP018768.1,955,2
NZ_AP018768.1,562,3
NZ_AP018768.1,754256,1
NZ_AP018768.1,32257,1
NZ_AP018768.1,866630,1
NZ_AP018768.1,730,1
NZ_AP018768.1,732,2
NZ_AP018768.1,109472,3
NZ_AP018768.1,131567,1
NZ_AP018768.1,754255,1
NZ_AP018768.1,1249526,1
NZ_AP018768.1,249188,3
NZ_AP018768.1,731,2
NZ_AP018768.1,862964,2
NZ_AP018768.1,573,1
NZ_AP018768.1,51161,1
NZ_AP018768.1,1507522,1
NZ_AP018768.1,1443036,2
NZ_AP018768.1,738,1
NZ_AP018768.1,262727,1
NZ_AP018768.1,482,1
