read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_LT635457.1,3503,root,3497,Bacteria,3497,Actinomycetota,3496,Actinomycetes,3496,Actinomycetales,3491,Actinomycetaceae,3491,Actinomyces,3471,Actinomyces pacaensis,3471
NZ_CAKAHJ010000001.1,23001,root,5947,Bacteria,5936,Actinomycetota,5735,Actinomycetes,5725,Actinomycetales,4683,Actinomycetaceae,4683,Actinomyces,174,uncultured Actinomyces sp.,0
NZ_CP124548.1,11888,root,2981,Bacteria,2965,Actinomycetota,2796,Actinomycetes,2784,Actinomycetales,2003,Actinomycetaceae,2003,Actinomyces,1971,Actinomyces israelii,0
NZ_CP012072.1,15976,root,15820,Bacteria,15820,Actinomycetota,15810,Actinomycetes,15810,Actinomycetales,15779,Actinomycetaceae,15779,Schaalia,15724,Schaalia meyeri,15613
NZ_CP033459.1,25919,root,25546,Bacteria,25541,Bacteroidota,25531,Bacteroidia,25497,Bacteroidales,25497,Prevotellaceae,25488,Pseudoprevotella,25444,Pseudoprevotella muciniphila,25444
CAKAFU010000002.1,3421,root,372,Bacteria,371,Bacteroidota,349,Bacteroidia,338,Bacteroidales,338,Prevotellaceae,283,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP032823.1,6213,root,5697,Bacteria,5696,Campylobacterota,5680,Epsilonproteobacteria,0,Campylobacterales,5680,Arcobacteraceae,5666,Aliarcobacter,5598,Aliarcobacter cryaerophilus,5407
NZ_CP036550.1,852,root,846,Bacteria,846,Bacteroidota,846,Bacteroidia,846,Bacteroidales,846,Bacteroidaceae,830,Bacteroides,821,Bacteroides fragilis,781
NZ_CP040630.1,10076,root,9991,Bacteria,9991,Bacteroidota,9981,Bacteroidia,9885,Bacteroidales,9885,Bacteroidaceae,9114,Bacteroides,9062,Bacteroides sp. PHL 2737,23
NZ_CP102541.1,332,root,330,Bacteria,330,Actinomycetota,330,Actinomycetes,330,Bifidobacteriales,330,Bifidobacteriaceae,330,Bifidobacterium,329,Bifidobacterium longum,139
NZ_CP049272.1,13544,root,13167,Bacteria,13166,Campylobacterota,13159,Epsilonproteobacteria,0,Campylobacterales,13156,Campylobacteraceae,13151,Campylobacter,13151,Campylobacter concisus,13027
NZ_CP082871.1,6872,root,5843,Bacteria,5836,Campylobacterota,5816,Epsilonproteobacteria,0,Campylobacterales,5816,Campylobacteraceae,5813,Campylobacter,5813,Campylobacter hominis,5730
NZ_CP012544.1,5567,root,5409,Bacteria,5409,Campylobacterota,5408,Epsilonproteobacteria,0,Campylobacterales,5408,Campylobacteraceae,5407,Campylobacter,5407,Campylobacter showae,5269
NZ_CALGPY010000005.1,1520,root,841,Bacteria,841,Campylobacterota,834,Epsilonproteobacteria,0,Campylobacterales,834,Campylobacteraceae,833,Campylobacter,833,uncultured Campylobacter sp.,0
NZ_CP022386.1,6783,root,6623,Bacteria,6622,Bacteroidota,6615,Flavobacteriia,6612,Flavobacteriales,6612,Flavobacteriaceae,6609,Capnocytophaga,6605,Capnocytophaga gingivalis,6411
NZ_CP022384.1,6731,root,6593,Bacteria,6591,Bacteroidota,6587,Flavobacteriia,6583,Flavobacteriales,6583,Flavobacteriaceae,6572,Capnocytophaga,6569,Capnocytophaga leadbetteri,5129
NZ_CP022379.1,7320,root,7183,Bacteria,7183,Bacteroidota,7180,Flavobacteriia,7176,Flavobacteriales,7176,Flavobacteriaceae,7155,Capnocytophaga,7152,Capnocytophaga sputigena,6300
ACIL03000013.1,9916,root,241,Bacteria,238,Bacillota,179,Clostridia,136,Eubacteriales,130,Lachnospiraceae,76,Catonella,0,Catonella morbi,0
NC_001464.1,11068,root,10952,Viruses,10952,unclassified Viruses phylum,0,unclassified Viruses class,0,unclassified Viruses order,0,Pospiviroidae,10952,Pospiviroid,10952,Citrus exocortis viroid,9632
NZ_CP073092.1,15408,root,13445,Bacteria,13435,Actinomycetota,13377,Actinomycetes,13377,Mycobacteriales,13096,Corynebacteriaceae,13079,Corynebacterium,13079,Corynebacterium tuberculostearicum,11226
NZ_CP101133.1,18557,root,18487,Bacteria,18487,Actinomycetota,18473,Actinomycetes,18472,Mycobacteriales,18455,Corynebacteriaceae,18444,Corynebacterium,18444,Corynebacterium pseudotuberculosis,18109
NZ_CP100372.1,4234,root,3482,Bacteria,3482,Actinomycetota,3472,Actinomycetes,3472,Mycobacteriales,3447,Corynebacteriaceae,3447,Corynebacterium,3447,Corynebacterium pseudodiphtheriticum,2900
NZ_CP063195.1,18630,root,18554,Bacteria,18554,Actinomycetota,18438,Actinomycetes,18437,Mycobacteriales,18014,Corynebacteriaceae,17998,Corynebacterium,17998,Corynebacterium jeikeium,17156
NZ_CP100361.1,3763,root,3521,Bacteria,3520,Actinomycetota,3511,Actinomycetes,3511,Mycobacteriales,3487,Corynebacteriaceae,3485,Corynebacterium,3485,Corynebacterium propinquum,3149
NZ_CP024931.1,3693,root,3678,Bacteria,3673,Actinomycetota,3656,Actinomycetes,3656,Mycobacteriales,3606,Corynebacteriaceae,3606,Corynebacterium,3606,Corynebacterium striatum,3252
NZ_AP027140.1,1817,root,1750,Bacteria,1750,Actinomycetota,1747,Actinomycetes,1747,Mycobacteriales,1745,Corynebacteriaceae,1745,Corynebacterium,1745,Corynebacterium ulcerans,1602
NC_001472.1,15240,root,15199,Viruses,15198,Pisuviricota,15198,Pisoniviricetes,15198,Picornavirales,15198,Picornaviridae,15198,Enterovirus,15198,Enterovirus B,15189
MT157224.1,1772,root,35,Viruses,35,Pisuviricota,35,Pisoniviricetes,35,Picornavirales,35,Picornaviridae,35,Enterovirus,35,Human rhinovirus sp.,0
NC_038311.1,16308,root,15988,Viruses,15987,Pisuviricota,15987,Pisoniviricetes,15987,Picornavirales,15987,Picornaviridae,15987,Enterovirus,15987,Rhinovirus A,15987
NC_009996.1,12750,root,12720,Viruses,12720,Pisuviricota,12720,Pisoniviricetes,12720,Picornavirales,12720,Picornaviridae,12720,Enterovirus,12720,Rhinovirus C,12720
OQ842458.1,7418,root,330,Viruses,330,Pisuviricota,330,Pisoniviricetes,330,Picornavirales,330,Picornaviridae,330,Enterovirus,329,Enterovirus B,82
NC_038307.1,5920,root,5885,Viruses,5885,Pisuviricota,5885,Pisoniviricetes,5885,Picornavirales,5885,Picornaviridae,5885,Enterovirus,5885,Enterovirus B,5866
OQ842451.1,13924,root,838,Viruses,837,Pisuviricota,837,Pisoniviricetes,837,Picornavirales,837,Picornaviridae,837,Enterovirus,836,Enterovirus B,281
OQ919261.1,2718,root,148,Viruses,148,Pisuviricota,148,Pisoniviricetes,148,Picornavirales,148,Picornaviridae,148,Enterovirus,148,Enterovirus B,70
