accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
CP097095.1,166,Actinomyces,1654,26285,962518,12,11185,Actinomyces graevenitzii,55565,0,999834,0,166
NZ_LT635457.1,26273,Actinomyces,1654,26285,962518,12,11185,Actinomyces pacaensis,1852377,26203,973710,17,70
NZ_CP033459.1,6702,Pseudoprevotella,2884814,6689,993286,12,13,Pseudoprevotella muciniphila,2133944,6689,993286,12,13
CAKAFU010000002.1,7291,Alloprevotella,1283313,0,992709,0,7291,Alloprevotella tannerae,76122,0,992709,0,7291
NZ_CP032823.1,83723,Aliarcobacter,2321111,82287,916276,1,1436,Aliarcobacter cryaerophilus,28198,81398,916277,0,2325
NZ_CP036550.1,304,Bacteroides,816,291,999504,192,13,Bacteroides fragilis,817,281,999679,17,23
NZ_CP102541.1,10598,Bifidobacterium,1678,10594,989388,14,4,Bifidobacterium longum,216816,6041,989400,2,4557
NZ_CP049272.1,7164,Campylobacter,194,7289,992663,7,41,Campylobacter concisus,199,7116,992836,0,48
NZ_CP082871.1,62,Campylobacter,194,7289,992663,7,41,Campylobacter hominis,76517,58,999938,0,4
NZ_CP028101.1,41708,Fusobacterium,848,41452,958250,0,298,Fusobacterium nucleatum,851,30253,958292,0,11455
NZ_AP018768.1,167626,Haemophilus,724,173402,824920,2,1676,Haemophilus influenzae,727,130135,832370,4,37491
NZ_CP038817.1,7452,Haemophilus,724,173402,824920,2,1676,Haemophilus parahaemolyticus,735,7303,992539,9,149
NZ_LR134378.1,6048,Lautropia,47670,6036,993952,0,12,Lautropia mirabilis,47671,6036,993952,0,12
NC_013203.1,587,Lancefieldella,2767353,586,999413,0,1,Lancefieldella parvula,1382,586,999413,0,1
NZ_AP019829.2,395,Leptotrichia,32067,391,999603,2,4,Leptotrichia wadei,157687,352,999605,0,43
NZ_CP101528.1,221,Micrococcus,1269,44927,951051,3,4019,Micrococcus luteus,1270,139,999213,566,82
NZ_CP014234.1,39,Moraxella,475,39,999959,2,0,Moraxella osloensis,34062,36,999960,1,3
NC_019960.1,1783,Prevotella,838,11679,972398,574,15349,Prevotella dentalis,52227,1761,998197,20,22
NZ_CP024696.1,337,Prevotella,838,11679,972398,574,15349,Prevotella intermedia,28131,314,999545,118,23
NZ_CP072363.1,9386,Prevotella,838,11679,972398,574,15349,Prevotella jejuni,1177574,8802,990582,32,584
NZ_CP072390.1,73,Prevotella,838,11679,972398,574,15349,Prevotella scopos,589437,68,999922,5,5
NZ_CP079201.1,169,Rothia,32207,106687,893129,47,137,Rothia dentocariosa,2047,167,999819,12,2
NZ_CP079822.1,106655,Rothia,32207,106687,893129,47,137,Rothia mucilaginosa,43675,106399,893329,16,256
NZ_CP102197.1,175067,Schaalia,2529408,174037,820256,4677,1030,Schaalia odontolytica,1660,173549,822456,2477,1518
NZ_CP012071.1,130,Selenomonas,970,177,999823,0,0,Selenomonas sp. oral taxon 478,712538,114,999870,0,16
NZ_CP012646.1,21110,Streptococcus,1301,57312,942242,11,435,Streptococcus mitis,28037,16724,978809,81,4386
NZ_CP060204.1,47,Selenomonas,970,177,999823,0,0,Selenomonas timonae,2754044,45,999953,0,2
NZ_CP102583.1,36242,Streptococcus,1301,57312,942242,11,435,Streptococcus pneumoniae,1313,30410,963626,132,5832
NZ_CP079193.1,104,Streptococcus,1301,57312,942242,11,435,Streptococcus suis,1307,86,999888,8,18
NZ_CP009227.1,83,Treponema,157,14679,982813,4,2504,Treponema sp. OMZ 838,1539298,29,999917,0,54
NZ_CAKAHJ010000001.1,11031,Actinomyces,1654,26285,962518,12,11185,uncultured Actinomyces sp.,249061,0,988969,0,11031
NZ_CALGPY010000005.1,104,Campylobacter,194,7289,992663,7,41,uncultured Campylobacter sp.,218934,0,999896,0,104
NZ_CAKOJV010000001.1,42,Fusobacterium,848,41452,958250,0,298,uncultured Fusobacterium sp.,159267,0,999958,0,42
NZ_CANLQP010000001.1,48725,Micrococcus,1269,44927,951051,3,4019,uncultured Micrococcus sp.,114051,0,951275,0,48725
NZ_CAMUES010000001.1,3315,Mobiluncus,2050,2776,996683,2,539,uncultured Mobiluncus sp.,293425,0,996685,0,3315
NZ_CABPWA010000001.1,104,Peptostreptococcus,1257,0,999896,0,104,uncultured Peptostreptococcus sp.,169971,0,999896,0,104
NZ_CAJTJS010000001.1,15449,Prevotella,838,11679,972398,574,15349,uncultured Prevotella sp.,159272,0,984551,0,15449
NZ_CAMNMG010000001.1,291,Streptococcus,1301,57312,942242,11,435,uncultured Streptococcus sp.,83427,0,999709,0,291
NZ_CALHUL010000006.1,17100,Treponema,157,14679,982813,4,2504,uncultured Treponema sp.,162155,0,982900,0,17100
NZ_CP020566.1,155471,Veillonella,29465,186002,813706,0,292,Veillonella atypica,39777,152596,844515,14,2875
NZ_LR134375.1,30161,Veillonella,29465,186002,813706,0,292,Veillonella dispar,39778,25979,969826,13,4182
NZ_AP022321.1,130,Veillonella,29465,186002,813706,0,292,Veillonella nakazawae,2682456,97,999838,32,33
NZ_CP019721.1,462,Veillonella,29465,186002,813706,0,292,Veillonella parvula,29466,454,999347,191,8
NZ_JAGZUH010000001.1,70,Veillonella,29465,186002,813706,0,292,Veillonella sp.,1926307,0,999930,0,70
