read_accession_id,taxid,count
NZ_CP071986.1,210,3965
NZ_CP071986.1,866344,4
NZ_CP071986.1,869727,34
NZ_CP071986.1,1321940,9
NZ_CP071986.1,907239,43
NZ_CP071986.1,907240,42
NZ_CP071986.1,1163743,14
NZ_CP071986.1,1248726,12
NZ_CP071986.1,907237,7
NZ_CP071986.1,765964,6
NZ_CP071986.1,693745,5
NZ_CP071986.1,1055531,5
NZ_CP071986.1,1382925,6
NZ_CP071986.1,866346,7
NZ_CP071986.1,1163742,30
NZ_CP071986.1,1163739,6
NZ_CP071986.1,585538,6
NZ_CP071986.1,1055532,18
NZ_CP071986.1,592205,24
NZ_CP071986.1,102611,16
NZ_CP071986.1,1055530,10
NZ_CP071986.1,637913,8
NZ_CP071986.1,765963,10
NZ_CP071986.1,1382923,3
NZ_CP071986.1,1055529,15
NZ_CP071986.1,765962,13
NZ_CP071986.1,907238,12
NZ_CP071986.1,1321939,19
NZ_CP071986.1,985080,12
NZ_CP071986.1,1382924,3
NZ_CP071986.1,1248725,2
NZ_CP071986.1,1055528,6
NZ_CP071986.1,85963,8
NZ_CP071986.1,1426844,17
NZ_CP071986.1,1055527,18
NZ_CP071986.1,1382922,3
NZ_CP071986.1,1382926,2
NZ_CP071986.1,866345,4
NZ_CP071986.1,1234365,2
NZ_CP071986.1,357544,10
NZ_CP071986.1,563041,1
NZ_CP071986.1,1163741,1
NZ_CP071986.1,985081,1
NZ_CP071986.1,290847,2
NZ_CP071986.1,102608,2
NZ_CP071986.1,1321941,1
NZ_CP071986.1,512562,2
NZ_CP071986.1,1163740,1
NZ_CP071986.1,1382927,1
NZ_CP068103.1,54005,3621
NZ_CP068103.1,1737404,30
NZ_CP068103.1,1570339,44
NZ_CP068103.1,1852374,4
NZ_CP068103.1,1239,22
NZ_CP068103.1,2,17
NZ_CP068103.1,1582879,1
NZ_CP068103.1,33037,1
NZ_CP068103.1,3036303,2
NZ_CP068103.1,1287640,14
NZ_CP068103.1,99822,3
NZ_CP068103.1,3079303,1
NZ_CP068103.1,186826,5
NZ_CP068103.1,40091,1
NZ_CP068103.1,162289,2
NZ_CP068103.1,515622,1
NZ_CP068103.1,1351,5
NZ_CP068103.1,51665,1
NZ_CP068103.1,2976809,1
NZ_CP068103.1,370554,2
NZ_CP068103.1,2675233,1
NZ_CP068103.1,165779,1
NZ_CP068103.1,1236,1
NZ_CP068103.1,1870984,1
NZ_CP068103.1,119602,1
NZ_CP068103.1,44009,1
NZ_CP068103.1,1314,4
NZ_CP068103.1,1352,1
NZ_CP068103.1,525919,2
NZ_CP068103.1,564,1
NZ_CP068103.1,861,1
NZ_CP068103.1,561,1
NZ_CP054018.1,2047,146576
NZ_CP054018.1,762948,102
NZ_CP054018.1,172042,21
NZ_CP054018.1,32207,367
NZ_CP054018.1,3052086,2
NZ_CP054018.1,1660,44
NZ_CP054018.1,1760,211
NZ_CP054018.1,1301,1
NZ_CP054018.1,1783272,17
NZ_CP054018.1,29394,37
NZ_CP054018.1,1276,7
NZ_CP054018.1,3049799,2
NZ_CP054018.1,2,46
NZ_CP054018.1,33039,1
NZ_CP054018.1,521392,1
NZ_CP054018.1,1888,1
NZ_CP054018.1,57704,1
NZ_CP054018.1,3036302,1
NZ_CP054018.1,35753,1
NZ_CP054018.1,186826,4
NZ_CP054018.1,57493,1
NZ_CP054018.1,1682,4
NZ_CP054018.1,1716,1
NZ_CP054018.1,43675,4
NZ_CP054018.1,1813,1
NZ_CP054018.1,2736649,1
NZ_CP054018.1,186817,3
NZ_CP054018.1,1311,2
NZ_CP054018.1,1482,1
NZ_CP054018.1,1774216,1
NZ_CP054018.1,84595,1
NZ_CP054018.1,2782167,1
NZ_CP054018.1,407035,1
NZ_CP054018.1,712270,1
NZ_CP054018.1,42858,1
NZ_CP054018.1,2548456,1
NZ_CP054018.1,396015,2
NZ_CP054018.1,2873270,3
NZ_CP054018.1,1883,4
