read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP015905.2,4238,root,4238,Bacteria,4201,Bacillota,4162,Bacilli,4160,Lactobacillales,4157,Streptococcaceae,4125,Lactococcus,4123,Lactococcus lactis,3465
NZ_CP012069.2,69401,root,69363,Bacteria,69360,Actinomycetota,69359,Coriobacteriia,69359,Coriobacteriales,69357,Atopobiaceae,69355,Olsenella,69351,Olsenella sp. oral taxon 807,69339
NZ_CP032364.1,5784,root,5783,Bacteria,5783,Bacillota,5778,Clostridia,5766,Eubacteriales,0,Lachnospiraceae,5763,Lachnoanaerobaculum,5763,Lachnoanaerobaculum umeaense,5725
NZ_CP031057.1,7156,root,7155,Bacteria,7155,Actinomycetota,7155,Actinomycetes,7155,Propionibacteriales,7103,Propionibacteriaceae,7103,Acidipropionibacterium,7068,Acidipropionibacterium acidipropionici,6913
NZ_CP008849.1,2013,root,2013,Bacteria,2013,Pseudomonadota,2013,Gammaproteobacteria,2013,Alteromonadales,2013,Alteromonadaceae,2013,Alteromonas,2012,Alteromonas australica,1180
NZ_CP014150.1,10433,root,10387,Bacteria,10359,Bacillota,10355,Clostridia,10338,Eubacteriales,1,Peptostreptococcaceae,10328,Paeniclostridium,0,Paeniclostridium sordellii,10191
NZ_CP019668.1,14780,root,14778,Bacteria,14776,Pseudomonadota,14774,Betaproteobacteria,14767,Burkholderiales,14759,Burkholderiaceae,14747,Burkholderia,14690,Burkholderia cenocepacia,6370
NZ_CP029462.1,16708,root,16707,Bacteria,16707,Bacillota,16650,Negativicutes,16578,Veillonellales,16575,Veillonellaceae,16575,Megasphaera,16573,Megasphaera stantonii,16522
NZ_CP034157.1,7818,root,7800,Bacteria,7794,Bacteroidota,7793,Flavobacteriia,7785,Flavobacteriales,7785,Weeksellaceae,7778,Cloacibacterium,7704,Cloacibacterium normanense,6742
NZ_CP125315.1,9647,root,9646,Bacteria,9640,Bacillota,9634,Bacilli,9634,Lactobacillales,9613,Lactobacillaceae,9601,Lacticaseibacillus,9592,Lacticaseibacillus rhamnosus,9480
NZ_CP026548.1,622,root,622,Bacteria,622,Bacillota,620,Clostridia,619,Eubacteriales,616,Oscillospiraceae,616,Faecalibacterium,612,Faecalibacterium prausnitzii,569
NZ_CP017038.2,2946,root,2946,Bacteria,2946,Bacteroidota,2946,Bacteroidia,2946,Bacteroidales,2946,Tannerellaceae,2945,Tannerella,2945,Tannerella serpentiformis,2945
NZ_CP017042.1,9485,root,9485,Bacteria,9485,Bacillota,9485,Negativicutes,9483,Selenomonadales,9483,Selenomonadaceae,9483,Selenomonas,9483,Selenomonas sp. oral taxon 920,9370
NZ_AP019822.1,13370,root,13243,Bacteria,13196,Fusobacteriota,13184,Fusobacteriia,13184,Fusobacteriales,13184,Leptotrichiaceae,13180,Pseudoleptotrichia,13165,Pseudoleptotrichia goodfellowii,13165
NZ_CP123971.1,13260,root,13252,Bacteria,13250,Bacillota,13223,Bacilli,13221,Lactobacillales,13107,Lactobacillaceae,13091,Ligilactobacillus,13049,Ligilactobacillus salivarius,13008
NZ_CP013195.1,8876,root,8876,Bacteria,8876,Bacteroidota,8876,Bacteroidia,8875,Bacteroidales,8875,Prevotellaceae,8780,Hoylesella,8364,Hoylesella enoeca,8363
NZ_CP027234.1,1775,root,1774,Bacteria,1774,Bacteroidota,1774,Bacteroidia,1774,Bacteroidales,1774,Bacteroidaceae,1718,Bacteroides,1716,Bacteroides heparinolyticus,1622
NZ_CP066811.1,975,root,971,Bacteria,970,Bacillota,970,Clostridia,967,Eubacteriales,0,Peptostreptococcaceae,965,Peptacetobacter,964,Peptacetobacter hiranonis,964
NZ_CP028105.1,1028,root,1023,Bacteria,1019,Fusobacteriota,1017,Fusobacteriia,1017,Fusobacteriales,1017,Fusobacteriaceae,1017,Fusobacterium,1014,Fusobacterium ulcerans,967
NZ_AP025575.1,7638,root,7638,Bacteria,7637,Actinomycetota,7624,Coriobacteriia,7624,Eggerthellales,7621,Eggerthellaceae,7621,Eggerthella,7608,Eggerthella lenta,7439
NZ_CP065983.1,11559,root,11558,Bacteria,11558,Pseudomonadota,11558,Gammaproteobacteria,11556,Pasteurellales,11526,Pasteurellaceae,11526,Aggregatibacter,11397,Aggregatibacter segnis,9648
NZ_CP116810.1,2892,root,2891,Bacteria,2891,Pseudomonadota,2891,Alphaproteobacteria,2891,Hyphomicrobiales,2891,Nitrobacteraceae,2888,Rhodopseudomonas,2879,Rhodopseudomonas palustris,2876
NZ_CP033459.1,2941,root,2941,Bacteria,2941,Bacteroidota,2941,Bacteroidia,2938,Bacteroidales,2938,Prevotellaceae,2936,Pseudoprevotella,2935,Pseudoprevotella muciniphila,2935
NZ_CP014162.1,4903,root,4903,Bacteria,4903,Bacillota,4887,Bacilli,4887,Lactobacillales,4883,Aerococcaceae,4872,Aerococcus,4865,Aerococcus urinaeequi,4693
NZ_CP124126.1,11122,root,11103,Bacteria,11100,Bacteroidota,11098,Flavobacteriia,11098,Flavobacteriales,11098,Flavobacteriaceae,11096,Capnocytophaga,11095,Capnocytophaga canimorsus,10851
NZ_CP072042.1,72377,root,72373,Bacteria,72371,Verrucomicrobiota,72357,Verrucomicrobiae,72356,Verrucomicrobiales,72356,Akkermansiaceae,72354,Akkermansia,72354,Akkermansia muciniphila,70117
