read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP054494.1,7489,root,7482,Bacteria,7482,Bacteroidota,7482,Flavobacteriia,7482,Flavobacteriales,7482,Flavobacteriaceae,7482,Flavobacterium,7480,Flavobacterium columnare,7242
NZ_CP012672.1,14244,root,14240,Bacteria,14238,Myxococcota,14222,unclassified Myxococcota class,0,Polyangiales,14222,Polyangiaceae,14222,Sorangium,14222,Sorangium cellulosum,2255
NZ_CP029033.1,6133,root,6133,Bacteria,6133,Actinomycetota,6133,Actinomycetes,6133,Actinomycetales,6133,Actinomycetaceae,6133,Actinobaculum,6132,Actinobaculum sp. 313,6132
NZ_CP032819.1,4012,root,4012,Bacteria,4011,Bacteroidota,4000,Bacteroidia,3980,Bacteroidales,3980,Odoribacteraceae,3567,Butyricimonas,3567,Butyricimonas faecalis,3564
NZ_CP027228.1,15998,root,15998,Bacteria,15998,Bacillota,15998,Clostridia,15963,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,15961,Mogibacterium diversum,15916
NZ_CP040915.1,51572,root,51571,Bacteria,51571,Actinomycetota,51571,Actinomycetes,51571,Micrococcales,51568,Bogoriellaceae,51555,Georgenia,51555,Georgenia yuyongxinii,51545
NZ_CP066811.1,4209,root,4209,Bacteria,4207,Bacillota,4207,Clostridia,4194,Eubacteriales,0,Peptostreptococcaceae,4189,Peptacetobacter,4181,Peptacetobacter hiranonis,4181
NZ_CP116810.1,50157,root,50156,Bacteria,50156,Pseudomonadota,50155,Alphaproteobacteria,50154,Hyphomicrobiales,50142,Nitrobacteraceae,50137,Rhodopseudomonas,50115,Rhodopseudomonas palustris,50097
NZ_CP017761.1,31880,root,31878,Bacteria,31878,Bacillota,31871,Bacilli,31871,Lactobacillales,31808,Carnobacteriaceae,31628,Marinilactibacillus,31484,Marinilactibacillus sp. 15R,31484
NZ_CP050497.1,37406,root,37406,Bacteria,37406,Spirochaetota,37406,Spirochaetia,37406,Spirochaetales,37406,Treponemataceae,37406,Treponema,37406,Treponema vincentii,27055
NZ_CP015348.1,28389,root,28389,Bacteria,28389,Bacillota,28387,Bacilli,28387,Bacillales,28386,Planococcaceae,28367,Sporosarcina,28360,Sporosarcina ureae,28268
