read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP015905.2,4238,root,4228,Bacteria,4221,Bacillota,4203,Bacilli,4199,Lactobacillales,4193,Streptococcaceae,4189,Lactococcus,4185,Lactococcus lactis,4078
NZ_CP012069.2,69401,root,69194,Bacteria,69194,Actinomycetota,69194,Coriobacteriia,69194,Coriobacteriales,69194,Atopobiaceae,69194,Olsenella,69194,Olsenella sp. oral taxon 807,69194
NZ_CP032364.1,5784,root,5763,Bacteria,5763,Bacillota,5762,Clostridia,5762,Eubacteriales,0,Lachnospiraceae,5762,Lachnoanaerobaculum,5762,Lachnoanaerobaculum umeaense,5762
NZ_CP031057.1,7156,root,7124,Bacteria,7124,Actinomycetota,7124,Actinomycetes,7124,Propionibacteriales,7106,Propionibacteriaceae,7106,Acidipropionibacterium,7098,Acidipropionibacterium acidipropionici,7059
NZ_CP008849.1,2013,root,2006,Bacteria,2006,Pseudomonadota,2006,Gammaproteobacteria,2006,Alteromonadales,2006,Alteromonadaceae,2005,Alteromonas,2004,Alteromonas australica,1840
NZ_CP014150.1,10433,root,10397,Bacteria,10397,Bacillota,10397,Clostridia,10388,Eubacteriales,0,Peptostreptococcaceae,10386,Paeniclostridium,0,Paeniclostridium sordellii,10373
NZ_CP019668.1,14780,root,14728,Bacteria,14728,Pseudomonadota,14728,Betaproteobacteria,14728,Burkholderiales,14728,Burkholderiaceae,14727,Burkholderia,14724,Burkholderia cenocepacia,11004
NZ_CP029462.1,16708,root,16655,Bacteria,16655,Bacillota,16613,Negativicutes,16562,Veillonellales,16562,Veillonellaceae,16562,Megasphaera,16562,Megasphaera stantonii,16556
NZ_CP034157.1,7818,root,7788,Bacteria,7788,Bacteroidota,7788,Flavobacteriia,7783,Flavobacteriales,7783,Weeksellaceae,7781,Cloacibacterium,7771,Cloacibacterium normanense,7640
NZ_CP125315.1,9647,root,9611,Bacteria,9611,Bacillota,9611,Bacilli,9611,Lactobacillales,9606,Lactobacillaceae,9602,Lacticaseibacillus,9589,Lacticaseibacillus rhamnosus,9529
