read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP071986.1,4461,root,4448,Bacteria,4448,Campylobacterota,4448,Epsilonproteobacteria,4448,Campylobacterales,4448,Helicobacteraceae,4448,Helicobacter,4448,Helicobacter pylori,4448
NZ_CP068103.1,3808,root,3794,Bacteria,3794,Bacillota,3773,Tissierellia,3724,Tissierellales,3689,Peptoniphilaceae,3689,Peptoniphilus,3625,Peptoniphilus harei,3621
NZ_CP054018.1,148072,root,147520,Bacteria,147520,Actinomycetota,147391,Actinomycetes,147391,Micrococcales,147098,Micrococcaceae,147073,Rothia,147072,Rothia dentocariosa,146678
NZ_CP040348.1,56150,root,55940,Bacteria,55940,Actinomycetota,55695,Coriobacteriia,55695,Coriobacteriales,55612,Coriobacteriaceae,55539,Collinsella,55539,Collinsella aerofaciens,55539
NZ_CP066811.1,5535,root,5518,Bacteria,5518,Bacillota,5518,Clostridia,5510,Eubacteriales,5,Peptostreptococcaceae,5502,Peptacetobacter,5494,Peptacetobacter hiranonis,5494
NZ_CP033459.1,13813,root,13780,Bacteria,13780,Bacteroidota,13780,Bacteroidia,13779,Bacteroidales,13779,Prevotellaceae,13777,Pseudoprevotella,13774,Pseudoprevotella muciniphila,13774
NZ_CP027228.1,4981,root,4962,Bacteria,4962,Bacillota,4961,Clostridia,4956,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,4956,Mogibacterium diversum,4950
NZ_AP025575.1,8613,root,8584,Bacteria,8584,Actinomycetota,8574,Coriobacteriia,8574,Eggerthellales,8574,Eggerthellaceae,8574,Eggerthella,8564,Eggerthella lenta,8550
NZ_CP073804.1,5827,root,5808,Bacteria,5808,Bacillota,5808,Bacilli,5808,Bacillales,5808,Staphylococcaceae,5804,Macrococcus,4,Macrococcus canis,5713
NZ_CP050134.2,43580,root,43431,Bacteria,43431,Actinomycetota,43431,Actinomycetes,43431,Mycobacteriales,43431,Corynebacteriaceae,43431,Corynebacterium,43431,Corynebacterium matruchotii,43431
