"","species","read_length","species_sensitivity","species_specificity","species_accuracy","species_precision","genus_sensitivity","genus_specificity","genus_accuracy","genus_precision"
"314","Capnocytophaga sp. oral taxon 864","150",56.2661193478905,99.999035302267,98.5509902216575,99.854301455309,99.8683096654064,99.9997546150978,99.9945087192442,99.9944291028853
"315","Capnocytophaga sp. oral taxon 864","300",73.2265978279359,99.9989957127796,99.4700126587653,99.5970996778834,99.9360354914374,99.9997899079819,99.9919241995406,99.996194711705
"316","Capnocytophaga sp. oral taxon 878","75",90.1124410045747,99.9977207930527,99.9256390636822,99.4134676946893,97.4106567066352,99.9998253246632,99.7551660541884,99.9988891892192
"317","Capnocytophaga sp. oral taxon 878","150",95.9671430815638,99.9994445224357,99.9737508955428,99.9294419499679,99.5668364888329,99.9993660125677,99.9885786895832,99.9884010902975
"318","Capnocytophaga sp. oral taxon 878","300",97.7710370416444,99.9971294068676,99.9817251412533,98.896415981748,99.7133969464584,99.9995854533195,99.9721994222795,99.9963076672159
"319","Capnocytophaga sputigena","75",86.3042043463009,99.9978863841117,99.9350332086146,96.5791765686372,97.5054181484403,99.9998637223431,99.9458276987411,98.3182210738134
"320","Capnocytophaga sputigena","150",95.7744289200485,99.9990506012872,99.988763300542,97.120704426845,99.6638809483294,99.9997098616267,99.9949246317601,96.9678531894578
"321","Capnocytophaga sputigena","300",98.6611607172575,99.9985429217815,99.9908982910533,97.385989825624,99.8837397636192,99.9996241210119,99.995127389208,96.9018460377461
"322","Cardiobacterium hominis","75",96.4969835370292,99.9703049961508,99.9494794552407,78.7887964026183,66.4142249176176,99.9999233654959,99.4138163960783,99.9917019967436
"323","Cardiobacterium hominis","150",99.0670545381635,99.9605757583082,99.9556714707553,77.1673007349692,80.7296499913002,99.999744259229,99.6628484632042,99.979857391858
"324","Cardiobacterium hominis","300",99.8247198237862,99.9607237808237,99.959298805888,77.2296385412353,86.0029142530773,99.9998280083843,99.7559603907007,99.9886188324349
"325","Cardiobacterium valvarum","75",0,100,98.9531321830833,100,66.4142249176176,99.9999233654959,99.4138163960783,99.9917019967436
"326","Cardiobacterium valvarum","150",0,100,98.952974131985,100,80.7296499913002,99.999744259229,99.6628484632042,99.979857391858
"327","Cardiobacterium valvarum","300",0,100,98.9533475123916,100,86.0029142530773,99.9998280083843,99.7559603907007,99.9886188324349
"328","Carnobacterium divergens","75",95.3038500920287,99.9999749032394,99.9404087520527,99.9822443181818,95.5133890805702,99.9997704613321,99.9434910574548,99.9406470340026
"329","Carnobacterium divergens","150",99.3461642477352,99.999949019128,99.9892271479445,99.9970698546648,99.4899720549152,99.9998981133617,99.9915320389297,99.9938556743174
"330","Carnobacterium divergens","300",99.7993295911736,99.9999468851317,99.9973595797343,99.9979459370635,99.8198314773471,99.9998419298778,99.9977737785181,99.9610747882211
"331","Carnobacterium maltaromaticum","75",95.8557243636525,100,99.9060582408829,100,96.0193723877131,99.9998974166433,99.9096675293869,99.9953939338108
"332","Carnobacterium maltaromaticum","150",99.1012619267467,99.9997961340908,99.9851596639667,99.9875784112788,99.1997537703909,99.9997961340908,99.9867640246189,99.9875907426941
"333","Carnobacterium maltaromaticum","300",99.6203631706536,100,99.9914042013778,100,99.6386589214655,100,99.9918184567331,100
"334","Catonella morbi","75",0,100,99.6628474442304,100,0,100,99.6628474442304,100
"335","Catonella morbi","150",0,100,99.6627156398184,100,0,100,99.6627156398184,100
"336","Catonella morbi","300",0,100,99.6627426501701,100,0,100,99.6627426501701,100
"337","Chromobacterium violaceum","75",87.8941055304731,99.9999798104198,99.917786264152,99.9955708116488,96.9648901129279,99.9994332135929,99.9789447043578,99.8769566437258
"338","Chromobacterium violaceum","150",96.939277204269,99.9999898348726,99.9789615433409,99.9990567372542,99.4637498770048,99.9996252767185,99.9959991893823,99.9270728677901
"339","Chromobacterium violaceum","300",98.8721081722006,99.9999476200984,99.9925742680144,99.9929965582716,99.7670733795822,99.9992254368797,99.9975594401417,99.8625083292098
"340","Chryseobacterium indologenes","75",2.58718621260119,99.9999050561001,98.6274452863066,96.8390156848489,46.556889163869,99.9987592274647,99.2432823091528,97.3042703604255
"341","Chryseobacterium indologenes","150",3.56031698509733,99.9999243490997,98.3805077731829,99.6231155778894,70.7729840913888,99.9993284292728,99.509232445351,99.886270856141
"342","Chryseobacterium indologenes","300",4.12831507644238,99.9999223169035,98.6473569180382,97,81.792990569985,99.9992607175081,99.7470120294085,98.5160190609536
"343","Citrobacter freundii","75",2.61296071536237,99.999201549266,99.0800860836546,96.3174965055843,89.3047278968822,99.9975214513761,99.8223478431448,99.821893924934
"344","Citrobacter freundii","150",4.3108482910807,99.9991496358538,99.095110674845,97.7272056278378,94.2492821130373,99.9979096156969,99.9039961423132,99.8639419101282
"345","Citrobacter freundii","300",9.79114439500242,99.9982962883038,99.1446746478924,97.9845252393458,95.7470186858824,99.9962622173124,99.9267573623361,99.7654423417721
"346","Citrobacter koseri","75",38.5578433025224,99.9998810941994,99.573604327543,99.9574995351669,89.3047278968822,99.9975214513761,99.8223478431448,99.821893924934
"347","Citrobacter koseri","150",60.0363438491391,99.9997792857759,99.7222784607407,99.9539461289178,94.2492821130373,99.9979096156969,99.9039961423132,99.8639419101282
"348","Citrobacter koseri","300",77.327650070323,99.999438870266,99.8414662280017,99.8783334459898,95.7470186858824,99.9962622173124,99.9267573623361,99.7654423417721
"349","Citrus exocortis viroid","75",85.7593924671086,100,99.8983183613137,100,98.7176372142074,100,99.991662336994,100
"350","Citrus exocortis viroid","150",98.9048149378859,100,99.9894487472669,100,99.4876024758584,100,99.9947935049907,100
"351","Citrus exocortis viroid","300",100,100,100,100,100,100,100,100
"352","Cloacibacterium normanense","75",71.2101927837131,99.9999663928508,99.863995729863,99.9903478159076,92.7779934473977,99.9994782171387,99.9653974032604,99.917698320955
"353","Cloacibacterium normanense","150",89.0634114959311,100,99.8655725655623,100,98.4013156122218,99.9982866415651,99.9785525333984,99.5153232264356
"354","Cloacibacterium normanense","300",95.1880379047052,100,99.977494823233,100,99.2583737871991,99.9993390632594,99.9957543059548,99.9106322008283
"355","Clostridioides difficile","75",82.3521116114084,99.9992105383339,99.6126672433687,99.88012759362,91.2350663966651,99.9989190702055,99.8076284447499,99.8373609614434
"356","Clostridioides difficile","150",92.2687782445851,99.9982237132855,99.9739834137169,99.0023696265336,95.662652275736,99.9977542037299,99.9850044997548,98.8843247936729
"357","Clostridioides difficile","300",95.707699001804,99.998023660239,99.9060986089081,99.6999591613798,97.2574062799206,99.9978449949689,99.9390209597031,99.6756767162045
"358","Clostridium botulinum","75",74.3193284394647,99.9966017698817,99.8749433713259,99.0059308551303,93.5832430451256,99.9973738804071,99.8423919038046,99.8934733290567
"359","Clostridium botulinum","150",90.3905932495486,99.9760346706387,99.8912303957917,97.9942042992655,97.9970498150413,99.9977193953089,99.9168367931293,99.926794635988
"360","Clostridium botulinum","300",96.0510293459967,99.9893906247559,99.9708005834532,97.6397173696918,99.4802973616928,99.9986702596801,99.9873678757733,99.9489987084441
"361","Clostridium butyricum","75",33.8022129984808,99.9999244184335,99.2786947027614,99.9188308491056,93.9039591524767,99.997360003467,99.8956603323541,99.6891910848236
"362","Clostridium butyricum","150",49.2078608200267,99.9998820861334,99.487497695147,99.8221071139668,98.8068039952971,99.9981265279306,99.9637157571967,99.5956716718918
"363","Clostridium butyricum","300",63.8837374996436,99.9999825430941,99.6063867719793,99.9976342559735,99.7717690531398,99.9988064588842,99.9943742328548,99.8691046476061
"364","Clostridium chauvoei","75",89.8791479089415,99.9999926946014,99.6445311509139,99.9995945589815,92.4884245155768,99.9973438731795,99.7332946627138,99.7065332059504
"365","Clostridium chauvoei","150",97.3952910499752,99.9999537207088,99.9065482122063,99.9987748754743,98.6943032336008,99.9955914963115,99.9483244632844,99.7709645370688
"366","Clostridium chauvoei","300",99.2160192038182,99.9999554982505,99.9710051302719,99.985113878827,99.8616165462728,99.9973123822048,99.9919674741904,99.7759748603341
"367","Clostridium kluyveri","75",95.1034571391852,99.9997464396321,99.942463638824,99.9774825489755,94.1925403896018,99.9963826084081,99.8213766626906,99.8766302432147
"368","Clostridium kluyveri","150",99.4344137480966,99.9997938885906,99.9841672420237,99.9927081814204,98.8566748915171,99.997787382994,99.8902729747848,99.9784874528068
"369","Clostridium kluyveri","300",99.8937959111426,99.9997904541383,99.9985503404629,99.9822836389406,99.7523219814241,99.9981850675902,99.9907843072284,99.941409615716
"370","Clostridium manihotivorum","75",96.2174278509386,99.9998493742252,99.9930836081513,99.9127145766657,94.1925403896018,99.9963826084081,99.8213766626906,99.8766302432147
"371","Clostridium manihotivorum","150",99.35231577661,100,99.9946890115649,100,98.8566748915171,99.997787382994,99.8902729747848,99.9784874528068
"372","Clostridium manihotivorum","300",99.9421631000578,99.9996888015228,99.9995858115608,99.8266897746967,99.7523219814241,99.9981850675902,99.9907843072284,99.941409615716
"373","Clostridium novyi","75",19.9074074074074,99.9998996102871,99.8785120736145,99.6688741721854,94.1925403896018,99.9963826084081,99.8213766626906,99.8766302432147
"374","Clostridium novyi","150",31.9170832108203,99.9998991049601,99.5358396522405,99.9539594843462,98.8566748915171,99.997787382994,99.8902729747848,99.9784874528068
"375","Clostridium novyi","300",46.0689655172414,100,99.9190261601418,100,99.7523219814241,99.9981850675902,99.9907843072284,99.941409615716
"376","Clostridium perfringens","75",36.2274169012686,99.999748781212,99.6772962886809,99.7483643683946,91.7952292327256,99.9986273871284,99.8965338484816,99.8728721511956
"377","Clostridium perfringens","150",53.3334036775982,99.9994949872434,99.6174354517587,99.8840176293203,96.4165969376369,99.997967438719,99.9532234773821,99.8291740129889
"378","Clostridium perfringens","300",67.3750824768185,99.9994289849325,99.8345639645547,99.6915311273135,97.8957561685061,99.998743403532,99.9785695642294,99.8620992745875
"379","Clostridium saccharobutylicum","75",91.4529914529915,99.9996990402393,99.9926826578992,99.6010638297872,94.1925403896018,99.9963826084081,99.8213766626906,99.8766302432147
"380","Clostridium saccharobutylicum","150",98.5576923076923,99.9998997717803,99.9995991706841,99.5145631067961,98.8566748915171,99.997787382994,99.8902729747848,99.9784874528068
"381","Clostridium saccharobutylicum","300",99.3694829760404,99.9992745745639,99.9987574346825,99.1194968553459,99.7523219814241,99.9981850675902,99.9907843072284,99.941409615716
"382","Clostridium saccharoperbutylacetonicum","75",93.7074829931973,99.999699021217,99.9941361025631,99.6383363471971,94.1925403896018,99.9963826084081,99.8213766626906,99.8766302432147
"383","Clostridium saccharoperbutylacetonicum","150",99.0062111801242,99.9992979824014,99.9984968900656,99.1293532338308,98.8566748915171,99.997787382994,99.8902729747848,99.9784874528068
"384","Clostridium saccharoperbutylacetonicum","300",99.5294117647059,99.9996890850187,99.9992751702315,99.6466431095406,99.7523219814241,99.9981850675902,99.9907843072284,99.941409615716
"385","Clostridium scatologenes","75",68.2148417228853,99.999949686851,99.8771588665136,99.9809849781327,94.1925403896018,99.9963826084081,99.8213766626906,99.8766302432147
"386","Clostridium scatologenes","150",83.6532867946481,99.9998994462505,99.9435832737935,99.965241571081,98.8566748915171,99.997787382994,99.8902729747848,99.9784874528068
"387","Clostridium scatologenes","300",91.8438761776581,99.9997921060592,99.9684181315131,99.9414176918571,99.7523219814241,99.9981850675902,99.9907843072284,99.941409615716
"388","Clostridium tetani","75",91.0895963242534,99.9998994553496,99.9726852640758,99.9639834323789,94.1925403896018,99.9963826084081,99.8213766626906,99.8766302432147
"389","Clostridium tetani","150",98.4175307451169,99.9990671206679,99.9464892863334,99.9724433557869,98.8566748915171,99.997787382994,99.8902729747848,99.9784874528068
"390","Clostridium tetani","300",99.7290890619709,99.9996884058949,99.9988609817923,99.8982360922659,99.7523219814241,99.9981850675902,99.9907843072284,99.941409615716
"391","Collinsella aerofaciens","75",97.5099416865222,99.999985049167,99.9315133009884,99.9996507085073,97.7650371889869,99.999985049167,99.9385159049657,99.9996516417749
"392","Collinsella aerofaciens","150",98.6984692882301,99.9999710488481,99.9775707063137,99.9973542523779,98.7498211793557,99.9999710488481,99.9784294987468,99.9973571891063
"393","Collinsella aerofaciens","300",99.0980173539402,99.9999849272309,99.9733485912413,99.9991902899572,99.1137157280327,99.9999849272309,99.9738070819027,99.999190473492
"394","Corynebacterium jeikeium","75",92.0663613862585,99.9993551798382,99.9066408926743,99.9286120429581,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"395","Corynebacterium jeikeium","150",93.8357195054229,99.9993063472955,99.9276750839713,99.9082101756056,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"396","Corynebacterium jeikeium","300",94.9897232844048,99.9986793814451,99.9397616596249,99.8577126416384,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"397","Corynebacterium matruchotii","75",99.1417635159717,99.9999881986789,99.9886225230547,99.9993854646369,99.2527550792132,99.9989256170462,99.9887228457093,99.8619095716548
"398","Corynebacterium matruchotii","150",99.9079311547787,100,99.9992525095321,100,99.9312423398,99.9994402789332,99.9988670978332,99.9055639976454
"399","Corynebacterium matruchotii","300",99.9971710229357,100,99.9999522047621,100,99.9973863892706,99.9989552056482,99.998908955203,99.8553131927959
"400","Corynebacterium propinquum","75",84.3854114131576,99.9776275692838,99.8451412505105,93.9876062606989,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"401","Corynebacterium propinquum","150",90.7351410427562,99.9704465406085,99.8880467624292,92.7660164836857,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"402","Corynebacterium propinquum","300",91.1786183600569,99.9706523306265,99.8966358263005,92.779794610141,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"403","Corynebacterium pseudodiphtheriticum","75",68.9160836118287,99.969698870964,99.8790083658342,88.0997465321965,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"404","Corynebacterium pseudodiphtheriticum","150",82.0201156864355,99.9619410198701,99.9092232757434,87.5923184996037,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"405","Corynebacterium pseudodiphtheriticum","300",84.6661582229924,99.9589346162623,99.9147433866251,86.8876081743509,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"406","Corynebacterium pseudotuberculosis","75",97.3749831346599,99.9964484398417,99.9654310173727,99.5605966572183,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"407","Corynebacterium pseudotuberculosis","150",98.9946611812108,99.9979318775183,99.986512980146,99.7219318743582,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"408","Corynebacterium pseudotuberculosis","300",99.5085855331516,99.9988762077532,99.9923853714696,99.8436006557772,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"409","Corynebacterium striatum","75",88.812600277115,99.9989081507443,99.9359531153902,99.6723510108036,95.0675128623961,99.9872532468152,99.7316583731759,99.7094835024789
"410","Corynebacterium striatum","150",93.8269068651459,99.9984281886107,99.9621908707678,99.558830839357,98.1611228680926,99.9830373336432,99.8878690284073,99.6241662718131
"411","Corynebacterium striatum","300",95.8136421193777,99.9977883597791,99.9744392665894,99.3561850363427,98.762820789073,99.9799460076756,99.9145983156551,99.5701093697914
"412","Corynebacterium tuberculostearicum","75",72.3986686716774,99.9997096683425,99.6501501452405,99.9110572429619,90.8693965319024,99.9893562725596,99.6519700862716,99.6636334740816
"413","Corynebacterium tuberculostearicum","150",85.2448331956037,99.9996332020809,99.8110436866598,99.9211885835222,96.6564558967116,99.9860852304344,99.8592122436267,99.6799785963398
"414","Corynebacterium tuberculostearicum","300",88.4296742878351,99.9996039705671,99.8503939903047,99.9206357964145,97.6792596730377,99.98361684125,99.8957295261386,99.6324077714785
"415","Corynebacterium ulcerans","75",87.4891143214219,99.9995858313105,99.8769850405573,99.913086139206,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"416","Corynebacterium ulcerans","150",95.3482322025096,99.9996288972228,99.9557649160599,99.8164598179392,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"417","Corynebacterium ulcerans","300",97.346634631197,99.9993235621514,99.9741622875762,99.7601062870399,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"418","Cronobacter sakazakii","75",75.9809929159987,99.9998469755129,99.6730878562137,99.9555437054193,93.9635246520201,99.9994749099002,99.9181289639843,99.8476488174385
"419","Cronobacter sakazakii","150",90.2654151934385,99.9998116896483,99.8634019141062,99.9686286262493,97.4665271896049,99.9995546115303,99.9647744166633,99.9292623169556
"420","Cronobacter sakazakii","300",95.1705271796128,99.9997714011798,99.932867488476,99.9429680756117,98.2170185600544,99.9994198841936,99.9746759159491,99.8664717606757
"421","Cutibacterium acnes","75",96.4398487245093,99.9999871921614,99.893040474748,99.9994083364825,98.9841771343792,99.9999164366402,99.9683336334043,99.9965666362934
"422","Cutibacterium acnes","150",98.3903074364592,99.9999874389028,99.9862834323814,99.9954594987286,99.6549838661492,99.9999748539418,99.9968960794519,99.992799501085
"423","Cutibacterium acnes","300",99.0531893467877,99.99998650736,99.9714708805636,99.9996813581789,99.8912306931495,99.9999326555216,99.9964952245426,99.9980106985655
"424","Cutibacterium avidum","75",96.2112630810221,99.9997739671429,99.9882972317366,99.8938679245283,98.8604162121676,99.9997951600415,99.9868187491587,99.9905001662471
"425","Cutibacterium avidum","150",98.411108966316,99.999949776001,99.9978454785565,99.9788314987299,99.5348670483649,100,99.9990480090846,100
"426","Cutibacterium avidum","300",99.2109190217076,99.9998962226067,99.9974634164947,99.9530295913574,99.8356967646809,99.9998941970242,99.9980326773266,99.9951371328535
"427","Delftia acidovorans","75",32.981864254072,99.9999143537024,99.2438673934249,99.9796400149152,94.9483112001164,99.9996409738828,99.9441275932115,99.961290789817
"428","Delftia acidovorans","150",54.2859211240341,99.9998294708826,99.4822663039875,99.9582258132211,98.2756034060602,99.9995228054946,99.9789546587043,99.9284844931478
"429","Delftia acidovorans","300",71.5255182293152,99.9998759565253,99.682030503656,99.9884523953922,98.713556024575,99.9993651581666,99.9844656775386,99.9192936607593
"430","Dermabacter jinjuensis","75",91.4357031123407,99.9999797082593,99.9041449628824,99.99766273576,95.9710267628526,99.9999494603598,99.9559071695672,99.9920289010264
"431","Dermabacter jinjuensis","150",94.9974700484186,100,99.9626591487898,100,97.576841550979,100,99.9809587485931,100
"432","Dermabacter jinjuensis","300",96.4186823021812,99.9999791452036,99.9607927638707,99.9966777408638,97.7799897691192,99.9999373340843,99.9760780503618,99.9824876710175
"433","Dermabacter vaginalis","75",91.2444123562638,99.9999870408106,99.8746724988939,99.999589585317,96.5258747133202,99.9999870408106,99.9512217271947,99.9996130390366
"434","Dermabacter vaginalis","150",94.9827191841882,99.9999748234368,99.8783906095051,99.9951342934994,97.7174482562217,99.9999748234368,99.9474194512267,99.9952588659207
"435","Dermabacter vaginalis","300",96.0566062695202,99.9999740686765,99.9458357969988,99.9893662271374,98.161080513069,99.9999740686765,99.9746904028046,99.9895833333333
"436","Dialister hominis","75",22.5694410677818,100,99.7904411049547,100,98.8282628401939,100,99.9968172730284,100
"437","Dialister hominis","150",35.2221882770596,100,99.9037208281811,100,99.9445061043285,100,99.9998997820259,100
"438","Dialister hominis","300",46.6453421989388,100,99.8573262426643,100,100,100,100,100
"439","Dialister pneumosintes","75",96.9078902168911,99.9999872716081,99.9803893090096,99.9988382359775,97.0586938022741,99.9999112916443,99.9811943722117,99.98568568143
"440","Dialister pneumosintes","150",99.7051321522472,99.9999873841932,99.9982011947832,99.996743519604,99.7182335481444,99.9998481335285,99.9981383351751,99.9723240047968
"441","Dialister pneumosintes","300",99.9465835678637,99.9999606118797,99.9996359796206,99.994756243558,99.9517979965005,99.9996990563177,99.999401963935,99.9436976334188
"442","Dolosigranulum pigrum","75",97.9882598321314,99.9999153321209,99.9793424425748,99.9793883513931,97.9882598321314,99.9999153321209,99.9793424425748,99.9793883513931
"443","Dolosigranulum pigrum","150",99.4940442976487,99.9999147642836,99.9946413870892,99.9846014169828,99.4940442976487,99.9999147642836,99.9946413870892,99.9846014169828
"444","Dolosigranulum pigrum","300",99.7428344827577,99.9998601962745,99.9965570811075,99.9702652289684,99.7428344827577,99.9998601962745,99.9965570811075,99.9702652289684
"445","Duncaniella sp. B8","75",0.589153381654034,100,98.7757830255039,100,96.8994496594265,99.9998771775101,99.9621557200127,99.9586768073628
"446","Duncaniella sp. B8","150",1.00744054976594,100,99.0517579792446,100,98.4285922496234,99.9999423589433,99.9836747389586,99.9754858628606
"447","Duncaniella sp. B8","300",1.60770281093267,100,98.7863828378272,100,98.7187269185307,99.9998506055415,99.982653616663,99.9466299318115
"448","Eggerthella lenta","75",93.3542450392581,99.9999606382926,99.9411145392224,99.9941570935243,97.7459818066568,99.9999437625099,99.9797646289857,99.9926973818009
"449","Eggerthella lenta","150",97.418840257751,99.9999887274891,99.96537347067,99.9990249134611,99.5453609208228,99.9999771653986,99.9935867142707,99.9987395180498
"450","Eggerthella lenta","300",98.7824642421265,99.9999070475941,99.9892795790976,99.9790225354285,99.7227761057783,99.9999070475941,99.9974118793023,99.9792813015723
"451","Eikenella corrodens","75",91.6641219421985,99.998644598733,99.9271490774832,99.3587545228396,94.7738067111764,99.9976839804794,99.9532368984198,99.0535067182547
"452","Eikenella corrodens","150",97.8209880696355,99.9986591613664,99.976697504807,99.8107182833692,98.3410447781058,99.9977400616788,99.9809996627413,99.6548596336065
"453","Eikenella corrodens","300",99.3613339005276,99.9986337241074,99.9926152697351,99.5132616978556,99.4617815963815,99.9976153382485,99.9925785098905,99.151944692131
"454","Elizabethkingia anophelis","75",35.3650793650794,99.999497620227,99.8464353607641,99.4051160023795,90.8994708994709,99.998995240454,99.9774464465874,99.5365005793743
"455","Elizabethkingia anophelis","150",53.439454235361,99.9947794624051,99.9127101445644,94.758064516129,94.712905059693,99.9939763027751,99.9846666499637,96.5237543453071
"456","Elizabethkingia anophelis","300",66.9736842105263,99.9998962286374,99.9219410789731,99.934554973822,95.7456140350877,99.9998962286374,99.9898544107949,99.9542124542125
"457","Enterobacter cloacae","75",65.6902903775304,99.9997325632581,97.8300103817186,99.9939698007622,88.2739769441033,99.9977000440201,99.2562941673982,99.9614204453696
"458","Enterobacter cloacae","150",82.4540287529254,99.9992882033949,99.736473614308,99.94326471065,94.0822467402207,99.9964410169743,99.9078509027607,99.7518610421836
"459","Enterobacter cloacae","300",88.24798548569,99.9995579338713,99.2552972341238,99.992591906658,95.0850754319151,99.9961319213741,99.6851006653051,99.9398718411242
"460","Enterocloster bolteae","75",93.370803402846,99.9999246648339,99.9890728464175,99.9573257467994,94.5875940596411,99.9998744581777,99.9910778717053,99.9251238957121
"461","Enterocloster bolteae","150",97.0617945445049,100,99.9685182964332,100,97.8311996964067,100,99.976789771563,100
"462","Enterocloster bolteae","300",98.2110005169901,99.9997925680956,99.9966862752138,99.8696794824211,98.7522068863727,99.999740731526,99.997566493007,99.8336520706937
"463","Enterococcus avium","75",88.7417063369149,99.9999746506351,99.93309141323,99.9975339087546,97.1325212874247,99.9948806809981,99.9502570945415,95.0659272918028
"464","Enterococcus avium","150",92.6653637776738,100,99.9348632881149,100,99.1070290989545,99.9942564495364,99.9736952727608,99.5547723162128
"465","Enterococcus avium","300",93.2585954115456,99.9998952504457,99.961118422336,99.9903605166763,99.3370597848417,99.9847545805824,99.9762375210365,88.0451112778603
"466","Enterococcus faecium","75",15.9579708957275,99.9990847240942,99.223693058452,98.674005928063,96.2952020727275,99.9981101770453,99.953440364594,99.5718256225087
"467","Enterococcus faecium","150",22.1077356343384,99.9982880981112,99.2729799611738,98.1341609149302,99.0498107625157,99.9965947404662,99.9825708596284,99.2930974823409
"468","Enterococcus faecium","300",32.2256614894221,99.9966180732476,99.3546210608434,98.2199188459318,99.4838533874101,99.995148754122,99.9888257471752,99.1133359967352
"469","Enterococcus hirae","75",89.1602224935558,99.9990945168468,99.9590529555045,99.7268588770865,96.2669491525424,99.9952773528536,99.9070797790764,99.7979354271909
"470","Enterococcus hirae","150",92.0655954944509,99.9992942794291,99.9512992381237,99.874213836478,98.6985543219401,99.9917365445121,99.953102970045,99.7288595153364
"471","Enterococcus hirae","300",93.0723739791608,99.9990646367205,99.9735954870028,99.7284248642124,99.2777413000657,99.9850461184072,99.9683145844033,99.3821480215591
"472","Enterococcus mundtii","75",95.2556158856156,99.9999093280757,99.8250211775985,99.9812343619683,97.0268225246164,99.9975062615099,99.8791210136656,99.782325213608
"473","Enterococcus mundtii","150",98.6021502337461,99.99989890085,99.988198812364,99.9884619822315,99.4870108015885,99.9943258658215,99.9848099684947,99.1874875397731
"474","Enterococcus mundtii","300",99.224528907111,99.999749993236,99.9687040358988,99.9533177561454,99.8100708191919,99.9940246482492,99.988363575718,99.5997144419036
"475","Enterovirus A","75",35.1720104676874,99.9764751158265,99.6049876048144,55.1500335162737,71.2640109964862,100,98.4505259335725,100
"476","Enterovirus A","150",37.4190967108874,99.9689835913312,99.6112984869222,62.0963844498381,72.4947901453126,100,98.512882930491,100
"477","Enterovirus A","300",39.5276874917543,99.9671385113908,99.6222154437512,68.0372961590003,73.5123572010443,100,98.5692085263417,100
"478","Enterovirus B","75",40.4813606108232,99.9983746686936,98.5157958928337,99.7815163312172,62.3937022079927,100,97.9678655920471,100
"479","Enterovirus B","150",42.0105206677148,99.9979006187894,98.5515748539038,99.7319750154166,63.8994120657228,100,98.0481588462695,100
"480","Enterovirus B","300",43.6749479205255,99.9969679003979,98.5938077744915,99.6482307575859,65.2349688263706,100,98.1220861908234,100
"481","Enterovirus D","75",99.7343866383604,99.9999324811441,99.9940724900299,99.9884609837011,71.2726669983563,100,98.4469916049657,100
"482","Enterovirus D","150",99.997465916578,99.9999831325431,99.999966488149,99.997465916578,72.4947901453126,100,98.512882930491,100
"483","Enterovirus D","300",100,99.9995466653027,99.9995494351505,99.9260902024655,73.5123572010443,100,98.5692085263417,100
"484","Erysipelothrix rhusiopathiae","75",28.130076550959,99.9999487717554,98.488585617604,99.9770924987189,98.5785269672481,99.9998975553967,99.9697867522101,99.9865737002977
"485","Erysipelothrix rhusiopathiae","150",46.6975659641159,99.9999657354592,99.4310547779789,99.9971597364235,99.9634422900796,99.9999657354592,99.9995323676726,99.9986719787517
"486","Erysipelothrix rhusiopathiae","300",62.9846649245899,99.9999635928869,99.2262293842217,99.9989569317103,99.9986776422361,99.9999288809698,99.9998619701313,99.9934422339126
"487","Escherichia coli","75",7.64151403113018,99.99720976543,98.8214221004896,93.3575827997794,9.05815784630108,99.9965142708336,98.8383741003969,93.1651063169686
"488","Escherichia coli","150",13.3425486427489,99.9970309459991,99.5486956608197,92.8354061503718,15.2558631527509,99.9960483804953,99.5570366204289,92.3118899986128
"489","Escherichia coli","300",32.2921714932833,99.9927151301759,99.1319230856978,95.7178810987031,36.8194662252734,99.9905414720886,99.1868460862329,95.3416703430062
"490","Escherichia virus ECH1","75",0,100,99.4077838867953,100,82.4954864153936,100,99.905330920118,100
"491","Escherichia virus ECH1","150",0,100,99.4074647503189,100,93.66191046493,100,99.9541194342864,100
"492","Escherichia virus ECH1","300",0,100,99.4075347620728,100,95.9400748182216,100,99.9737108373746,100
"493","Eubacterium limosum","75",81.0904038166301,100,99.8503951194485,100,98.2944755519959,99.9994942200221,99.9859770751896,99.9269068746131
"494","Eubacterium limosum","150",90.1753052496791,99.9999679497648,99.8812758335385,99.9960272662164,99.8932501036884,99.9988061131974,99.9971923205401,99.8472245839957
"495","Eubacterium limosum","300",94.2231007004092,99.9999803525158,99.9537814022726,99.9961352478188,99.9841002118115,99.9981831716857,99.9980813441784,99.7516109696138
"496","Faecalibacterium prausnitzii","75",85.3532037754289,99.9993340436317,99.8507083239225,99.6019975439209,96.192287730512,99.9967711594513,99.9581087463307,98.5595876829514
