accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP013195.1,20873,Hoylesella,2974257,20165,979093,34,708,Hoylesella enoeca,76123,20164,979113,14,709
NZ_CP048246.1,10981,Neisseria,482,221533,777166,2,1299,Neisseria gonorrhoeae,485,10789,988817,202,192
NZ_CP020566.1,1283,Veillonella,29465,11260,988699,0,41,Veillonella atypica,39777,1273,998717,0,10
NZ_CP053939.1,7833,Neisseria,482,221533,777166,2,1299,Neisseria mucosa,488,7431,991990,177,402
NZ_CP107038.1,5295,Streptococcus,1301,200462,798128,57,1353,Streptococcus pneumoniae,1313,5044,994593,112,251
NZ_CP066065.1,4069,Schaalia,2529408,16746,983191,1,62,Schaalia meyeri,52773,4054,995931,0,15
NZ_CP126341.1,63394,Enterobacter,547,62697,936551,55,697,Enterobacter cloacae,550,61932,936601,5,1462
NZ_CP097843.1,1923,Streptococcus,1301,200462,798128,57,1353,Streptococcus oralis,1303,1866,997742,335,57
NC_002628.3,7184,Methanothermobacter,145260,489,992816,0,6695,Methanothermobacter wolfeii,145261,221,992816,0,6963
NZ_CP027235.1,7854,Haemophilus,724,47527,952185,70,218,Haemophilus sp. oral taxon 036,712310,7629,992071,75,225
NZ_CP046313.1,4344,Gemella,1378,16227,983662,7,104,Gemella sanguinis,84135,4312,995656,0,32
NZ_CP038817.1,2263,Haemophilus,724,47527,952185,70,218,Haemophilus parahaemolyticus,735,2249,997726,11,14
NZ_CP070914.1,3569,Escherichia,561,1984,996273,158,1585,Escherichia coli,562,1768,996292,139,1801
NZ_CP101412.1,17352,Parvimonas,543311,16974,982646,2,378,Parvimonas micra,33033,16974,982646,2,378
NZ_CP034670.1,4512,Eikenella,538,4492,995481,7,20,Eikenella corrodens,539,4490,995482,6,22
NZ_CP083637.1,11380,Gemella,1378,16227,983662,7,104,Gemella haemolysans,1379,11328,988620,0,52
NZ_CP031255.1,94088,Neisseria,482,221533,777166,2,1299,Neisseria elongata,495,93328,905827,85,760
NZ_CP075172.1,7696,Streptococcus,1301,200462,798128,57,1353,Streptococcus equinus,1335,7520,992283,21,176
NZ_CP032621.1,4141,Streptococcus,1301,200462,798128,57,1353,Streptococcus gwangjuense,1433513,3909,995855,4,232
