accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP126983.1,37827,Porphyromonas,836,37039,962173,0,788,Porphyromonas gingivalis,837,36929,962173,0,898
NZ_CP027286.1,26158,Clostridium,1485,25915,973827,15,243,Clostridium chauvoei,46867,25476,973842,0,682
NZ_CP008852.1,22622,Pelosinus,365348,22588,977378,0,34,Pelosinus sp. UFO1,484770,22508,977378,0,114
NZ_CP045696.1,9159,Sodaliphilus,2815786,9052,990841,0,107,Sodaliphilus pleomorphus,2606626,9052,990841,0,107
NZ_CP033719.1,40737,Propionibacterium,1743,40630,959263,0,107,Propionibacterium acidifaciens,556499,40605,959263,0,132
NZ_CP017042.1,3922,Selenomonas,970,3922,996078,0,0,Selenomonas sp. oral taxon 920,1884263,3871,996078,0,51
NZ_CP036259.1,12700,Sporomusa,2375,12690,987300,0,10,Sporomusa termitida,2377,12674,987300,0,26
NZ_CP033459.1,26944,Pseudoprevotella,2884814,26903,973055,1,41,Pseudoprevotella muciniphila,2133944,26903,973055,1,41
NZ_CP073804.1,37820,Macrococcus,69965,45,962179,1,37775,Macrococcus canis,1855823,36095,998275,-36095,1725
NZ_CP118095.1,92967,Aerococcus,1375,91150,907022,11,1817,Aerococcus christensenii,87541,91072,907033,0,1895
NZ_CP071986.1,5105,Helicobacter,209,5100,994895,0,5,Helicobacter pylori,210,5092,994895,0,13
NZ_CP012196.1,7831,Campylobacter,194,7825,992168,1,6,Campylobacter gracilis,824,7816,992169,0,15
NZ_CP029033.1,10019,Actinobaculum,76833,10008,989981,0,11,Actinobaculum sp. 313,2495645,10008,989981,0,11
NZ_CP012069.2,39496,Olsenella,133925,39460,960504,0,36,Olsenella sp. oral taxon 807,712411,39455,960504,0,41
NZ_CP019962.1,9340,Eubacterium,1730,9320,990660,0,20,Eubacterium limosum,1736,8082,990660,0,1258
NZ_CP039712.1,18677,Vagococcus,2737,18546,981323,0,131,Vagococcus zengguangii,2571750,18419,981323,0,258
NZ_CP020566.1,4540,Veillonella,29465,4532,995459,1,8,Veillonella atypica,39777,4472,995460,0,68
NZ_CP017761.1,43122,Marinilactibacillus,191769,42246,956878,0,876,Marinilactibacillus sp. 15R,1911586,42246,956878,0,876
NZ_CP054018.1,10217,Rothia,32207,10171,989782,1,46,Rothia dentocariosa,2047,10027,989783,0,190
NZ_CP025330.1,12588,Brevibacterium,1696,12172,987411,1,416,Brevibacterium aurantiacum,273384,7229,987411,1,5359
NZ_CP085178.1,4723,Pediococcus,1253,4693,995276,1,30,Pediococcus pentosaceus,1255,4674,995277,0,49
NZ_CP040235.1,14944,Bifidobacterium,1678,14899,985055,1,45,Bifidobacterium longum,216816,12523,985056,0,2421
NZ_CP054494.1,30167,Flavobacterium,237,29881,969832,1,286,Flavobacterium columnare,996,27489,969833,0,2678
NZ_CP120209.1,36612,Chryseobacterium,59732,35820,963388,0,792,Chryseobacterium indologenes,253,34763,963388,0,1849
NZ_AP025575.1,8925,Eggerthella,84111,8892,991075,0,33,Eggerthella lenta,84112,8711,991075,0,214
NZ_CP013476.1,1603,Turicibacter,191303,1577,998394,3,26,Turicibacter sp. H121,1712675,409,998397,0,1194
NZ_CP032819.1,5125,Butyricimonas,574697,4491,994875,0,634,Butyricimonas faecalis,2093856,4467,994875,0,658
NZ_CP016839.1,16920,Brochothrix,2755,16850,983080,0,70,Brochothrix thermosphacta,2756,16850,983080,0,70
NZ_CP040004.1,35677,Candidatus Nanosynbacter,2093823,35513,964323,0,164,Candidatus Nanosynbacter featherlites,2572088,35396,964323,0,281
NZ_AP019735.1,15237,Alistipes,239759,14866,984752,11,371,Alistipes communis,2585118,14734,984763,0,503
NZ_CP098491.1,5248,Bacillus,1386,5191,994728,24,57,Bacillus subtilis,1423,209,994750,2,5039
NZ_CP015348.1,3403,Sporosarcina,1569,3388,996596,1,15,Sporosarcina ureae,1571,3376,996597,0,27
NZ_CP072246.1,43311,Phocaeicola,909656,37978,956688,1,5333,Phocaeicola dorei,357276,32582,956689,0,10729
NZ_CP040915.1,17578,Georgenia,154116,17519,982422,0,59,Georgenia yuyongxinii,2589797,17507,982422,0,71
NZ_CP097775.1,31045,Paenibacillus,44249,30986,968951,4,59,Paenibacillus polymyxa,1406,28077,968954,1,2968
NZ_CP047630.1,6235,Lactococcus,1357,6083,993761,4,152,Lactococcus raffinolactis,1366,5919,993765,0,316
NZ_CP026548.1,23824,Faecalibacterium,216851,23191,976173,3,633,Faecalibacterium prausnitzii,853,21815,976175,1,2009
NZ_CP117966.1,5573,Roseburia,841,5247,994424,3,326,Roseburia hominis,301301,5237,994424,3,336
NZ_CP066811.1,36049,Peptacetobacter,2743582,35504,963951,0,545,Peptacetobacter hiranonis,89152,35504,963951,0,545
NZ_CP050134.2,9888,Corynebacterium,1716,9884,990109,3,4,Corynebacterium matruchotii,43768,9880,990112,0,8
NZ_CP046313.1,8036,Gemella,1378,7932,991964,0,104,Gemella sanguinis,84135,7851,991964,0,185
NZ_CP011861.1,52157,Erysipelothrix,1647,52115,947842,1,42,Erysipelothrix rhusiopathiae,1648,46905,947842,1,5252
NZ_CP040348.1,44994,Collinsella,102106,44424,955006,0,570,Collinsella aerofaciens,74426,44394,955006,0,600
NZ_CP017428.1,15479,Staphylococcus,1279,15427,984475,46,52,Staphylococcus simulans,1286,15293,984521,0,186
NZ_CP068103.1,8255,Peptoniphilus,162289,7545,991742,3,710,Peptoniphilus harei,54005,7496,991745,0,759
NZ_CP029197.1,4851,Streptomyces,1883,4811,995137,12,40,Streptomyces venezuelae,54571,4388,995149,0,463
NZ_CP077403.1,24434,Jonesia,43673,24329,975566,0,105,Jonesia denitrificans,43674,24329,975566,0,105
NZ_CP017038.2,1486,Tannerella,195950,1483,998514,0,3,Tannerella serpentiformis,712710,1482,998514,0,4
NZ_CP027228.1,11392,Mogibacterium,86331,11294,988607,1,98,Mogibacterium diversum,114527,11187,988608,0,205
NZ_CP023482.1,5038,Dermabacter,36739,4833,994962,0,205,Dermabacter jinjuensis,1667168,3779,994962,0,1259
