accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP041379.1,15100,Bacteroides,816,14987,984821,79,113,Bacteroides intestinalis,329854,14139,984900,0,961
NZ_CP065983.1,3903,Aggregatibacter,416916,3861,996081,16,42,Aggregatibacter segnis,739,3265,996097,0,638
NZ_CP032364.1,178088,Lachnoanaerobaculum,1164882,177382,821912,0,706,Lachnoanaerobaculum umeaense,617123,175972,821912,0,2116
NZ_CP033459.1,7380,Pseudoprevotella,2884814,7366,992620,0,14,Pseudoprevotella muciniphila,2133944,7366,992620,0,14
NZ_CP015402.2,1348,Muribaculum,1918540,1318,998651,1,30,Muribaculum intestinale,1796646,1311,998651,1,37
NZ_CP073277.1,25065,Clostridium,1485,24939,974930,5,126,Clostridium butyricum,1492,12086,974935,0,12979
NZ_CP050134.2,15220,Corynebacterium,1716,15205,984780,0,15,Corynebacterium matruchotii,43768,15195,984780,0,25
NZ_CP027235.1,16568,Haemophilus,724,16392,983401,31,176,Haemophilus sp. oral taxon 036,712310,13698,983431,1,2870
NZ_CP046027.1,893,Neisseria,482,878,999104,3,15,Neisseria brasiliensis,2666100,866,999107,0,27
NZ_AP019822.1,2397,Pseudoleptotrichia,2755140,2362,997601,2,35,Pseudoleptotrichia goodfellowii,157692,2362,997601,2,35
NZ_CP040121.1,5199,Duncaniella,2518495,5049,994801,0,150,Duncaniella sp. B8,2576606,46,994801,0,5153
NZ_AP025240.1,53944,Phocaeicola,909656,50603,946051,5,3341,Phocaeicola vulgatus,821,44677,946054,2,9267
NZ_AP019735.1,11402,Alistipes,239759,11124,988596,2,278,Alistipes communis,2585118,11004,988598,0,398
NZ_CP022022.1,52177,Capnocytophaga,1016,51997,947823,0,180,Capnocytophaga endodontalis,2708117,47157,947823,0,5020
NZ_CP127164.1,16463,Bacillus,1386,16288,983533,4,175,Bacillus velezensis,492670,636,983535,2,15827
NZ_CP045696.1,14215,Sodaliphilus,2815786,14042,985785,0,173,Sodaliphilus pleomorphus,2606626,14042,985785,0,173
NZ_AP019831.1,94097,Leptotrichia,32067,92051,905892,11,2046,Leptotrichia trevisanii,109328,85518,905903,0,8579
NZ_CP046313.1,17150,Gemella,1378,16923,982838,12,227,Gemella sanguinis,84135,16695,982850,0,455
NZ_CP066560.1,8823,Histophilus,214906,8481,991170,7,342,Histophilus somni,731,8481,991170,7,342
NZ_CP072373.1,7011,Prevotella,838,6912,992837,152,99,Prevotella denticola,28129,6546,992972,17,465
NZ_CP020566.1,6935,Veillonella,29465,6921,993061,4,14,Veillonella atypica,39777,6801,993065,0,134
NZ_CP121210.1,21327,Riemerella,34084,21130,978673,0,197,Riemerella anatipestifer,34085,21120,978673,0,207
NZ_CP017038.2,26565,Tannerella,195950,26529,973435,0,36,Tannerella serpentiformis,712710,26525,973435,0,40
NZ_CP008849.1,5601,Alteromonas,226,5583,994394,5,18,Alteromonas australica,589873,3268,994399,0,2333
NZ_CP026548.1,1683,Faecalibacterium,216851,1634,998317,0,49,Faecalibacterium prausnitzii,853,1532,998317,0,151
NZ_CP040004.1,61365,Candidatus Nanosynbacter,2093823,61114,938634,1,251,Candidatus Nanosynbacter featherlites,2572088,60912,938635,0,453
NZ_CP017042.1,17844,Selenomonas,970,17835,982156,0,9,Selenomonas sp. oral taxon 920,1884263,17611,982156,0,233
NZ_CP012196.1,24263,Campylobacter,194,24246,975732,5,17,Campylobacter gracilis,824,24191,975737,0,72
NZ_CP024700.1,23354,Fusobacterium,848,23096,976620,26,258,Fusobacterium pseudoperiodonticum,2663009,17327,976643,3,6027
NZ_CP114055.1,4885,Bergeyella,59735,4855,995115,0,30,Bergeyella cardium,1585976,4855,995115,0,30
NZ_CP013195.1,68174,Hoylesella,2974257,64091,931825,1,4083,Hoylesella enoeca,76123,64074,931826,0,4100
NZ_CP063424.1,18453,Actinobacillus,713,17276,981482,65,1177,Actinobacillus pleuropneumoniae,715,12538,981544,3,5915
NZ_CP121769.1,16058,Glaesserella,2094023,15342,983914,28,716,Glaesserella parasuis,738,15311,983919,23,747
NZ_CP050497.1,10453,Treponema,157,10452,989527,20,1,Treponema vincentii,69710,5666,989547,0,4787
NZ_CP068102.1,34204,Rothia,32207,34156,965796,0,48,Rothia aeria,172042,33905,965796,0,299
NZ_CP097843.1,45755,Streptococcus,1301,45322,954177,68,433,Streptococcus oralis,1303,40758,954245,0,4997
NZ_CP027228.1,51217,Mogibacterium,86331,50840,948783,0,377,Mogibacterium diversum,114527,50350,948783,0,867
NZ_CP019668.1,7421,Burkholderia,32008,7374,992579,0,47,Burkholderia cenocepacia,95486,3217,992579,0,4204
NZ_CP097335.1,8000,Mannheimia,75984,6654,991981,19,1346,Mannheimia haemolytica,75985,6131,991990,10,1869
