accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP120209.1,1968,Chryseobacterium,59732,1924,998032,0,44,Chryseobacterium indologenes,253,1879,998032,0,89
NZ_CP039381.1,7097,Ruminococcus,1263,7069,992902,1,28,Ruminococcus bovis,2564099,7066,992903,0,31
NZ_CP019668.1,4491,Burkholderia,32008,4461,995509,0,30,Burkholderia cenocepacia,95486,1945,995509,0,2546
NZ_CP097775.1,9861,Paenibacillus,44249,9837,990136,3,24,Paenibacillus polymyxa,1406,8910,990138,1,951
NZ_CP017042.1,43090,Selenomonas,970,43079,956909,1,11,Selenomonas sp. oral taxon 920,1884263,42526,956909,1,564
NZ_CP084018.1,1339,Megamonas,158846,1334,998661,0,5,Megamonas funiformis,437897,1328,998661,0,11
NZ_CP068112.1,33104,Mobiluncus,2050,32673,966896,0,431,Mobiluncus curtisii,2051,32555,966896,0,549
NZ_CP040004.1,11906,Candidatus Nanosynbacter,2093823,11851,988094,0,55,Candidatus Nanosynbacter featherlites,2572088,11805,988094,0,101
NC_012753.1,6705,unclassified Caudoviricetes genus,,0,989281,0,10719,Streptococcus phage 5093,646413,3480,996775,-3480,3225
NZ_CP012117.1,2542,Dermabacter,36739,2482,997458,0,60,Dermabacter vaginalis,1630135,2403,997458,0,139
NZ_CP027228.1,36535,Mogibacterium,86331,36254,963465,0,281,Mogibacterium diversum,114527,35877,963465,0,658
NZ_CP029197.1,7915,Streptomyces,1883,7847,992076,9,68,Streptomyces venezuelae,54571,7143,992085,0,772
NZ_CP077403.1,22255,Jonesia,43673,22172,977745,0,83,Jonesia denitrificans,43674,22172,977745,0,83
NC_001422.1,9414,Sinsheimervirus,1910954,0,990586,0,9414,Sinsheimervirus phiX174,10847,0,990586,0,9414
NZ_CP040121.1,4622,Duncaniella,2518495,4478,995378,0,144,Duncaniella sp. B8,2576606,31,995378,0,4591
NC_000866.4,14307,Tequatrovirus,10663,13472,985693,0,835,Tequatrovirus T4,10665,5395,985693,0,8912
NZ_CP072246.1,10340,Phocaeicola,909656,9089,989657,3,1251,Phocaeicola dorei,357276,7832,989659,1,2508
NZ_CP015348.1,6618,Sporosarcina,1569,6582,993382,0,36,Sporosarcina ureae,1571,6562,993382,0,56
NZ_CP071986.1,14514,Helicobacter,209,14495,985485,1,19,Helicobacter pylori,210,14455,985485,1,59
NZ_CP050134.2,2544,Corynebacterium,1716,2542,997444,12,2,Corynebacterium matruchotii,43768,2541,997456,0,3
NZ_CP012069.2,18440,Olsenella,133925,18433,981560,0,7,Olsenella sp. oral taxon 807,712411,18427,981560,0,13
NC_012756.1,4014,unclassified Caudoviricetes genus,,0,989281,0,10719,Streptococcus phage PH10,644007,3951,995986,0,63
NZ_CP014150.1,25377,Paeniclostridium,1849828,0,974623,0,25377,Paeniclostridium sordellii,1505,24711,999334,-24711,666
NZ_CP026734.1,28022,Brevibacterium,1696,27831,971978,0,191,Brevibacterium linens,1703,24670,971978,0,3352
NZ_CP020566.1,1912,Veillonella,29465,1910,998088,0,2,Veillonella atypica,39777,1887,998088,0,25
NZ_CP016839.1,3074,Brochothrix,2755,3056,996926,0,18,Brochothrix thermosphacta,2756,3056,996926,0,18
NZ_CP047311.1,10588,Pseudomonas,286,10553,989406,6,35,Pseudomonas putida,303,1665,989412,0,8923
NZ_CP065995.1,9690,Leuconostoc,1243,9595,990310,0,95,Leuconostoc mesenteroides,1245,9197,990310,0,493
NZ_CP116810.1,24756,Rhodopseudomonas,1073,24660,975244,0,96,Rhodopseudomonas palustris,1076,24636,975244,0,120
NZ_CP033719.1,10743,Propionibacterium,1743,10714,989257,0,29,Propionibacterium acidifaciens,556499,10697,989257,0,46
NZ_CP028105.1,3809,Fusobacterium,848,3756,996189,2,53,Fusobacterium ulcerans,861,3600,996191,0,209
NZ_CP008849.1,17352,Alteromonas,226,17308,982648,0,44,Alteromonas australica,589873,10044,982648,0,7308
NZ_CP068102.1,4451,Rothia,32207,4443,995548,1,8,Rothia aeria,172042,4410,995549,0,41
NZ_CP034465.1,9605,Jeotgalibaca,1470540,9467,990395,0,138,Jeotgalibaca ciconiae,2496265,9364,990395,0,241
NZ_CP036259.1,2012,Sporomusa,2375,2011,997988,0,1,Sporomusa termitida,2377,2011,997988,0,1
NZ_CP040915.1,10168,Georgenia,154116,10133,989832,0,35,Georgenia yuyongxinii,2589797,10128,989832,0,40
NZ_CP050497.1,44601,Treponema,157,44575,955399,0,26,Treponema vincentii,69710,24347,955399,0,20254
NZ_CP040235.1,110628,Bifidobacterium,1678,110345,889372,0,283,Bifidobacterium longum,216816,91919,889372,0,18709
NZ_AP025575.1,11767,Eggerthella,84111,11707,988233,0,60,Eggerthella lenta,84112,11459,988233,0,308
NZ_CP040348.1,17279,Collinsella,102106,17052,982721,0,227,Collinsella aerofaciens,74426,17042,982721,0,237
NZ_CP068103.1,4711,Peptoniphilus,162289,4332,995289,0,379,Peptoniphilus harei,54005,4284,995289,0,427
NZ_CP073804.1,2359,Macrococcus,69965,1,997641,0,2358,Macrococcus canis,1855823,2242,999883,-2242,117
NZ_CP027235.1,23795,Haemophilus,724,23552,976205,0,243,Haemophilus sp. oral taxon 036,712310,19684,976205,0,4111
NZ_CP017038.2,7626,Tannerella,195950,7610,992374,0,16,Tannerella serpentiformis,712710,7610,992374,0,16
NZ_CP046246.1,28273,Tetragenococcus,51668,28072,971726,1,201,Tetragenococcus halophilus,51669,27618,971726,1,655
NZ_CP046313.1,10872,Gemella,1378,10755,989126,2,117,Gemella sanguinis,84135,10612,989128,0,260
