accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP039712.1,48601,Vagococcus,2737,48384,951394,5,217,Vagococcus zengguangii,2571750,48300,951399,0,301
NZ_CP033459.1,113519,Pseudoprevotella,2884814,113096,886481,0,423,Pseudoprevotella muciniphila,2133944,113096,886481,0,423
NZ_AP019735.1,3725,Alistipes,239759,3637,996273,2,88,Alistipes communis,2585118,3636,996275,0,89
NZ_CP050497.1,21036,Treponema,157,20961,978964,0,75,Treponema vincentii,69710,17408,978964,0,3628
NZ_CP027228.1,54433,Mogibacterium,86331,54188,945567,0,245,Mogibacterium diversum,114527,54120,945567,0,313
NC_001422.1,21633,Sinsheimervirus,1910954,0,978367,0,21633,Sinsheimervirus phiX174,10847,0,978367,0,21633
NZ_CP036259.1,105882,Sporomusa,2375,105521,894115,3,361,Sporomusa termitida,2377,105520,894118,0,362
NZ_CP085178.1,20205,Pediococcus,1253,20124,979793,2,81,Pediococcus pentosaceus,1255,20114,979794,1,91
NZ_CP019668.1,34951,Burkholderia,32008,34824,965048,1,127,Burkholderia cenocepacia,95486,26188,965049,0,8763
NZ_CP017038.2,24354,Tannerella,195950,24273,975646,0,81,Tannerella serpentiformis,712710,24273,975646,0,81
NC_012756.1,101624,unclassified Caudoviricetes genus,,0,898376,0,101624,Streptococcus phage PH10,644007,101267,898376,0,357
NZ_CP027286.1,10398,Clostridium,1485,10361,989599,3,37,Clostridium chauvoei,46867,10313,989602,0,85
NZ_CP066560.1,8729,Histophilus,214906,8411,991271,0,318,Histophilus somni,731,8411,991271,0,318
NZ_CP072246.1,6717,Phocaeicola,909656,6007,993282,1,710,Phocaeicola dorei,357276,5762,993283,0,955
NZ_CP047311.1,59721,Pseudomonas,286,59455,940239,40,266,Pseudomonas putida,303,24033,940279,0,35688
NZ_CP012672.1,9491,Sorangium,39643,9450,990509,0,41,Sorangium cellulosum,56,2707,990509,0,6784
NZ_CP117966.1,28235,Roseburia,841,27133,971765,0,1102,Roseburia hominis,301301,27069,971765,0,1166
NZ_CP068103.1,7827,Peptoniphilus,162289,7459,992173,0,368,Peptoniphilus harei,54005,7455,992173,0,372
NZ_CP046313.1,71312,Gemella,1378,70896,928688,0,416,Gemella sanguinis,84135,70748,928688,0,564
NC_000866.4,3297,Tequatrovirus,10663,3281,996703,0,16,Tequatrovirus T4,10665,2538,996703,0,759
NZ_CP017042.1,39691,Selenomonas,970,39561,960309,0,130,Selenomonas sp. oral taxon 920,1884263,39479,960309,0,212
NZ_CP017761.1,165959,Marinilactibacillus,191769,163922,834041,0,2037,Marinilactibacillus sp. 15R,1911586,163922,834041,0,2037
NZ_CP008852.1,10082,Pelosinus,365348,10037,989918,0,45,Pelosinus sp. UFO1,484770,10037,989918,0,45
NZ_CP098491.1,4912,Bacillus,1386,4886,995081,7,26,Bacillus subtilis,1423,842,995088,0,4070
NZ_CP118095.1,23666,Aerococcus,1375,23244,976322,12,422,Aerococcus christensenii,87541,23244,976334,0,422
