accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP020468.1,3231,Actinomyces,1654,3229,996764,5,2,Actinomyces gaoshouyii,1960083,3220,996769,0,11
NZ_CP069240.1,3858,Cutibacterium,1912216,3851,996142,0,7,Cutibacterium avidum,33010,3831,996142,0,27
NZ_CP017761.1,8240,Marinilactibacillus,191769,8133,991760,0,107,Marinilactibacillus sp. 15R,1911586,8133,991760,0,107
NZ_CP098447.1,12137,Proteus,583,11410,987863,0,727,Proteus mirabilis,584,11313,987863,0,824
NZ_CP048000.1,5593,Anaerocolumna,1843210,5593,994407,0,0,Anaerocolumna sedimenticola,2696063,5581,994407,0,12
NZ_CP066560.1,3050,Histophilus,214906,2953,996948,2,97,Histophilus somni,731,2953,996948,2,97
NZ_CP096671.1,4133,Mediterraneibacter,2316020,4001,995865,2,132,[Ruminococcus] gnavus,33038,3998,999865,-3998,135
NZ_CP120618.1,1838,Priestia,2800373,1831,998162,0,7,Priestia megaterium,1404,830,998162,0,1008
NC_074775.1,2323,Kobuvirus,194960,2323,997677,0,0,Aichivirus A,72149,2323,997677,0,0
NZ_CP012196.1,4403,Campylobacter,194,4403,995597,0,0,Campylobacter gracilis,824,4401,995597,0,2
NZ_CP012069.2,508,Olsenella,133925,508,999492,0,0,Olsenella sp. oral taxon 807,712411,508,999492,0,0
NZ_CP126312.1,5081,Latilactobacillus,2767885,4990,994917,2,91,Latilactobacillus curvatus,28038,4922,994918,1,159
NZ_CP077403.1,1390,Jonesia,43673,1389,998610,0,1,Jonesia denitrificans,43674,1389,998610,0,1
NZ_CP029197.1,5645,Streptomyces,1883,5628,994338,17,17,Streptomyces venezuelae,54571,5500,994354,1,145
NC_000883.2,452,Erythroparvovirus,40121,452,999548,0,0,Primate erythroparvovirus 1,1511900,0,999548,0,452
NZ_CP006683.1,14920,Melissococcus,33969,14901,985079,1,19,Melissococcus plutonius,33970,14901,985079,1,19
NZ_CP015402.2,6613,Muribaculum,1918540,6537,993387,0,76,Muribaculum intestinale,1796646,6485,993387,0,128
NZ_CP101412.1,1404,Parvimonas,543311,1365,998595,1,39,Parvimonas micra,33033,1365,998595,1,39
NZ_CP046313.1,3399,Gemella,1378,3391,996592,9,8,Gemella sanguinis,84135,3373,996601,0,26
NZ_CP040121.1,19837,Duncaniella,2518495,19421,980163,0,416,Duncaniella sp. B8,2576606,325,980163,0,19512
NZ_CP072042.1,4132,Akkermansia,239934,4132,995868,0,0,Akkermansia muciniphila,239935,4023,995868,0,109
NZ_CP127188.1,6499,Listeria,1637,6481,993501,0,18,Listeria monocytogenes,1639,6335,993501,0,164
NZ_CP032819.1,8943,Butyricimonas,574697,7893,991057,0,1050,Butyricimonas faecalis,2093856,7888,991057,0,1055
NZ_CP073804.1,7625,Macrococcus,69965,7,992375,0,7618,Macrococcus canis,1855823,7450,999825,-7450,175
NZ_CP027235.1,4417,Haemophilus,724,4406,995582,1,11,Haemophilus sp. oral taxon 036,712310,4209,995583,0,208
NC_076103.1,3753,Deltavirus,39759,3753,996247,0,0,Hepatitis delta virus,12475,3753,996247,0,0
NZ_AP019829.2,10445,Leptotrichia,32067,10417,989555,0,28,Leptotrichia wadei,157687,10064,989555,0,381
NZ_CP083175.1,1585,Gardnerella,2701,1568,998415,0,17,Gardnerella vaginalis,2702,1543,998415,0,42
NZ_CP035298.1,3791,Micrococcus,1269,3785,996205,4,6,Micrococcus luteus,1270,3213,996205,4,578
NZ_CP027286.1,2992,Clostridium,1485,2991,997004,4,1,Clostridium chauvoei,46867,2968,997008,0,24
NZ_CP120398.1,2108,Salmonella,590,2059,997843,49,49,Salmonella enterica,28901,1354,997862,30,754
NZ_CP025330.1,4579,Brevibacterium,1696,4462,995421,0,117,Brevibacterium aurantiacum,273384,3276,995421,0,1303
NZ_CP027228.1,2544,Mogibacterium,86331,2539,997456,0,5,Mogibacterium diversum,114527,2533,997456,0,11
NZ_CP014150.1,33878,Paeniclostridium,1849828,0,966122,0,33878,Paeniclostridium sordellii,1505,33583,999705,-33583,295
NZ_CP072236.1,1679,Bacteroides,816,1540,998292,29,139,Bacteroides uniformis,820,1206,998321,0,473
NZ_CP065983.1,9059,Aggregatibacter,416916,9009,990941,0,50,Aggregatibacter segnis,739,8437,990941,0,622
NZ_CP012672.1,1393,Sorangium,39643,1392,998607,0,1,Sorangium cellulosum,56,202,998607,0,1191
NZ_CP123971.1,2997,Ligilactobacillus,2767887,2968,997001,2,29,Ligilactobacillus salivarius,1624,2966,997003,0,31
NC_001612.1,12080,Enterovirus,12059,12080,987920,0,0,Enterovirus A,138948,12080,987920,0,0
NZ_CP033459.1,7467,Pseudoprevotella,2884814,7459,992533,0,8,Pseudoprevotella muciniphila,2133944,7459,992533,0,8
NZ_CP013476.1,9619,Turicibacter,191303,9557,990379,2,62,Turicibacter sp. H121,1712675,3801,990381,0,5818
NC_001348.1,843,Varicellovirus,10319,843,999157,0,0,Human alphaherpesvirus 3,10335,843,1000000,-843,0
NZ_CP124126.1,2893,Capnocytophaga,1016,2893,997107,0,0,Capnocytophaga canimorsus,28188,2872,997107,0,21
NZ_CP072385.1,11312,Arachnia,2801844,11290,988688,0,22,Arachnia propionica,1750,11281,988688,0,31
NZ_CP019668.1,1912,Burkholderia,32008,1910,998088,0,2,Burkholderia cenocepacia,95486,1210,998088,0,702
NZ_AP019697.1,3929,Dialister,39948,3927,996071,0,2,Dialister hominis,2582419,1924,996071,0,2005
NZ_CP034593.1,3816,Flaviflexus,1522056,3810,996184,0,6,Flaviflexus ciconiae,2496867,3807,996184,0,9
NZ_CP023474.1,1241,Brevibacillus,55080,1164,998759,0,77,Brevibacillus brevis,1393,1025,998759,0,216
NZ_CP054018.1,277318,Rothia,32207,276323,722681,1,995,Rothia dentocariosa,2047,275133,722682,0,2185
NZ_CP121210.1,8798,Riemerella,34084,8750,991202,0,48,Riemerella anatipestifer,34085,8747,991202,0,51
NZ_CP026548.1,14252,Faecalibacterium,216851,13987,985748,0,265,Faecalibacterium prausnitzii,853,13619,985748,0,633
NZ_CP029462.1,2118,Megasphaera,906,2111,997880,2,7,Megasphaera stantonii,2144175,2111,997880,2,7
NZ_CP089305.1,23609,Limosilactobacillus,2742598,23163,976388,3,446,Limosilactobacillus fermentum,1613,23101,976390,1,508
NZ_CP008852.1,2260,Pelosinus,365348,2260,997740,0,0,Pelosinus sp. UFO1,484770,2259,997740,0,1
NZ_AP019822.1,10127,Pseudoleptotrichia,2755140,10119,989873,0,8,Pseudoleptotrichia goodfellowii,157692,10119,989873,0,8
NZ_CP034465.1,1884,Jeotgalibaca,1470540,1862,998116,0,22,Jeotgalibaca ciconiae,2496265,1858,998116,0,26
NZ_CP019962.1,2504,Eubacterium,1730,2504,997493,3,0,Eubacterium limosum,1736,2301,997496,0,203
NZ_CP039712.1,3745,Vagococcus,2737,3738,996248,7,7,Vagococcus zengguangii,2571750,3725,996255,0,20
NZ_CP011861.1,5842,Erysipelothrix,1647,5842,994158,0,0,Erysipelothrix rhusiopathiae,1648,5677,994158,0,165
NZ_CP123403.1,2044,Trueperella,1069494,2043,997953,3,1,Trueperella pyogenes,1661,2040,997953,3,4
NZ_CP084018.1,3584,Megamonas,158846,3582,996416,0,2,Megamonas funiformis,437897,3572,996416,0,12
NZ_CP125806.1,832,Pasteurella,745,829,999167,1,3,Pasteurella multocida,747,718,999167,1,114
NZ_CP070914.1,33191,Escherichia,561,7788,966786,23,25403,Escherichia coli,562,7081,966794,15,26110
NC_076948.1,7905,Rubivirus,11040,7904,992095,0,1,Rubivirus rubellae,2846071,7904,992095,0,1
NZ_CP025420.1,1600,Streptococcus,1301,1564,998331,69,36,Streptococcus parauberis,1348,1535,998400,0,65
NZ_CP125315.1,11386,Lacticaseibacillus,2759736,11354,988613,1,32,Lacticaseibacillus rhamnosus,47715,11249,988614,0,137
NZ_CP066811.1,4536,Peptacetobacter,2743582,4518,995464,0,18,Peptacetobacter hiranonis,89152,4518,995464,0,18
NZ_AP025575.1,1570,Eggerthella,84111,1567,998429,1,3,Eggerthella lenta,84112,1555,998429,1,15
NZ_CP084221.1,450,Lactobacillus,1578,444,999543,7,6,Lactobacillus johnsonii,33959,435,999550,0,15
NZ_CP126077.1,1928,Virgibacillus,84406,1925,998072,0,3,Virgibacillus halodenitrificans,1482,1899,998072,0,29
NZ_CP050134.2,5558,Corynebacterium,1716,5558,994442,0,0,Corynebacterium matruchotii,43768,5558,994442,0,0
NZ_CP017812.1,8731,Boudabousia,2767318,8730,991269,0,1,Boudabousia tangfeifanii,1912795,8730,991269,0,1
NZ_CP104580.1,1789,Stutzerimonas,2901164,1664,998211,0,125,Stutzerimonas stutzeri,316,1553,998211,0,236
NZ_CP033719.1,1223,Propionibacterium,1743,1223,998777,0,0,Propionibacterium acidifaciens,556499,1223,998777,0,0
NZ_CP118095.1,2840,Aerococcus,1375,2803,997159,1,37,Aerococcus christensenii,87541,2802,997160,0,38
NZ_CP040348.1,1747,Collinsella,102106,1732,998253,0,15,Collinsella aerofaciens,74426,1732,998253,0,15
NC_044045.1,978,Norovirus,142786,978,999022,0,0,Norwalk virus,11983,978,999022,0,0
NZ_CP116810.1,3334,Rhodopseudomonas,1073,3332,996666,0,2,Rhodopseudomonas palustris,1076,3326,996666,0,8
NZ_CP126983.1,1526,Porphyromonas,836,1505,998474,0,21,Porphyromonas gingivalis,837,1503,998474,0,23
NZ_CP045696.1,2335,Sodaliphilus,2815786,2319,997664,1,16,Sodaliphilus pleomorphus,2606626,2319,997664,1,16
NC_004718.3,2737,Betacoronavirus,694002,2737,997263,0,0,Severe acute respiratory syndrome-related coronavirus,694009,2737,997263,0,0
NZ_CP017038.2,4550,Tannerella,195950,4546,995450,0,4,Tannerella serpentiformis,712710,4546,995450,0,4
NC_003976.2,4951,Parechovirus,138954,4951,995049,0,0,unclassified Parechovirus species,,0,995049,0,4951
NZ_CP034169.1,526,Enterococcus,1350,525,999420,54,1,Enterococcus avium,33945,496,999474,0,30
NZ_CP012098.1,1845,Anaerostipes,207244,1795,998150,5,50,Anaerostipes hadrus,649756,1795,998150,5,50
NZ_CP068103.1,6970,Peptoniphilus,162289,6539,993029,1,431,Peptoniphilus harei,54005,6523,993029,1,447
NZ_CP040915.1,450,Georgenia,154116,450,999550,0,0,Georgenia yuyongxinii,2589797,450,999550,0,0
NZ_CP069520.1,1411,Enterocloster,2719313,1397,998589,0,14,Enterocloster bolteae,208479,1395,998589,0,16
NZ_CP013745.1,3734,Arthrobacter,1663,3732,996266,0,2,Arthrobacter alpinus,656366,3729,996266,0,5
NZ_CP020566.1,3015,Veillonella,29465,3014,996984,1,1,Veillonella atypica,39777,3003,996985,0,12
NZ_CP098491.1,6683,Bacillus,1386,6624,993306,11,59,Bacillus subtilis,1423,447,993317,0,6236
NZ_CP115634.1,2366,Elizabethkingia,308865,2313,997634,0,53,Elizabethkingia anophelis,1117645,1901,997634,0,465
NZ_CP085178.1,1816,Pediococcus,1253,1812,998184,0,4,Pediococcus pentosaceus,1255,1810,998184,0,6
NC_001526.4,1207,Alphapapillomavirus,333750,1207,998793,0,0,Alphapapillomavirus 9,337041,1207,998793,0,0
NZ_CP023482.1,1606,Dermabacter,36739,1557,998394,0,49,Dermabacter jinjuensis,1667168,1380,998394,0,226
NZ_CP031057.1,3473,Acidipropionibacterium,1912215,3458,996527,0,15,Acidipropionibacterium acidipropionici,1748,3423,996527,0,50
NC_001489.1,4876,Hepatovirus,12091,4876,995124,0,0,Hepatovirus A,12092,4876,995124,0,0
NZ_CP040235.1,10315,Bifidobacterium,1678,10300,989680,5,15,Bifidobacterium longum,216816,9459,989684,1,856
NC_076165.1,1128,Simplexvirus,10294,1057,998872,0,71,Macacine alphaherpesvirus 1,10325,1043,999915,-1043,85
NC_012756.1,267,unclassified Caudoviricetes genus,,0,999733,0,267,Streptococcus phage PH10,644007,267,999733,0,0
NZ_CP097775.1,3849,Paenibacillus,44249,3849,996141,10,0,Paenibacillus polymyxa,1406,3717,996151,0,132
NZ_CP036259.1,4719,Sporomusa,2375,4717,995281,0,2,Sporomusa termitida,2377,4715,995281,0,4
NC_001538.1,4288,Betapolyomavirus,1891714,4288,995712,0,0,Betapolyomavirus hominis,1891762,4288,995712,0,0
NZ_CP032364.1,1852,Lachnoanaerobaculum,1164882,1850,998148,0,2,Lachnoanaerobaculum umeaense,617123,1846,998148,0,6
NZ_CP046246.1,1310,Tetragenococcus,51668,1306,998688,2,4,Tetragenococcus halophilus,51669,1296,998689,1,14
NZ_CP047630.1,5820,Lactococcus,1357,5762,994177,3,58,Lactococcus raffinolactis,1366,5676,994180,0,144
NZ_AP025569.1,12241,Lachnoclostridium,1506553,12141,987757,2,100,[Clostridium] scindens,29347,12141,987757,2,100
NZ_CP016839.1,4112,Brochothrix,2755,4109,995888,0,3,Brochothrix thermosphacta,2756,4109,995888,0,3
NZ_CP054494.1,15574,Flavobacterium,237,15555,984426,0,19,Flavobacterium columnare,996,15014,984426,0,560
NC_000940.1,1971,Sapovirus,95341,1971,998029,0,0,unclassified Sapovirus species,,0,998029,0,1971
NZ_CP065995.1,638,Leuconostoc,1243,637,999362,0,1,Leuconostoc mesenteroides,1245,630,999362,0,8
NZ_CP029033.1,5088,Actinobaculum,76833,5085,994912,0,3,Actinobaculum sp. 313,2495645,5085,994912,0,3
NZ_CP027400.1,635,Streptobacillus,34104,632,999364,1,3,Streptobacillus moniliformis,34105,632,999364,1,3
NC_001722.1,2872,Lentivirus,11646,2872,997128,0,0,Human immunodeficiency virus 2,11709,2872,997128,0,0
NZ_AP019735.1,252,Alistipes,239759,247,999743,5,5,Alistipes communis,2585118,247,999748,0,5
NZ_CP015348.1,1608,Sporosarcina,1569,1608,998392,0,0,Sporosarcina ureae,1571,1603,998392,0,5
NZ_CP017428.1,13554,Staphylococcus,1279,13540,986433,13,14,Staphylococcus simulans,1286,13468,986446,0,86
NZ_CP034157.1,3532,Cloacibacterium,501783,3516,996468,0,16,Cloacibacterium normanense,237258,3391,996468,0,141
NZ_CP039381.1,1874,Ruminococcus,1263,1873,998125,1,1,Ruminococcus bovis,2564099,1873,998126,0,1
NZ_CP071986.1,2853,Helicobacter,209,2853,997147,0,0,Helicobacter pylori,210,2851,997147,0,2
NZ_CP121769.1,965,Glaesserella,2094023,929,999035,0,36,Glaesserella parasuis,738,929,999035,0,36
NZ_CP013195.1,4713,Hoylesella,2974257,4507,995286,1,206,Hoylesella enoeca,76123,4506,995286,1,207
NZ_CP068112.1,3184,Mobiluncus,2050,3164,996814,2,20,Mobiluncus curtisii,2051,3161,996816,0,23
NZ_CP016843.1,1488,Carnobacterium,2747,1486,998511,1,2,Carnobacterium divergens,2748,1485,998512,0,3
NZ_CP054000.1,1337,Finegoldia,150022,1262,998660,3,75,Finegoldia magna,1260,1262,998660,3,75
NZ_CP072246.1,4658,Phocaeicola,909656,4130,995336,6,528,Phocaeicola dorei,357276,3841,995340,2,817
NC_011202.1,1488,Mastadenovirus,10509,1488,998512,0,0,Human mastadenovirus B,108098,1488,998512,0,0
NZ_CP040004.1,3704,Candidatus Nanosynbacter,2093823,3698,996296,0,6,Candidatus Nanosynbacter featherlites,2572088,3689,996296,0,15
NZ_CP017042.1,1004,Selenomonas,970,1004,998996,0,0,Selenomonas sp. oral taxon 920,1884263,997,998996,0,7
NZ_CP124202.1,12520,Lysinibacillus,400634,12486,987479,1,34,Lysinibacillus sphaericus,1421,12313,987480,0,207
NZ_CP047311.1,1908,Pseudomonas,286,1906,998084,8,2,Pseudomonas putida,303,489,998091,1,1419
NZ_CP120209.1,495,Chryseobacterium,59732,483,999495,10,12,Chryseobacterium indologenes,253,478,999505,0,17
NZ_CP008849.1,1314,Alteromonas,226,1314,998686,0,0,Alteromonas australica,589873,1051,998686,0,263
NZ_CP046315.1,4633,Schaalia,2529408,4632,995337,30,1,Schaalia odontolytica,1660,4629,995337,30,4
NZ_CP072373.1,3296,Prevotella,838,3254,996693,11,42,Prevotella denticola,28129,3153,996701,3,143
NZ_CP098483.1,2967,Stenotrophomonas,40323,2936,997033,0,31,Stenotrophomonas maltophilia,40324,1911,997033,0,1056
NZ_CP009709.1,1695,Weizmannia,2817139,0,998305,0,1695,Weizmannia coagulans,1398,1271,999576,-1271,424
NZ_CP053315.1,1587,Niallia,2837506,1581,998413,0,6,Niallia circulans,1397,1556,998413,0,31
NZ_CP013334.1,2793,Fusobacterium,848,2791,997204,3,2,Fusobacterium hwasookii,1583098,2248,997206,1,545
NZ_CP050497.1,5948,Treponema,157,5947,994052,0,1,Treponema vincentii,69710,4317,994052,0,1631
NZ_CP030280.1,1080,Blautia,572511,1044,998916,4,36,Blautia argi,1912897,1032,998919,1,48
NZ_CP047591.1,2051,Aminipila,2060094,2051,997949,0,0,Aminipila terrae,2697030,2047,997949,0,4
NZ_CP126076.1,54314,Clostridioides,1870884,52952,945671,15,1362,Clostridioides difficile,1496,52945,945671,15,1369
NZ_CP117966.1,1160,Roseburia,841,1110,998836,4,50,Roseburia hominis,301301,1105,998839,1,55
