accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP126983.1,37827,Porphyromonas,836,37422,962170,3,405,Porphyromonas gingivalis,837,37362,962170,3,465
NZ_CP027286.1,26158,Clostridium,1485,26147,973827,15,11,Clostridium chauvoei,46867,25973,973842,0,185
NZ_CP008852.1,22622,Pelosinus,365348,22618,977378,0,4,Pelosinus sp. UFO1,484770,22605,977378,0,17
NZ_CP045696.1,9159,Sodaliphilus,2815786,9091,990840,1,68,Sodaliphilus pleomorphus,2606626,9091,990840,1,68
NZ_CP033719.1,40737,Propionibacterium,1743,40720,959263,0,17,Propionibacterium acidifaciens,556499,40720,959263,0,17
NZ_CP017042.1,3922,Selenomonas,970,3921,996078,0,1,Selenomonas sp. oral taxon 920,1884263,3900,996078,0,22
NZ_CP036259.1,12700,Sporomusa,2375,12697,987300,0,3,Sporomusa termitida,2377,12697,987300,0,3
NZ_CP033459.1,26944,Pseudoprevotella,2884814,26923,973056,0,21,Pseudoprevotella muciniphila,2133944,26923,973056,0,21
NZ_CP073804.1,37820,Macrococcus,69965,22,962180,0,37798,Macrococcus canis,1855823,37019,999199,-37019,801
NZ_CP118095.1,92967,Aerococcus,1375,91611,907028,5,1356,Aerococcus christensenii,87541,91589,907032,1,1378
NZ_CP071986.1,5105,Helicobacter,209,5105,994895,0,0,Helicobacter pylori,210,5102,994895,0,3
NZ_CP012196.1,7831,Campylobacter,194,7830,992169,0,1,Campylobacter gracilis,824,7826,992169,0,5
NZ_CP029033.1,10019,Actinobaculum,76833,10016,989981,0,3,Actinobaculum sp. 313,2495645,10016,989981,0,3
NZ_CP012069.2,39496,Olsenella,133925,39488,960504,0,8,Olsenella sp. oral taxon 807,712411,39484,960504,0,12
NZ_CP019962.1,9340,Eubacterium,1730,9337,990660,0,3,Eubacterium limosum,1736,8606,990660,0,734
NZ_CP039712.1,18677,Vagococcus,2737,18641,981319,4,36,Vagococcus zengguangii,2571750,18571,981323,0,106
NZ_CP020566.1,4540,Veillonella,29465,4540,995460,0,0,Veillonella atypica,39777,4524,995460,0,16
NZ_CP017761.1,43122,Marinilactibacillus,191769,42569,956878,0,553,Marinilactibacillus sp. 15R,1911586,42569,956878,0,553
NZ_CP054018.1,10217,Rothia,32207,10175,989783,0,42,Rothia dentocariosa,2047,10135,989783,0,82
NZ_CP025330.1,12588,Brevibacterium,1696,12265,987412,0,323,Brevibacterium aurantiacum,273384,9017,987412,0,3571
NZ_CP085178.1,4723,Pediococcus,1253,4713,995277,0,10,Pediococcus pentosaceus,1255,4705,995277,0,18
NZ_CP040235.1,14944,Bifidobacterium,1678,14906,985056,0,38,Bifidobacterium longum,216816,13747,985056,0,1197
NZ_CP054494.1,30167,Flavobacterium,237,30148,969829,4,19,Flavobacterium columnare,996,29194,969833,0,973
NZ_CP120209.1,36612,Chryseobacterium,59732,36217,963388,0,395,Chryseobacterium indologenes,253,35714,963388,0,898
NZ_AP025575.1,8925,Eggerthella,84111,8906,991075,0,19,Eggerthella lenta,84112,8852,991075,0,73
NZ_CP013476.1,1603,Turicibacter,191303,1593,998389,8,10,Turicibacter sp. H121,1712675,624,998397,0,979
NZ_CP032819.1,5125,Butyricimonas,574697,4547,994874,1,578,Butyricimonas faecalis,2093856,4543,994874,1,582
