read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
CP097095.1,119847,root,35354,Bacteria,34684,Actinomycetota,30005,Actinomycetes,29889,Actinomycetales,15882,Actinomycetaceae,15882,Actinomyces,9373,Actinomyces graevenitzii,0
NZ_CP033459.1,522,root,522,Bacteria,522,Bacteroidota,522,Bacteroidia,521,Bacteroidales,521,Prevotellaceae,521,Pseudoprevotella,521,Pseudoprevotella muciniphila,521
CAKAFU010000002.1,36,root,9,Bacteria,9,Bacteroidota,7,Bacteroidia,6,Bacteroidales,6,Prevotellaceae,6,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP036550.1,78,root,78,Bacteria,78,Bacteroidota,78,Bacteroidia,78,Bacteroidales,78,Bacteroidaceae,76,Bacteroides,76,Bacteroides fragilis,75
NZ_CP102541.1,313249,root,313248,Bacteria,313248,Actinomycetota,313248,Actinomycetes,313248,Bifidobacteriales,313225,Bifidobacteriaceae,313225,Bifidobacterium,313225,Bifidobacterium longum,244669
NZ_CP049272.1,12372,root,12371,Bacteria,12370,Campylobacterota,12370,Epsilonproteobacteria,12370,Campylobacterales,12370,Campylobacteraceae,12370,Campylobacter,12370,Campylobacter concisus,12340
NZ_CP022386.1,81,root,81,Bacteria,81,Bacteroidota,81,Flavobacteriia,81,Flavobacteriales,81,Flavobacteriaceae,81,Capnocytophaga,81,Capnocytophaga gingivalis,81
ACIL03000013.1,64,root,10,Bacteria,7,Bacillota,5,Clostridia,4,Eubacteriales,0,Lachnospiraceae,3,Catonella,0,Catonella morbi,0
NZ_CP028101.1,35663,root,35663,Bacteria,35650,Fusobacteriota,35649,Fusobacteriia,35649,Fusobacteriales,35649,Fusobacteriaceae,35649,Fusobacterium,35649,Fusobacterium nucleatum,31329
NZ_CP024703.1,219,root,219,Bacteria,219,Fusobacteriota,219,Fusobacteriia,219,Fusobacteriales,219,Fusobacteriaceae,219,Fusobacterium,219,Fusobacterium pseudoperiodonticum,212
NZ_CP083637.1,32,root,32,Bacteria,32,Bacillota,32,Bacilli,32,Bacillales,32,unclassified Bacillales family,0,Gemella,32,Gemella haemolysans,32
NZ_AP018768.1,99,root,99,Bacteria,99,Pseudomonadota,99,Gammaproteobacteria,99,Pasteurellales,99,Pasteurellaceae,99,Haemophilus,99,Haemophilus influenzae,93
NZ_CP038817.1,32705,root,32697,Bacteria,32697,Pseudomonadota,32697,Gammaproteobacteria,32692,Pasteurellales,32679,Pasteurellaceae,32679,Haemophilus,32608,Haemophilus parahaemolyticus,32504
NC_013203.1,2234,root,2234,Bacteria,2234,Actinomycetota,2234,Coriobacteriia,2234,Coriobacteriales,2234,Atopobiaceae,2234,Lancefieldella,2234,Lancefieldella parvula,2234
NZ_CP035368.2,300,root,300,Bacteria,300,Pseudomonadota,300,Gammaproteobacteria,300,Pasteurellales,300,Pasteurellaceae,300,Haemophilus,299,Haemophilus parainfluenzae,299
NZ_LR134378.1,240,root,240,Bacteria,240,Pseudomonadota,240,Betaproteobacteria,240,Burkholderiales,240,Burkholderiaceae,240,Lautropia,240,Lautropia mirabilis,240
NZ_AP019831.1,46,root,46,Bacteria,46,Fusobacteriota,46,Fusobacteriia,46,Fusobacteriales,46,Leptotrichiaceae,46,Leptotrichia,46,Leptotrichia trevisanii,46
NZ_AP019829.2,124,root,124,Bacteria,124,Fusobacteriota,124,Fusobacteriia,124,Fusobacteriales,124,Leptotrichiaceae,124,Leptotrichia,124,Leptotrichia wadei,121
NZ_CP101528.1,17796,root,17796,Bacteria,17796,Actinomycetota,17795,Actinomycetes,17795,Micrococcales,17783,Micrococcaceae,17778,Micrococcus,17748,Micrococcus luteus,14019
NZ_CP039886.1,1807,root,1807,Bacteria,1807,Pseudomonadota,1807,Betaproteobacteria,1807,Neisseriales,1807,Neisseriaceae,1807,Neisseria,1802,Neisseria flavescens,1704
NZ_CP073114.1,69967,root,69956,Bacteria,69956,Pseudomonadota,69953,Betaproteobacteria,69948,Neisseriales,69946,Neisseriaceae,69944,Neisseria,69700,Neisseria subflava,63121
NZ_CP092048.1,25,root,25,Bacteria,25,Bacteroidota,25,Bacteroidia,25,Bacteroidales,25,Porphyromonadaceae,25,Porphyromonas,25,Porphyromonas gingivalis,25
NC_019960.1,28,root,28,Bacteria,28,Bacteroidota,28,Bacteroidia,28,Bacteroidales,28,Prevotellaceae,28,Prevotella,28,Prevotella dentalis,28
