read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
CP097095.1,38994,root,5861,Bacteria,5778,Actinomycetota,5014,Actinomycetes,4986,Actinomycetales,2533,Actinomycetaceae,2533,Actinomyces,1286,Actinomyces graevenitzii,0
NZ_LT635457.1,361,root,361,Bacteria,361,Actinomycetota,361,Actinomycetes,361,Actinomycetales,361,Actinomycetaceae,361,Actinomyces,360,Actinomyces pacaensis,360
NZ_CP033459.1,28,root,28,Bacteria,28,Bacteroidota,28,Bacteroidia,28,Bacteroidales,28,Prevotellaceae,27,Pseudoprevotella,27,Pseudoprevotella muciniphila,27
CAKAFU010000002.1,42,root,6,Bacteria,6,Bacteroidota,5,Bacteroidia,4,Bacteroidales,4,Prevotellaceae,3,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP102541.1,1204,root,1204,Bacteria,1204,Actinomycetota,1204,Actinomycetes,1204,Bifidobacteriales,1203,Bifidobacteriaceae,1203,Bifidobacterium,1202,Bifidobacterium longum,727
NZ_CP049272.1,15611,root,15598,Bacteria,15592,Campylobacterota,15592,Epsilonproteobacteria,15592,Campylobacterales,15592,Campylobacteraceae,15591,Campylobacter,15591,Campylobacter concisus,15515
MN164484.2,3,root,3,Viruses,3,Uroviricota,3,Caudoviricetes,3,unclassified Caudoviricetes order,0,Drexlerviridae,3,Guelphvirus,3,Escherichia virus ECH1,0
NZ_CP028101.1,41,root,41,Bacteria,40,Fusobacteriota,40,Fusobacteriia,40,Fusobacteriales,40,Fusobacteriaceae,40,Fusobacterium,40,Fusobacterium nucleatum,29
NZ_CP024703.1,39,root,38,Bacteria,37,Fusobacteriota,37,Fusobacteriia,37,Fusobacteriales,37,Fusobacteriaceae,37,Fusobacterium,37,Fusobacterium pseudoperiodonticum,33
NZ_CP083637.1,5625,root,5598,Bacteria,5589,Bacillota,5586,Bacilli,5582,Bacillales,5576,unclassified Bacillales family,0,Gemella,5573,Gemella haemolysans,5532
NZ_AP018768.1,36,root,36,Bacteria,36,Pseudomonadota,36,Gammaproteobacteria,36,Pasteurellales,36,Pasteurellaceae,36,Haemophilus,36,Haemophilus influenzae,30
NZ_CP038817.1,32,root,32,Bacteria,32,Pseudomonadota,32,Gammaproteobacteria,32,Pasteurellales,32,Pasteurellaceae,32,Haemophilus,32,Haemophilus parahaemolyticus,32
NZ_CP035368.2,5202,root,5200,Bacteria,5200,Pseudomonadota,5200,Gammaproteobacteria,5199,Pasteurellales,5181,Pasteurellaceae,5181,Haemophilus,5132,Haemophilus parainfluenzae,5029
NC_013203.1,13952,root,13951,Bacteria,13951,Actinomycetota,13945,Coriobacteriia,13945,Coriobacteriales,13945,Atopobiaceae,13945,Lancefieldella,13943,Lancefieldella parvula,13936
NZ_LR134378.1,10468,root,10468,Bacteria,10468,Pseudomonadota,10465,Betaproteobacteria,10458,Burkholderiales,10454,Burkholderiaceae,10437,Lautropia,10435,Lautropia mirabilis,10435
NZ_AP019829.2,13314,root,13151,Bacteria,13074,Fusobacteriota,13052,Fusobacteriia,13052,Fusobacteriales,13052,Leptotrichiaceae,13036,Leptotrichia,13031,Leptotrichia wadei,11686
NZ_AP019831.1,20,root,20,Bacteria,20,Fusobacteriota,18,Fusobacteriia,18,Fusobacteriales,18,Leptotrichiaceae,18,Leptotrichia,18,Leptotrichia trevisanii,16
NZ_CP101528.1,150,root,150,Bacteria,150,Actinomycetota,150,Actinomycetes,150,Micrococcales,149,Micrococcaceae,149,Micrococcus,149,Micrococcus luteus,90
NZ_CP014234.1,44,root,44,Bacteria,44,Pseudomonadota,44,Gammaproteobacteria,44,Moraxellales,44,Moraxellaceae,44,Moraxella,44,Moraxella osloensis,41
NZ_CP053939.1,11824,root,11817,Bacteria,11817,Pseudomonadota,11812,Betaproteobacteria,11806,Neisseriales,11801,Neisseriaceae,11794,Neisseria,11717,Neisseria mucosa,7717
NZ_CP024696.1,92,root,92,Bacteria,92,Bacteroidota,92,Bacteroidia,90,Bacteroidales,90,Prevotellaceae,89,Prevotella,88,Prevotella intermedia,80
NZ_CP072363.1,22351,root,22347,Bacteria,22347,Bacteroidota,22347,Bacteroidia,22347,Bacteroidales,22347,Prevotellaceae,22314,Prevotella,22299,Prevotella jejuni,20940
NZ_CP072390.1,32,root,32,Bacteria,32,Bacteroidota,32,Bacteroidia,32,Bacteroidales,32,Prevotellaceae,32,Prevotella,32,Prevotella scopos,27
NZ_CP079201.1,74,root,74,Bacteria,74,Actinomycetota,74,Actinomycetes,74,Micrococcales,74,Micrococcaceae,73,Rothia,73,Rothia dentocariosa,73
NZ_CP079822.1,386865,root,386861,Bacteria,386861,Actinomycetota,386804,Actinomycetes,386797,Micrococcales,386607,Micrococcaceae,386465,Rothia,386295,Rothia mucilaginosa,385835
NZ_CP102197.1,25527,root,25517,Bacteria,25517,Actinomycetota,25515,Actinomycetes,25515,Actinomycetales,25458,Actinomycetaceae,25458,Schaalia,25379,Schaalia odontolytica,25308
NZ_CP060204.1,51,root,51,Bacteria,51,Bacillota,51,Negativicutes,51,Selenomonadales,51,Selenomonadaceae,51,Selenomonas,51,Selenomonas timonae,51
NZ_CP012071.1,50600,root,50597,Bacteria,50595,Bacillota,50590,Negativicutes,50584,Selenomonadales,50580,Selenomonadaceae,50579,Selenomonas,50576,Selenomonas sp. oral taxon 478,42716
NZ_LS483444.1,52,root,52,Bacteria,52,Bacillota,52,Bacilli,52,Lactobacillales,52,Streptococcaceae,52,Streptococcus,52,Streptococcus australis,46
NZ_CP012646.1,114806,root,114780,Bacteria,114771,Bacillota,114709,Bacilli,114699,Lactobacillales,114657,Streptococcaceae,114465,Streptococcus,114440,Streptococcus mitis,90780
NC_015875.1,307,root,307,Bacteria,307,Bacillota,302,Bacilli,302,Lactobacillales,302,Streptococcaceae,302,Streptococcus,302,Streptococcus pseudopneumoniae,198
NZ_CP079193.1,105,root,105,Bacteria,105,Bacillota,105,Bacilli,105,Lactobacillales,103,Streptococcaceae,103,Streptococcus,103,Streptococcus suis,89
NZ_CAKAHJ010000001.1,2430,root,1235,Bacteria,1229,Actinomycetota,1196,Actinomycetes,1195,Actinomycetales,1069,Actinomycetaceae,1069,Actinomyces,27,uncultured Actinomyces sp.,0
NZ_CALGPY010000005.1,17,root,13,Bacteria,13,Campylobacterota,12,Epsilonproteobacteria,12,Campylobacterales,12,Campylobacteraceae,12,Campylobacter,12,uncultured Campylobacter sp.,0
NZ_CAKOJV010000001.1,48,root,45,Bacteria,45,Fusobacteriota,45,Fusobacteriia,45,Fusobacteriales,45,Fusobacteriaceae,45,Fusobacterium,45,uncultured Fusobacterium sp.,0
NZ_CAJTJS010000001.1,57,root,3,Bacteria,3,Bacteroidota,2,Bacteroidia,2,Bacteroidales,1,Prevotellaceae,0,Prevotella,0,uncultured Prevotella sp.,0
