read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
CP097095.1,12069,root,5106,Bacteria,4956,Actinomycetota,4252,Actinomycetes,4227,Actinomycetales,2263,Actinomycetaceae,2263,Actinomyces,1482,Actinomyces graevenitzii,0
NZ_CP033459.1,9027,root,8991,Bacteria,8991,Bacteroidota,8991,Bacteroidia,8989,Bacteroidales,8989,Prevotellaceae,8988,Pseudoprevotella,8988,Pseudoprevotella muciniphila,8988
CAKAFU010000002.1,39,root,11,Bacteria,9,Bacteroidota,9,Bacteroidia,7,Bacteroidales,7,Prevotellaceae,5,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP036550.1,7916,root,7884,Bacteria,7884,Bacteroidota,7884,Bacteroidia,7851,Bacteroidales,7851,Bacteroidaceae,7719,Bacteroides,7674,Bacteroides fragilis,7614
NZ_CP049272.1,352,root,352,Bacteria,352,Campylobacterota,352,Epsilonproteobacteria,352,Campylobacterales,352,Campylobacteraceae,352,Campylobacter,352,Campylobacter concisus,352
NZ_CP082871.1,40,root,40,Bacteria,40,Campylobacterota,40,Epsilonproteobacteria,40,Campylobacterales,40,Campylobacteraceae,40,Campylobacter,40,Campylobacter hominis,40
NZ_CP012544.1,2241,root,2235,Bacteria,2235,Campylobacterota,2235,Epsilonproteobacteria,2235,Campylobacterales,2235,Campylobacteraceae,2235,Campylobacter,2235,Campylobacter showae,2232
NZ_CP022386.1,96,root,95,Bacteria,95,Bacteroidota,95,Flavobacteriia,95,Flavobacteriales,95,Flavobacteriaceae,95,Capnocytophaga,95,Capnocytophaga gingivalis,95
NZ_CP022384.1,13431,root,13381,Bacteria,13381,Bacteroidota,13381,Flavobacteriia,13378,Flavobacteriales,13378,Flavobacteriaceae,13375,Capnocytophaga,13375,Capnocytophaga leadbetteri,13106
NZ_CP022379.1,134,root,134,Bacteria,134,Bacteroidota,134,Flavobacteriia,134,Flavobacteriales,134,Flavobacteriaceae,134,Capnocytophaga,134,Capnocytophaga sputigena,134
NZ_CP028101.1,950,root,945,Bacteria,945,Fusobacteriota,945,Fusobacteriia,945,Fusobacteriales,945,Fusobacteriaceae,945,Fusobacterium,945,Fusobacterium nucleatum,883
NZ_CP024703.1,36097,root,35989,Bacteria,35989,Fusobacteriota,35989,Fusobacteriia,35989,Fusobacteriales,35989,Fusobacteriaceae,35988,Fusobacterium,35988,Fusobacterium pseudoperiodonticum,35525
NZ_CP083637.1,28380,root,28280,Bacteria,28280,Bacillota,28280,Bacilli,28278,Bacillales,28275,unclassified Bacillales family,0,Gemella,28271,Gemella haemolysans,28244
NZ_CP031243.1,3702,root,3691,Bacteria,3691,Pseudomonadota,3691,Gammaproteobacteria,3688,Pasteurellales,3688,Pasteurellaceae,3688,Haemophilus,3684,Haemophilus haemolyticus,3634
NZ_AP018768.1,648,root,646,Bacteria,646,Pseudomonadota,646,Gammaproteobacteria,646,Pasteurellales,646,Pasteurellaceae,646,Haemophilus,646,Haemophilus influenzae,632
NZ_CP038817.1,219413,root,218609,Bacteria,218609,Pseudomonadota,218609,Gammaproteobacteria,218598,Pasteurellales,218574,Pasteurellaceae,218574,Haemophilus,218465,Haemophilus parahaemolyticus,218095
NZ_CP035368.2,69859,root,69584,Bacteria,69584,Pseudomonadota,69584,Gammaproteobacteria,69578,Pasteurellales,69575,Pasteurellaceae,69575,Haemophilus,69470,Haemophilus parainfluenzae,69241
NZ_CP065999.1,38,root,38,Bacteria,38,Pseudomonadota,38,Betaproteobacteria,38,Neisseriales,38,Neisseriaceae,38,Kingella,38,Kingella denitrificans,38
